,Symbol,logFC,P.Value,adj.P.Val
7892501,NA,-0.301024783,0.432483753,0.629204931
7892502,NA,-0.172744266,0.548615723,0.722538165
7892503,NA,-0.142437213,0.626918457,0.778260528
7892504,NA,-0.376584565,0.002839311,0.027824689
7892505,NA,0.509961323,0.084508151,0.230758397
7892506,NA,0.156355529,0.302923945,0.509571517
7892507,NA,0.377648568,0.127543452,0.298734829
7892508,NA,0.030809359,0.882461185,0.939161556
7892509,NA,0.368484206,0.041230718,0.148098294
7892510,NA,-0.469847813,0.071017551,0.207691826
7892511,NA,-0.362829183,0.014183635,0.074397054
7892512,NA,-0.017743149,0.937073021,0.967941996
7892513,NA,-0.216065777,0.43646233,0.632347017
7892514,NA,0.136601367,0.487651286,0.674083563
7892515,NA,-0.35089054,0.017624423,0.08563263
7892516,NA,-0.090694593,0.772349247,0.873173415
7892517,NA,-0.893831497,0.001012179,0.015337716
7892518,NA,-0.618652645,0.005797725,0.042823173
7892519,NA,0.306415246,0.066083125,0.198267239
7892520,NA,-0.21850503,0.079787633,0.222633772
7892521,NA,-0.140734901,0.424713598,0.62191433
7892522,NA,-0.151229613,0.269253946,0.475189462
7892524,NA,-0.329657568,0.082292332,0.227072825
7892525,NA,-0.386828274,0.045874306,0.157650612
7892526,NA,0.200217827,0.280529056,0.48637209
7892527,NA,0.023162373,0.881211479,0.938423853
7892528,NA,-0.21140883,0.01718668,0.084230922
7892529,NA,0.01855099,0.901168931,0.948423474
7892530,NA,-0.227064542,0.105303677,0.264963336
7892531,NA,-0.320660132,0.148741293,0.328751333
7892532,NA,-0.370202343,0.065585709,0.197647112
7892533,NA,-0.458349184,0.005110166,0.03963946
7892534,NA,-0.705961468,0.003059951,0.029033634
7892535,NA,-0.329483729,0.149601316,0.329776566
7892536,NA,0.263755627,0.116224007,0.282248614
7892537,NA,-0.137427231,0.39665743,0.597084197
7892538,NA,-0.722603879,0.011658415,0.065605921
7892539,NA,-0.511426707,0.069928281,0.205598408
7892540,NA,-0.20686255,0.227542188,0.427710976
7892541,NA,-0.209043265,0.313612131,0.520114714
7892542,NA,0.276831483,0.164566851,0.34975314
7892543,NA,-0.001532265,0.995168432,0.99789566
7892544,NA,0.27360036,0.0319906,0.125588858
7892545,NA,-0.059664902,0.64053474,0.787426546
7892547,NA,-0.65635969,0.010168611,0.060246308
7892548,NA,-0.246258823,0.119265192,0.286978102
7892549,NA,0.544745342,0.067782282,0.201399629
7892550,NA,-0.249371762,0.126898247,0.297810186
7892551,NA,-0.269514714,0.03174915,0.125047487
7892552,NA,-0.283170802,0.198119822,0.393040736
7892553,NA,0.130220884,0.689222031,0.8195788
7892554,NA,-0.400487903,0.11720098,0.283669481
7892555,NA,-0.346950598,0.168792769,0.35524691
7892556,NA,0.124932248,0.147516589,0.326742077
7892557,NA,-0.213911794,0.51983224,0.700168039
7892558,NA,0.042463822,0.863562663,0.928149722
7892559,NA,0.217224674,0.160934265,0.34506217
7892560,NA,-0.235898747,0.13584344,0.310120457
7892561,NA,0.025290144,0.801821089,0.892606897
7892562,NA,0.517180553,0.000541717,0.010938484
7892563,NA,-0.265659588,0.030974632,0.123000874
7892564,NA,0.122550758,0.385863391,0.587287714
7892565,NA,-0.318796421,0.021597995,0.097657309
7892566,NA,0.29749798,0.268546039,0.474616638
7892567,NA,-0.458769869,0.019390899,0.091130381
7892568,NA,0.300423246,0.044637805,0.155162855
7892569,NA,0.24202578,0.140746678,0.317251701
7892570,NA,0.182591624,0.40870991,0.607644842
7892571,NA,-0.608922305,0.030999316,0.123030325
7892572,NA,-0.150867306,0.560265182,0.731431082
7892573,NA,-0.408823934,0.029449904,0.119337161
7892574,NA,0.429090757,0.066999333,0.199914868
7892575,NA,-0.271077017,0.215279401,0.41315033
7892576,NA,0.266889332,0.119876795,0.287802844
7892577,NA,0.067990953,0.791047662,0.885734052
7892578,NA,0.212992392,0.297679843,0.504445301
7892579,NA,0.118231026,0.51206814,0.694005733
7892580,NA,0.416781342,0.078895454,0.221462635
7892581,NA,-0.481555208,0.107678817,0.268668532
7892582,NA,-0.258811511,0.278709768,0.484562684
7892583,NA,-0.494570048,0.000545074,0.01097964
7892584,NA,-0.40005586,0.019220079,0.090572048
7892585,NA,-0.477726372,0.065956577,0.198197576
7892586,NA,0.046033727,0.842187224,0.915966291
7892587,NA,0.118095002,0.719868297,0.839857115
7892588,NA,-0.099916363,0.388597464,0.589508851
7892589,NA,-0.204717531,0.635601968,0.784303244
7892590,NA,-0.308852208,0.341206614,0.547209161
7892591,NA,-0.564276243,0.081903195,0.226374257
7892592,NA,-0.400097629,0.007170119,0.048469737
7892593,NA,-0.243524338,0.251336358,0.455392431
7892594,NA,-0.367306298,0.098914361,0.254780805
7892595,NA,0.398506415,0.080286777,0.223633572
7892596,NA,0.052484925,0.798661644,0.890799477
7892597,NA,-0.160245805,0.318772009,0.524985239
7892598,NA,0.470830216,0.004732926,0.037919206
7892599,NA,0.04649076,0.643409388,0.789460972
7892600,NA,-0.117442559,0.680014782,0.813043636
7892601,NA,0.03629038,0.684744248,0.816704131
7892602,NA,-0.004739982,0.98194442,0.991082248
7892603,NA,-0.771891078,0.012865275,0.069688477
7892604,NA,-0.603653924,0.016988969,0.083663018
7892605,NA,0.463163405,0.027004372,0.112733772
7892606,NA,-0.205773192,0.106108753,0.266235986
7892608,NA,-0.116354623,0.437293812,0.632903245
7892609,NA,0.062944823,0.805796851,0.894578494
7892610,NA,0.158154693,0.67544371,0.809959209
7892611,NA,-0.138571751,0.320838637,0.526799354
7892612,NA,-0.56368148,0.021854215,0.09837499
7892613,NA,-0.310857531,0.094846699,0.247908827
7892614,NA,-0.227666127,0.316789679,0.523221525
7892615,NA,0.230691759,0.380207507,0.582701342
7892616,NA,0.081049904,0.732974538,0.848280262
7892617,NA,-0.115710295,0.226444209,0.426320978
7892618,NA,0.711615174,0.025316092,0.108264824
7892619,NA,-0.4466533,0.052981283,0.172648049
7892620,NA,0.02313001,0.740475874,0.853243729
7892621,NA,0.132272354,0.148866466,0.328875181
7892622,NA,0.469091898,0.00393242,0.033846191
7892623,NA,0.171201702,0.42370182,0.621087365
7892624,NA,0.284639405,0.023534878,0.10296161
7892625,NA,-0.255149687,0.110759292,0.273688472
7892626,NA,0.012046831,0.965101747,0.982120809
7892627,NA,0.069930802,0.518666354,0.699191643
7892628,NA,-0.380009297,0.048667556,0.163486675
7892629,NA,0.214748529,0.332234363,0.538036926
7892630,NA,0.02703735,0.869162269,0.931492497
7892631,NA,-0.40579344,0.045712522,0.157338211
7892632,NA,0.239336258,0.455181946,0.647562198
7892633,NA,0.045587513,0.840965572,0.915385115
7892634,NA,-0.248410041,0.059161507,0.185699539
7892635,NA,0.279002559,0.061794073,0.190391159
7892636,NA,-0.255556856,0.052045862,0.170635199
7892637,NA,-0.450051816,0.035623538,0.134771461
7892638,NA,0.212698617,0.293604937,0.500597244
7892639,NA,-0.064991045,0.764698194,0.868215494
7892640,NA,-0.143542918,0.186058032,0.377409338
7892641,NA,0.068376903,0.639393515,0.786893381
7892642,NA,-0.290941199,0.109469598,0.271589797
7892643,NA,0.282234122,0.235450026,0.436829527
7892644,NA,0.6449169,0.00521372,0.040219688
7892645,NA,-0.25369025,0.068607045,0.203166915
7892646,NA,-0.126807167,0.652000637,0.794740515
7892647,NA,0.488963911,0.209095227,0.40624599
7892648,NA,0.293077937,0.005590326,0.041914227
7892649,NA,-0.13163154,0.488504819,0.674724959
7892650,NA,0.091425104,0.140189225,0.316380685
7892651,NA,0.017646075,0.926188507,0.962381283
7892652,NA,0.453927111,0.001429212,0.01884148
7892653,NA,0.025298193,0.935841151,0.967333151
7892654,NA,-0.473236169,0.010951439,0.063134026
7892655,NA,0.018608084,0.910023569,0.953379373
7892656,NA,0.229609009,0.399956473,0.599724876
7892657,NA,0.041303045,0.767413208,0.870022389
7892658,NA,0.210203889,0.50299431,0.68668313
7892659,NA,0.354841391,0.319551195,0.525644509
7892660,NA,-0.026117965,0.794589799,0.888132143
7892661,NA,0.239661729,0.119062757,0.286654564
7892662,NA,0.257675617,0.086292928,0.23386746
7892663,NA,0.684720276,0.000384569,0.009171571
7892664,NA,0.419758707,0.099210082,0.255187569
7892665,NA,-0.150242609,0.255648231,0.460772931
7892666,NA,-0.12393561,0.715090536,0.836126333
7892667,NA,-0.04241393,0.616521886,0.771245914
7892668,NA,0.152470943,0.309885263,0.516351378
7892669,NA,-0.153821196,0.063536774,0.193876829
7892670,NA,0.66994841,6.31E-05,0.003412454
7892671,NA,0.507969127,0.009882713,0.059205592
7892672,NA,-0.641424577,0.028255934,0.116210205
7892673,NA,-0.232079292,0.101727718,0.259478155
7892674,NA,0.715129103,0.011758534,0.065890929
7892675,NA,-0.187237197,0.439331468,0.634335886
7892676,NA,1.009481778,1.99E-05,0.002051584
7892677,NA,-0.219291243,0.10326929,0.261853741
7892678,NA,0.037788498,0.884220843,0.939915126
7892679,NA,1.212224015,0.001174255,0.016665131
7892680,NA,0.533404275,0.005308597,0.04055997
7892681,NA,-0.274855258,0.008740487,0.054777336
7892682,NA,-1.157245581,0.049054537,0.164331706
7892683,NA,-0.347667652,0.226829566,0.426756925
7892684,NA,-0.093315685,0.415924561,0.613957534
7892685,NA,-0.004313126,0.977758845,0.989286707
7892686,NA,-0.018114818,0.864750954,0.928886138
7892687,NA,0.423891795,0.133041216,0.306646778
7892688,NA,-0.029934228,0.836496549,0.912549164
7892689,NA,-0.508010209,0.004986329,0.039093431
7892690,NA,-0.023854863,0.854733878,0.923458709
7892691,NA,0.053416895,0.78994797,0.884836576
7892692,NA,-0.416304895,0.003653974,0.032565946
7892693,NA,-0.1522638,0.160715737,0.344834412
7892694,NA,0.334517613,0.003826466,0.033379576
7892695,NA,0.031580132,0.804003909,0.893735802
7892696,NA,-0.515342844,0.006558399,0.045877101
7892697,NA,-0.166181249,0.169705912,0.356549718
7892698,NA,-0.03434045,0.47848633,0.666589654
7892699,NA,-0.56161208,0.021584987,0.097647287
7892700,NA,-0.119790656,0.406128614,0.605471551
7892701,NA,0.456899402,0.001265493,0.017491539
7892702,NA,0.212395844,0.24294333,0.445545877
7892703,NA,0.390920667,0.006541209,0.045855219
7892704,NA,0.483384261,0.000331275,0.008394562
7892705,NA,-0.678049079,0.001220552,0.017058832
7892706,NA,-0.336868896,0.110720022,0.273632047
7892707,NA,0.132840647,0.506905397,0.689675521
7892708,NA,-0.236730131,0.113754602,0.278158698
7892709,NA,0.059719671,0.784477255,0.881150161
7892710,NA,-0.861807505,0.006966826,0.047647868
7892711,NA,-0.095933099,0.824455248,0.905919042
7892712,NA,-0.189844457,0.077958776,0.219427201
7892713,NA,-0.277975634,0.016522919,0.082138495
7892714,NA,0.206485985,0.462891135,0.6537255
7892715,NA,0.229978116,0.159421616,0.343191965
7892716,NA,-0.179070012,0.184888095,0.37599706
7892717,NA,0.057495143,0.717166757,0.837780321
7892718,NA,0.090824338,0.569060658,0.737104673
7892719,NA,-0.436422392,0.038038408,0.140492174
7892720,NA,-0.202799275,0.167249604,0.353303167
7892721,NA,-0.256014161,0.084046059,0.229951741
7892722,NA,-0.100085908,0.305401237,0.51197991
7892723,NA,0.048733647,0.898319687,0.947394786
7892724,NA,0.200513501,0.533510045,0.710344049
7892725,NA,-0.61431847,0.04008697,0.145527238
7892726,NA,0.095075041,0.589899867,0.752074286
7892727,NA,-0.217962338,0.396844737,0.597231151
7892728,NA,-0.070983233,0.727405596,0.844797073
7892729,NA,-0.258352476,0.394349136,0.594891309
7892730,NA,-0.911058007,0.192273452,0.385252686
7892731,NA,-0.201639706,0.373308032,0.576746359
7892732,NA,-0.713299674,0.215441528,0.413366173
7892733,NA,-0.001690463,0.995370447,0.997968758
7892734,NA,-0.169269217,0.250806289,0.454752549
7892735,NA,-0.23984743,0.598022557,0.75767121
7892736,NA,0.134029479,0.490647678,0.676596361
7892737,NA,0.387049977,0.156720551,0.339712531
7892738,NA,-0.309525978,0.108871322,0.270677058
7892739,NA,0.349233568,0.072486231,0.210328853
7892740,NA,0.764882947,0.007779277,0.050949366
7892741,NA,-0.221700304,0.129030928,0.300948642
7892742,NA,0.595921365,0.002512264,0.025931989
7892743,NA,-0.095983307,0.477829792,0.665953647
7892744,NA,-0.502125519,0.039983497,0.145278316
7892745,NA,0.438963068,0.046887874,0.159732508
7892746,NA,0.123650003,0.329314537,0.535200416
7892747,NA,-0.152277736,0.181746679,0.371954163
7892748,NA,-0.266453416,0.066853076,0.199695602
7892749,NA,-0.089664726,0.832489576,0.910444899
7892750,NA,-0.42607857,0.081758357,0.226117863
7892751,NA,-0.200165527,0.098863329,0.254688762
7892752,NA,-0.1918307,0.539896058,0.71570679
7892753,NA,-0.101918831,0.237096061,0.438721387
7892754,NA,0.211367121,0.465155473,0.655814262
7892755,NA,0.162596394,0.279980386,0.485749632
7892756,NA,-0.052175062,0.303069123,0.509712728
7892757,NA,0.613212627,0.007664194,0.050539807
7892758,NA,-0.355534954,0.13339833,0.307133466
7892759,NA,-0.02007479,0.950235242,0.975066331
7892760,NA,0.224072121,0.053450202,0.173700114
7892761,NA,-0.189055494,0.18301799,0.373609835
7892762,NA,0.16531166,0.158367796,0.341997858
7892763,NA,-0.351959265,0.10327578,0.261853741
7892764,NA,0.215289058,0.130522418,0.303322513
7892765,NA,-0.344948737,0.056395146,0.179899329
7892766,NA,0.363209329,0.004819952,0.03830309
7892767,NA,-0.097656449,0.540386252,0.71605232
7892768,NA,-0.099715752,0.597299275,0.757129357
7892769,NA,0.085323578,0.713342306,0.834968187
7892770,NA,0.143147104,0.163843917,0.348728643
7892771,NA,-0.017118724,0.8794598,0.937608288
7892772,NA,0.236396986,0.403239192,0.602470401
7892773,NA,-0.192757993,0.224113558,0.423393427
7892774,NA,-0.587040771,0.016692779,0.082723537
7892775,NA,-0.746648911,0.052469721,0.17134997
7892776,NA,-0.106402683,0.303843811,0.510474406
7892777,NA,0.074054054,0.709881094,0.833077601
7892778,NA,0.009935781,0.970661563,0.985632614
7892779,NA,-0.705437755,0.006748544,0.04674386
7892780,NA,-0.178259225,0.194514501,0.388340888
7892781,NA,0.027037199,0.889789093,0.942763159
7892782,NA,-0.188875502,0.13892305,0.314311395
7892783,NA,-0.237105749,0.039220606,0.143319635
7892784,NA,0.015927549,0.947932283,0.974007789
7892785,NA,0.59902446,0.044357361,0.154672433
7892786,NA,0.553356927,0.006890697,0.047354417
7892787,NA,0.121888562,0.675776191,0.810128527
7892788,NA,0.096924094,0.352745692,0.558455685
7892789,NA,-0.552357317,0.035169111,0.133751286
7892790,NA,0.155383247,0.486864926,0.673415919
7892791,NA,0.275780169,0.038773015,0.142293078
7892792,NA,-0.307532022,0.008727125,0.054753716
7892793,NA,-0.031740358,0.834128864,0.911180943
7892794,NA,-0.576858478,0.042632915,0.150999697
7892795,NA,-0.061415976,0.68571558,0.81733566
7892796,NA,-0.181002239,0.130102501,0.302684668
7892797,NA,-0.021519827,0.833064113,0.910684388
7892798,NA,0.037760664,0.870556107,0.932189777
7892799,NA,0.006740191,0.974805234,0.987765323
7892800,NA,-0.442776233,0.02145372,0.097270244
7892801,NA,-0.037330317,0.82623144,0.906995528
7892802,NA,-0.058622354,0.7971844,0.889947307
7892803,NA,-0.068015256,0.466997821,0.65735029
7892804,NA,-0.355532537,0.007224433,0.048704583
7892805,NA,-0.1706595,0.561459146,0.732207486
7892806,NA,-0.216430198,0.268979896,0.475017035
7892807,NA,-0.394294531,0.046412821,0.158748763
7892808,NA,0.20842323,0.02688132,0.112533724
7892809,NA,0.033731508,0.744420374,0.855619732
7892810,NA,0.098673572,0.559421516,0.730857267
7892811,NA,-0.313583452,0.088501253,0.237655283
7892812,NA,0.00021601,0.999031704,0.99970175
7892813,NA,-0.120639285,0.566793089,0.735555487
7892814,NA,0.25684748,0.063598679,0.194009591
7892815,NA,-0.00120745,0.982527381,0.991396328
7892816,NA,-0.24856378,0.159764095,0.34358103
7892817,NA,-0.140973156,0.048397566,0.163063304
7892818,NA,-0.014897948,0.943535061,0.971467776
7892819,NA,-0.054964796,0.911022724,0.953609672
7892820,NA,-0.226569212,0.103296059,0.261853741
7892821,NA,0.131432402,0.53039132,0.708140713
7892822,NA,-0.414529161,0.044562965,0.154983605
7892823,NA,-0.014272963,0.934882171,0.967033527
7892824,NA,-0.449169546,0.002585949,0.02638001
7892825,NA,-0.239346806,0.27181606,0.477809068
7892826,NA,-0.608900044,0.000911804,0.014476067
7892827,NA,-0.111834108,0.312783377,0.519199534
7892828,NA,-0.067182605,0.732927758,0.848280262
7892829,NA,0.017103716,0.873221448,0.933887536
7892830,NA,0.55331058,0.002534126,0.026090211
7892831,NA,-0.819177026,0.00063723,0.011853545
7892832,NA,0.158505523,0.408460787,0.607442568
7892833,NA,0.011971913,0.939231514,0.969272949
7892834,NA,-0.160397395,0.477199905,0.665435756
7892835,NA,0.109468412,0.418232579,0.615862824
7892836,NA,-0.146230959,0.281087508,0.486909309
7892837,NA,0.36836478,5.26E-05,0.003203077
7892838,NA,-0.009752241,0.934835951,0.967033527
7892839,NA,0.020639898,0.892100248,0.944071382
7892840,NA,-0.137548805,0.470681436,0.660244226
7892841,NA,-0.229287178,0.23613484,0.4376786
7892842,NA,-0.01997589,0.935808554,0.967329487
7892843,NA,0.009732775,0.968231461,0.984042579
7892844,NA,-0.292227337,0.262631823,0.467964457
7892845,NA,-0.355285826,0.061236658,0.189619882
7892846,NA,0.236889364,0.057507108,0.182051168
7892847,NA,0.134968582,0.448437362,0.641640619
7892848,NA,-0.23654913,0.093706378,0.246231245
7892849,NA,0.138774731,0.482450972,0.669982483
7892850,NA,0.036658774,0.898712917,0.947485799
7892851,NA,-0.031118417,0.789678399,0.884644954
7892852,NA,-0.151377961,0.376010735,0.579237918
7892853,NA,-0.205672911,0.01414511,0.074288599
7892854,NA,-0.668905197,0.06992287,0.205598408
7892855,NA,-0.16868866,0.303962776,0.510574372
7892856,NA,-0.259855048,0.229828754,0.430429609
7892857,NA,0.017629442,0.897972767,0.947245342
7892858,NA,-0.057295295,0.824905963,0.906231127
7892859,NA,-0.101839952,0.507244274,0.689926812
7892860,NA,0.022847632,0.864446314,0.928743889
7892861,NA,0.443012424,0.074556799,0.213753166
7892862,NA,-0.08555525,0.644687555,0.790184846
7892863,NA,-0.40034822,0.017165376,0.084151285
7892864,NA,-0.228186489,0.330160025,0.536103499
7892865,NA,-0.295707333,0.076645973,0.217438951
7892866,NA,-0.799823792,0.027727009,0.114672243
7892867,NA,-0.658660406,0.041963695,0.149664218
7892868,NA,0.080609589,0.406699516,0.605764874
7892869,NA,-0.219452253,0.334170147,0.539910007
7892870,NA,0.440160359,0.029182622,0.118687402
7892871,NA,0.486256113,0.128711899,0.300499235
7892872,NA,-1.353415969,0.000144653,0.005235346
7892873,NA,-0.546233793,0.102298037,0.260435588
7892874,NA,0.178192907,0.528435431,0.706654522
7892875,NA,-0.15901333,0.294754992,0.501759128
7892876,NA,-0.059646104,0.865180035,0.929197162
7892877,NA,-0.120597281,0.484753765,0.671751544
7892878,NA,-0.221551447,0.177170181,0.365866752
7892879,NA,0.298388073,0.298465874,0.505237327
7892880,NA,-0.056986958,0.567670443,0.736267604
7892881,NA,-0.076881072,0.722260447,0.841346192
7892882,NA,0.09734732,0.452012465,0.644793751
7892883,NA,0.018135261,0.952088451,0.97597713
7892884,NA,0.148032,0.082013224,0.226603131
7892885,NA,0.1195975,0.456130919,0.648302864
7892886,NA,-0.178110407,0.318817279,0.525033827
7892887,NA,0.083141879,0.662504411,0.801525536
7892888,NA,-0.655974873,0.025158155,0.107900889
7892889,NA,-0.136078935,0.23789482,0.439674946
7892890,NA,0.159789646,0.189679407,0.382170835
7892891,NA,-0.228419449,0.07460492,0.213816494
7892892,NA,-0.574750257,0.029543929,0.119525295
7892893,NA,0.157588151,0.074351267,0.213365003
7892894,NA,0.364000967,0.003428517,0.031201459
7892895,NA,0.133111342,0.533654543,0.710479621
7892896,NA,0.348378523,0.03044809,0.121606101
7892897,NA,-0.0340899,0.784306713,0.881074919
7892898,NA,-0.18796155,0.069014645,0.203887351
7892899,NA,-0.229058294,0.139897474,0.315872123
7892900,NA,-0.129527912,0.193927377,0.387517245
7892901,NA,-0.109735797,0.237383232,0.438948713
7892902,NA,0.316045911,0.006022399,0.043771517
7892903,NA,-0.384777185,0.047121999,0.16023501
7892904,NA,-0.310728278,0.144642936,0.322919819
7892905,NA,-0.490514134,0.000935925,0.014644502
7892906,NA,0.037387143,0.655495014,0.796948095
7892907,NA,-0.322193569,0.007741783,0.050796664
7892908,NA,-0.316451175,0.042423047,0.150721317
7892909,NA,-0.171286488,0.287894733,0.494173157
7892910,NA,-0.081845173,0.759430312,0.865133486
7892911,NA,0.171195917,0.073861552,0.21265123
7892912,NA,0.32478847,0.090582211,0.241105242
7892913,NA,-0.522117684,0.081587364,0.225892901
7892914,NA,-0.000257843,0.999358637,0.99979875
7892915,NA,-0.114928594,0.562434048,0.732854602
7892916,NA,0.019227523,0.83080517,0.909289674
7892917,NA,-0.823251163,0.014110883,0.074132229
7892918,NA,0.13657652,0.514889343,0.696185757
7892919,NA,-0.066309987,0.67541742,0.809959209
7892920,NA,-0.395172809,0.076494989,0.217140124
7892921,NA,-0.467592159,0.001496601,0.019299897
7892922,NA,-0.095776988,0.703214661,0.828834439
7892923,NA,-0.103815946,0.379698223,0.582274529
7892924,NA,-0.299699606,0.026267079,0.110949504
7892925,NA,-0.409679788,0.032076643,0.12575721
7892926,NA,-0.404133872,0.047479438,0.161104948
7892927,NA,0.424655846,0.209377199,0.406452364
7892928,NA,-0.268263088,0.088702353,0.237918659
7892929,NA,-0.120665001,0.552041915,0.724865817
7892930,NA,-0.328385965,0.043882565,0.153628195
7892931,NA,-0.171143362,0.1697738,0.356608518
7892932,NA,-0.57436621,0.002709437,0.027090341
7892933,NA,-0.010925884,0.938814497,0.96896272
7892934,NA,-0.019506724,0.871931156,0.93304704
7892935,NA,0.397185142,0.052650375,0.171754634
7892936,NA,-0.396634259,0.085649475,0.232748762
7892937,NA,-0.181656845,0.248258592,0.451639227
7892938,NA,-0.131668318,0.697128672,0.824441804
7892939,NA,0.402262691,0.01175553,0.065890929
7892940,NA,-0.164357385,0.193119357,0.38634314
7892941,NA,0.001688647,0.988630146,0.994183745
7892942,NA,0.049925949,0.703935083,0.829158136
7892943,NA,-0.027813281,0.586838029,0.750007518
7892944,NA,0.460537347,0.001969502,0.022466082
7892945,NA,-0.277255952,0.348494786,0.55409373
7892946,NA,0.164332603,0.451005133,0.643627546
7892947,NA,0.237188537,0.188096875,0.379947929
7892948,NA,-0.265601999,0.111921137,0.275252093
7892949,NA,-0.184022897,0.314098996,0.520636839
7892950,NA,-0.209813244,0.3084528,0.515009869
7892951,NA,0.179121285,0.139940074,0.315925461
7892952,NA,-0.285776154,0.145383363,0.323818908
7892953,NA,0.882777701,0.000884307,0.014202769
7892954,NA,0.691226872,0.020765766,0.095265598
7892955,NA,-0.356548497,0.059973901,0.187348812
7892956,NA,-0.186824234,0.121994141,0.290643884
7892957,NA,-0.081161036,0.598720764,0.758169386
7892958,NA,0.026986276,0.957755187,0.978922997
7892959,NA,0.286575594,0.146169081,0.324790917
7892960,NA,-0.396770425,0.009970811,0.059487203
7892961,NA,0.425800943,0.079565417,0.222386442
7892962,NA,0.880211882,0.015502911,0.078725093
7892963,NA,-0.433864699,0.039265432,0.143451952
7892964,NA,-0.305457872,0.138705224,0.314010596
7892965,NA,-0.128252241,0.094229423,0.247031536
7892966,NA,0.2760438,0.039039325,0.143033935
7892967,NA,0.063556982,0.623697185,0.776055499
7892968,NA,0.588407086,0.022920264,0.101445705
7892969,NA,-0.297583215,0.03525695,0.133875091
7892970,NA,0.495083545,0.09809843,0.253640584
7892971,NA,-0.034849461,0.489689168,0.675595399
7892972,NA,-0.096925822,0.549245461,0.722911935
7892973,NA,-0.375580361,0.074845516,0.214101647
7892974,NA,-0.059826988,0.824935143,0.906231127
7892975,NA,-0.004381096,0.970828805,0.985632614
7892976,NA,-0.636311391,0.039291829,0.143516897
7892977,NA,-0.107233957,0.438363746,0.633680544
7892978,NA,-0.123315048,0.299918417,0.506665832
7892979,NA,0.109631312,0.305913022,0.512528223
7892980,NA,-0.164057732,0.448658923,0.641874888
7892981,NA,0.571032253,0.021756939,0.098112355
7892982,NA,-0.681127088,0.073032627,0.211127572
7892983,NA,-0.128690491,0.204527705,0.400833372
7892984,NA,0.139257452,0.591936989,0.753427372
7892985,NA,-0.518344213,0.00440139,0.036203823
7892986,NA,0.020307723,0.799486368,0.891241675
7892987,NA,-0.132862244,0.216041338,0.414051127
7892988,NA,-0.017791887,0.886119988,0.940792591
7892989,NA,-0.476750649,0.001204852,0.016913142
7892990,NA,-0.438406242,0.040174737,0.145640029
7892991,NA,-0.234467441,0.182948736,0.373491359
7892992,NA,-0.214938917,0.061008203,0.189263076
7892993,NA,-0.387782606,0.015578859,0.07897827
7892994,NA,-0.330112882,0.122366655,0.291017042
7892995,NA,0.472882244,0.01244042,0.068286952
7892996,NA,-0.156695358,0.450455234,0.643256334
7892997,NA,0.042706036,0.83325829,0.910806949
7892998,NA,-0.501945164,0.11972481,0.287603853
7892999,NA,-0.239769168,0.201688685,0.397303918
7893000,NA,-0.463449779,0.040445589,0.146255081
7893001,NA,-0.875508287,0.000127814,0.00492926
7893002,NA,0.290984899,0.000561303,0.011195992
7893003,NA,-0.008651331,0.948809748,0.974405965
7893004,NA,-0.07737898,0.752288042,0.86051762
7893005,NA,-0.138998842,0.580576114,0.745286777
7893006,NA,-0.261439045,0.134891621,0.309046339
7893007,NA,-0.118866198,0.775497141,0.875550261
7893008,NA,-0.079027451,0.595887848,0.756256449
7893009,NA,-0.508575202,0.035920478,0.135511845
7893010,NA,-0.027088568,0.871102393,0.932549799
7893011,NA,-0.472030074,0.007004509,0.047783064
7893012,NA,-0.271691764,0.007796023,0.050988838
7893013,NA,-0.0865985,0.512228594,0.694110186
7893014,NA,-0.224385602,0.494190769,0.679755413
7893015,NA,0.316015605,0.036551576,0.136851361
7893016,NA,-0.076156112,0.655318019,0.796761998
7893017,NA,-0.126609073,0.397739359,0.597952483
7893018,NA,-0.270835512,0.151016642,0.33175438
7893019,NA,-0.339690399,0.155280502,0.337690215
7893021,NA,-0.098113689,0.50224326,0.686136045
7893022,NA,0.187625782,0.222184655,0.420919575
7893023,NA,-0.114281808,0.408464399,0.607442568
7893024,NA,-0.398376227,0.060571445,0.18836718
7893025,NA,0.445183099,0.041416873,0.148445385
7893026,NA,0.036847614,0.698653951,0.825378475
7893027,NA,-0.144754191,0.470548689,0.66016991
7893028,NA,-0.591261722,0.058340757,0.183926449
7893029,NA,-0.178059827,0.05393861,0.174605669
7893030,NA,-0.195778258,0.4677389,0.657841582
7893031,NA,0.770923719,0.012547436,0.068670609
7893032,NA,0.279208123,0.020851338,0.095421524
7893033,NA,0.07269277,0.85423292,0.923187067
7893034,NA,-0.39577385,0.117960356,0.284968874
7893035,NA,-0.326853936,0.194569614,0.388391769
7893036,NA,0.348654336,0.017045207,0.083759484
7893037,NA,0.19562614,0.141282941,0.318137425
7893038,NA,-0.417926826,0.099791181,0.256108137
7893039,NA,-0.213892662,0.007579677,0.050185031
7893040,NA,-0.208300989,0.162119687,0.346631942
7893041,NA,-0.416372481,0.030247694,0.121081687
7893042,NA,-0.33546579,0.05743373,0.181905348
7893043,NA,-0.09053377,0.688270556,0.819003099
7893044,NA,-0.40354166,0.177616026,0.366560109
7893045,NA,-0.090469519,0.521943813,0.701678099
7893046,NA,0.006278021,0.975389124,0.988069189
7893047,NA,-0.493533708,0.126042917,0.296579069
7893048,NA,-0.344260515,0.063871468,0.194426239
7893049,NA,0.002012654,0.995390201,0.997968758
