,Symbol,logFC,P.Value,adj.P.Val
8060835,NA,0.182498263,0.421898028,0.619725544
8060837,NA,0.20305572,0.077499419,0.218834647
8060839,CRLS1,0.447248389,0.013669544,0.072627224
8060850,BMP2,0.042739977,0.694807455,0.823426958
8060854,PLCB1,-1.464629364,0.009361581,0.057226466
8060893,NA,-1.311511534,0.002510092,0.025931989
8060895,RNU105B,-1.067045242,0.000395781,0.009282712
8060897,PLCB4,-0.125534789,0.563923375,0.733783248
8060940,LAMP5,0.330985411,0.143937976,0.321830701
8060947,NA,-0.094243407,0.551180881,0.724171163
8060949,ANKEF1,0.243722584,0.077294244,0.218700413
8060963,SNAP25,-0.001418023,0.987779742,0.993812745
8060977,SLX4IP,-0.500169207,0.042258652,0.15029762
8060986,LINC02871,-0.026417235,0.744212668,0.855601743
8060988,BTBD3,-0.062810985,0.667691226,0.804799747
8060997,SPTLC3,-1.585852017,0.009909686,0.059294688
8061013,ISM1,-0.035234892,0.668304823,0.805376247
8061019,NDUFAF5,0.595584273,0.000257691,0.007253036
8061035,MACROD2,-0.162501112,0.066674615,0.199377157
8061064,NA,-0.105593164,0.223710365,0.422751647
8061066,NA,-0.050336364,0.701353164,0.827708098
8061068,MACROD2-IT1,0.000770477,0.992161353,0.996053038
8061073,NA,0.009363072,0.9417333,0.970702172
8061075,SNRPB2,0.5871521,0.029061151,0.118366868
8061082,OTOR,-0.035406544,0.755978286,0.862994
8061092,NA,0.19336732,0.075706599,0.215766724
8061094,PCSK2,-0.06254263,0.332425932,0.538181857
8061112,NA,-0.09914124,0.414671233,0.612922628
8061114,DSTN,0.486531837,0.012066616,0.066931132
8061122,BANF2,-0.05255091,0.531993529,0.709118836
8061127,NA,0.056729333,0.363226224,0.567729595
8061129,MGME1,0.448131274,0.016506541,0.082081587
8061136,NA,0.05457642,0.415297428,0.613358104
8061138,NA,-0.23612438,0.040605584,0.146618416
8061154,ZNF133,-0.211998748,0.066224616,0.198533643
8061165,NA,-0.235607294,0.036994808,0.137895009
8061167,LINC00851,-0.031111249,0.732672,0.848165337
8061169,NA,-0.107381928,0.376388704,0.579462488
8061171,POLR3F,0.321303445,0.062508972,0.191972075
8061184,NA,0.236582905,0.080559493,0.224111407
8061186,SEC23B,0.570796279,0.007669977,0.050539807
8061211,DTD1,0.679402327,0.007886186,0.051336528
8061222,NA,-0.034063847,0.706471026,0.830477154
8061224,SCP2D1,-0.072451484,0.389553795,0.590394752
8061227,SLC24A3,2.907472744,9.94E-08,0.00015765
8061247,RIN2,-0.891034908,0.000221342,0.00665165
8061262,NAA20,0.413323346,0.016926844,0.083498241
8061272,CFAP61,0.014922065,0.86731032,0.930438486
8061303,INSM1,-0.015276236,0.79873827,0.890825261
8061305,KIZ,-0.623266761,0.007325645,0.049177823
8061324,XRN2,-0.018828644,0.826289208,0.906995528
8061357,PAX1,-0.016265958,0.851126285,0.921125225
8061364,RPL41,-0.093412167,0.352181488,0.557851054
8061366,SSTR4,-0.051624592,0.46032224,0.651757427
8061368,NXT1,0.232315926,0.014797511,0.076603348
8061373,GZF1,0.219779485,0.125737606,0.296113331
8061382,CSTL1,-0.017705959,0.800162391,0.891592007
8061389,CST8,-0.161140536,0.085361659,0.232300463
8061396,CST13P,-0.056942515,0.411931175,0.610525787
8061402,NA,-0.171040206,0.126993171,0.297903911
8061404,NA,-0.104409486,0.453987845,0.646554032
8061406,SYNDIG1,-0.10084511,0.322090774,0.528074081
8061414,NA,-0.188407154,0.031383599,0.124049215
8061416,CST7,0.387378185,0.059040229,0.185423742
8061426,NA,0.118339854,0.237193678,0.438733474
8061428,ENTPD6,-0.025302533,0.806472003,0.894895722
8061445,NA,-0.372495131,0.006855621,0.047202568
8061447,PYGB,0.317565135,0.003702232,0.032829085
8061471,GINS1,1.764932905,4.13E-05,0.002869052
8061481,NA,-0.014943884,0.889000928,0.942423534
8061483,LOC100134868,-0.241957614,0.254855751,0.459767673
8061490,NA,-0.28626258,0.022742219,0.10091148
8061497,FRG1BP,0.019476229,0.893428622,0.944726502
8061504,DEFB115,-0.145235947,0.143741145,0.321541748
8061507,NA,-0.084106588,0.563193591,0.733184384
8061509,DEFB118,-0.144258311,0.095381096,0.248797834
8061517,NA,0.006227835,0.911220784,0.953637115
8061519,DEFB123,-0.121499746,0.165997378,0.35157423
8061529,REM1,0.09150102,0.190806587,0.383629427
8061539,LINC00028,-0.099245005,0.397511767,0.597825731
8061542,HM13,0.200543156,0.018239646,0.087586601
8061562,NA,0.124784151,0.41688067,0.614769285
8061564,ID1,-0.198579616,0.525610508,0.704768163
8061572,COX4I2,-0.108966918,0.152838544,0.334566258
8061579,TPX2,1.621394852,1.70E-05,0.001988923
8061605,MYLK2,0.034153873,0.709393144,0.832827851
8061620,TTLL9,-0.316900644,0.015139339,0.077636618
8061645,NA,-0.401781921,0.026712685,0.112106411
8061647,XKR7,0.003939538,0.954149689,0.977007263
8061653,CCM2L,0.02007306,0.801693839,0.892507264
8061666,NA,-0.138879477,0.076917057,0.218022239
8061668,HCK,0.279084759,0.469497151,0.659364896
8061685,TM9SF4,0.067622881,0.323431417,0.529348857
8061706,POFUT1,0.315435523,0.000427129,0.009701316
8061715,KIF3B,-0.013878883,0.87899291,0.937416368
8061725,ASXL1,0.031039087,0.761868707,0.866800919
8061742,NOL4L-DT,-0.059645841,0.401605558,0.601243661
8061746,DNMT3B,-0.051733993,0.710475313,0.833503804
8061772,MAPRE1,0.743221542,0.000790373,0.013325084
8061780,BPIFB2,-0.110505416,0.191552696,0.384572212
8061799,BPIFB6,0.028522223,0.744732073,0.855818596
8061815,BPIFB3,0.083510861,0.367222981,0.571294846
8061831,BPIFB4,0.05339079,0.525654569,0.704768163
8061847,BPIFA2,-0.093723311,0.264894395,0.470425789
8061859,BPIFA4P,-0.009160088,0.894132512,0.94502064
8061869,BPIFA3,0.003350154,0.972053938,0.986241695
8061881,NA,-0.197394261,0.133024346,0.306632859
8061883,BPIFA1,-0.064679774,0.436130129,0.632070725
8061894,BPIFB1,-0.020475856,0.792904765,0.887123217
8061912,NA,0.047781874,0.454701791,0.647100293
8061916,NA,0.037853336,0.725647501,0.84399486
8061919,CBFA2T2,-0.461854882,2.48E-05,0.00230473
8061940,C20orf144,-0.020295181,0.822724617,0.904877505
8061944,ACTL10,-0.083325349,0.23714783,0.438721387
8061946,ZNF341,-0.167743209,0.031294828,0.12378521
8061958,CHMP4B,0.060492138,0.57799463,0.743433499
8061966,RALY,0.254022455,0.0116611,0.065609944
8061982,ASIP,-0.017741361,0.820632307,0.903632276
8061986,ITCH,0.174464003,0.130510017,0.303314862
8062016,DYNLRB1,0.347194341,0.005000813,0.039170098
8062023,MAP1LC3A,0.083659518,0.566760546,0.735555487
8062034,TP53INP2,0.160677001,0.293136854,0.500215881
8062041,ACSS2,0.25976286,0.123349551,0.292429334
8062064,MYH7B,-0.143238285,0.066056111,0.198267239
8062108,PROCR,-0.259432025,0.06780769,0.201444741
8062117,NA,-0.319957083,0.00533572,0.04071115
8062119,MT1P3,0.349639109,0.057152394,0.181359311
8062123,MMP24,0.04624836,0.601189459,0.760121717
8062134,GDF5-AS1,0.050269942,0.562915166,0.73309409
8062137,CEP250,-0.18180425,0.02582495,0.109806327
8062174,ERGIC3,-0.220460773,0.076022279,0.216351608
8062190,SPAG4,-0.035262337,0.619408939,0.773366273
8062204,NA,-0.253403672,0.002354818,0.024962868
8062206,ROMO1,0.279827341,0.263806702,0.469129018
8062211,RPF2,0.78337094,0.00056424,0.011223122
8062213,PHF20,0.254375017,0.038006457,0.140408411
8062235,NA,-0.074750341,0.56842541,0.736811717
8062237,CNBD2,0.158870003,0.061114704,0.189438812
8062251,EPB41L1,-0.178662516,0.133942223,0.307780493
8062284,NA,-0.137522142,0.04591724,0.157779725
8062286,AAR2,0.305773914,0.011684264,0.065684775
8062293,DLGAP4,0.119913881,0.133432617,0.307191168
8062312,MYL9,0.465845475,0.005208488,0.040210303
8062319,NA,0.00546541,0.961925943,0.98063922
8062326,NA,0.417264619,0.032153614,0.125910723
8062337,NA,-0.071584452,0.423545207,0.621021831
8062339,TLDC2,-0.080144626,0.366140984,0.570176763
8062347,NA,0.000632416,0.994771986,0.997558211
8062349,NA,0.431909568,0.000447773,0.009919741
8062371,MANBAL,-0.092880239,0.534421981,0.71127383
8062377,SRC,0.401899585,0.052070865,0.170700363
8062395,NNAT,1.185604983,0.010357914,0.061052832
8062404,LOC100287792,-0.137395601,0.222797427,0.421536146
8062409,CTNNBL1,0.987346045,0.000108698,0.004462792
8062427,VSTM2L,-0.09640091,0.16243467,0.34714989
8062433,RPRD1B,0.214373588,0.011460275,0.064861115
8062444,BPI,-0.194752654,0.016279588,0.081268581
8062461,LBP,-0.054132398,0.42723959,0.624303277
8062478,NA,-0.037446416,0.734889269,0.849555564
8062480,NA,0.158282067,0.083791792,0.229593095
8062490,SNORA60,-0.365870095,0.039127374,0.143136031
8062492,RALGAPB,0.119324961,0.264847568,0.47040217
8062527,ADIG,-0.05037409,0.545710878,0.720089542
8062532,ARHGAP40,0.033218301,0.704891816,0.829649446
8062539,SLC32A1,0.0326948,0.659700735,0.799550663
8062545,ACTR5,-0.28770111,0.003243788,0.03011947
8062555,NA,-0.55885371,0.001471435,0.019145906
8062557,PPP1R16B,0.676350945,0.033583339,0.129556879
8062569,NA,-0.164581831,0.104120746,0.263104735
8062571,FAM83D,1.094948581,1.05E-05,0.001564713
8062576,DHX35,0.063006129,0.568990493,0.737081294
8062599,NA,-0.189483183,0.155657537,0.338222985
8062601,LOC100128988,0.03155678,0.694958237,0.82344293
8062603,TOP1,0.250196233,0.10386497,0.262701272
8062623,PLCG1,-0.732827207,2.64E-05,0.002346337
8062658,LPIN3,0.021152246,0.774688999,0.875040483
8062681,NA,-0.075194228,0.537713804,0.713885827
8062685,NA,0.030248804,0.714443276,0.835705581
8062687,NA,-0.027338122,0.691193767,0.820813749
8062689,NA,0.066581121,0.428595375,0.625394216
8062691,NA,-0.131005259,0.093177866,0.245396141
8062693,NA,-0.152503515,0.106598259,0.266972713
8062695,SRSF6,0.381971306,0.003961924,0.033973779
8062705,L3MBTL1,-0.178684451,0.366067586,0.570176763
8062728,SGK2,-0.319174737,0.001624779,0.020119104
8062748,IFT52,0.253627577,0.060585207,0.188392384
8062766,MYBL2,1.97955987,8.91E-06,0.001453758
8062782,NA,-0.031426774,0.657174249,0.797853532
8062794,NA,-0.127300703,0.268798193,0.4748373
8062796,GDAP1L1,-0.148235974,0.175605119,0.364170631
8062813,R3HDML,-0.100465757,0.194604517,0.388427443
8062821,NA,-0.130919298,0.459554862,0.651208077
8062823,HNF4A,-0.024938596,0.748472371,0.858025373
8062842,NA,0.013340509,0.894093181,0.94502064
8062844,TTPAL,0.332168097,0.052228774,0.170859009
8062852,PKIG,1.034391302,5.38E-05,0.003250972
8062862,NA,-0.143147235,0.082601489,0.227645397
8062864,CCN5,-0.075274148,0.269027407,0.475017035
8062873,KCNK15,-0.09261088,0.207665468,0.404672388
8062880,YWHAB,0.099885189,0.418145927,0.615797768
8062890,PABPC1L,-0.358083033,0.033326071,0.128850232
8062908,STK4,-0.159635794,0.166949428,0.352902178
8062927,PI3,0.063833097,0.479174039,0.66710114
8062933,SEMG1,0.103458142,0.157229831,0.340417561
8062944,SEMG2,0.175850999,0.074050201,0.212934401
8062948,RBPJL,0.052372561,0.435467323,0.631636071
8062962,NA,0.145669239,0.191196342,0.384216619
8062964,NA,0.106069841,0.398260952,0.598388833
8062971,NA,0.002691104,0.982285341,0.991276103
8062981,PIGT,0.0362293,0.602968556,0.761622594
8063000,WFDC2,-0.166011184,0.10739908,0.268214811
8063011,WFDC10A,-0.096718526,0.337631783,0.543675668
8063014,WFDC13,-0.206421193,0.065971078,0.198197576
8063019,SPINT4,-0.071325244,0.462927574,0.653749234
8063024,NA,-0.157102321,0.024606651,0.106116782
8063026,NA,-0.351313366,0.000380546,0.009122425
8063028,DNTTIP1,0.474918016,0.00326832,0.030288133
8063043,UBE2C,1.183360094,0.001476659,0.019147079
8063057,SNX21,-0.283942615,0.00940944,0.05742935
8063071,ZSWIM3,0.105766309,0.383904292,0.585886021
8063074,ZSWIM1,-0.296808288,0.14513959,0.323495061
8063078,CTSA,-0.191573058,0.190639021,0.383456992
8063097,PCIF1,0.108909146,0.128243291,0.299741462
8063115,MMP9,1.045331379,0.021595339,0.097657309
8063129,SLC12A5,-0.014557294,0.878463396,0.937205886
8063156,CD40,0.113592249,0.565707634,0.735042992
8063171,NA,-0.192072098,0.136975063,0.311512785
8063174,NA,0.277092122,0.233780929,0.434896005
8063177,SLC2A10,0.138674065,0.237030412,0.438686101
8063185,NA,-0.033786609,0.752400779,0.860562267
8063187,EYA2,-0.161951766,0.10900887,0.270951652
8063209,LOC100131496,0.01000014,0.905803252,0.951044247
8063211,NCOA3,0.196918283,0.330605375,0.536408107
8063240,NA,-0.051194381,0.570473568,0.738194042
8063242,ARFGEF2,0.275392196,0.045434457,0.156835075
8063283,CSE1L,0.419755736,0.005118387,0.039662754
8063313,NA,0.073105173,0.714810077,0.835974541
8063315,DDX27,-0.053020992,0.626148187,0.777913368
8063337,ZFAS1,0.007039873,0.947682149,0.973888846
8063345,SNORD12C,-0.052569367,0.683592763,0.815763755
8063347,NA,-0.068562687,0.458136366,0.649985508
8063349,NA,-0.084311619,0.35689371,0.56226729
8063351,SLC9A8,0.088195607,0.494661399,0.67996287
8063369,RNF114,0.005640846,0.959730661,0.979769187
8063380,NA,0.106092955,0.328928514,0.534912465
8063382,SNAI1,0.694501128,0.010892551,0.062904437
8063386,CEBPB,-0.007350978,0.97057861,0.985632614
8063389,LINC01270,-0.158504302,0.125857244,0.296285962
8063394,PTPN1,0.07626958,0.367989169,0.572087196
8063408,NA,-0.655236147,0.003519078,0.031685977
8063410,PARD6B,-0.052870014,0.749044456,0.858345089
8063417,BCAS4,-0.412207835,0.002214468,0.024098267
8063427,MOCS3,0.169765514,0.200382963,0.395695489
8063433,NA,-0.005549353,0.965629197,0.982417361
8063437,TSHZ2,0.017339578,0.799606186,0.891285725
8063442,NA,-0.104191214,0.240795251,0.44302553
8063444,TSHZ2,0.010991713,0.890939189,0.943532399
8063447,NA,-0.087328533,0.672255288,0.807768912
8063449,LOC101927770,-0.245148065,0.01456662,0.075786892
8063453,PFDN4,0.290199196,0.114799264,0.279854333
8063458,DOK5,-0.328574516,0.007388102,0.049437956
8063473,NA,0.026465179,0.832930023,0.910657396
8063476,MC3R,-0.097110851,0.173304162,0.361040399
8063478,FAM210B,-0.255279296,0.044396834,0.154696669
8063484,CSTF1,0.160627853,0.181775168,0.37196213
8063497,CASS4,0.370144259,0.129176815,0.30121863
8063509,RTF2,0.193948903,0.112028112,0.27542286
8063522,NA,-0.330200638,0.188063315,0.379903186
8063524,NA,-0.204484535,0.060357289,0.187929366
8063526,FAM209A,-0.043508288,0.70845568,0.831932596
8063531,FAM209B,-0.231404802,0.148467638,0.328285857
8063534,NA,-0.229484432,0.006629216,0.046226809
8063536,TFAP2C,0.02454265,0.802025931,0.892697891
8063545,NA,-0.035926433,0.720150379,0.840032856
8063547,NA,0.053163023,0.517545665,0.698243375
8063549,NA,-0.030312957,0.73885542,0.852123894
8063551,SPO11,-0.063860155,0.359632571,0.564896957
8063566,RAE1,0.540225698,0.007049801,0.04796429
8063583,RBM38,0.682264852,0.002105563,0.023436585
8063590,PCK1,0.014506896,0.835074123,0.911771417
8063601,C20orf85,0.024996437,0.779690653,0.878140971
8063607,RAB22A,-0.06076843,0.628608859,0.779342041
8063620,VAPB,0.393155006,0.00041703,0.009576448
8063634,LINC01711,-0.143461284,0.177842473,0.366848854
8063636,NA,-0.320928945,0.02348276,0.102809408
8063650,NA,0.049383665,0.759828996,0.865431555
8063668,GNAS,0.191459777,0.010744162,0.062361236
8063697,NELFCD,0.506188779,0.000911497,0.014476067
8063716,TUBB1,2.671691822,0.000297706,0.007895861
8063723,ZNF831,0.008510621,0.898028605,0.947274234
8063729,EDN3,-0.112306456,0.212783468,0.410489636
8063739,PHACTR3,0.011198755,0.882717779,0.939246921
8063755,FAM217B,-0.50013807,0.046372894,0.158708604
8063761,CDH26,-0.39843941,0.094019229,0.246753232
8063785,C20orf197,0.379308477,0.089424402,0.239123378
8063793,MIR646HG,-0.810892025,0.000614409,0.011683911
8063796,CDH4,-0.261607246,0.012050947,0.066910882
8063814,LSM14B,0.148709108,0.074611838,0.213817915
8063835,LSM14B,0.284119945,0.030452698,0.121609917
8063839,SS18L1,-0.107156506,0.158833278,0.342508364
8063857,MTG2,0.32155552,0.006095526,0.044112743
8063869,LOC105369209,-0.092055394,0.317267608,0.523673205
8063873,OSBPL2,0.051637028,0.612951383,0.768649794
8063893,ADRM1,0.853657288,7.59E-05,0.003734829
8063903,RPS21,0.348614365,0.08504901,0.231741152
8063914,MIR1-1HG,-0.166391966,0.066762052,0.199584847
8063921,MIR1-1,-0.189359167,0.055726339,0.178604284
8063923,SLCO4A1,-0.036483882,0.869620234,0.931788719
8063942,NTSR1,0.103583991,0.405801932,0.605104654
8063949,MRGBP,0.041530739,0.655286642,0.796752942
8063955,OGFR,0.143787648,0.031156117,0.123324445
8063970,COL9A3,0.05023894,0.527766753,0.706283894
8064003,DPH3P1,0.05060626,0.586350613,0.749614757
8064007,GID8,-0.102165616,0.252151265,0.456532709
8064014,SLC17A9,-0.211642636,0.288397569,0.494772934
8064029,MIR124-3,-0.039218896,0.531656245,0.708921333
8064031,BIRC7,-0.097979767,0.177498907,0.366386529
8064042,ARFGAP1,0.08985806,0.232361205,0.433338939
8064059,COL20A1,-0.066318854,0.410431985,0.609117213
8064098,NA,0.076415725,0.661760824,0.801056101
8064100,PPDPF,-0.098103073,0.535888228,0.712774819
8064108,FNDC11,-0.013783666,0.854939313,0.923590757
8064111,NA,0.00532691,0.945349673,0.972576065
8064156,NA,0.030422782,0.616391217,0.77120123
8064168,LIME1,-0.024580724,0.720306676,0.840071852
8064175,SLC2A4RG,-0.020832024,0.807161392,0.89524176
8064188,NA,-0.186374713,0.131063908,0.304050368
8064191,TPD52L2,0.32209509,0.022039975,0.098890318
8064203,ABHD16B,-0.150946456,0.025864259,0.109931354
8064208,DNAJC5,0.049170709,0.418065464,0.615780136
8064216,NA,-0.234518604,0.384320043,0.586196259
8064218,PRPF6,-0.034697253,0.605860191,0.763707241
8064242,C20orf204,0.065394544,0.461704711,0.652856166
8064245,TCEA2,-0.422640561,0.019568087,0.091717144
8064261,OPRL1,-0.405225457,0.008259918,0.052900649
8064277,MYT1,-0.055890179,0.474923239,0.663811194
8064302,PCMTD2,-0.905180882,5.25E-05,0.003203077
8064319,DEFB128,0.129722538,0.346984857,0.552590146
8064322,C20orf96,-0.462849089,0.017137113,0.084049851
8064336,TBC1D20,-0.37021076,0.000229581,0.006801018
8064351,NA,0.330345296,0.012902145,0.069831393
8064370,TCF15,-0.047589575,0.515412182,0.696666372
8064375,SRXN1,0.011215606,0.952518731,0.97620783
8064382,NA,-0.069395196,0.462422063,0.653360302
8064384,SCRT2,-0.063878804,0.360904955,0.566019612
8064388,SLC52A3,0.261473029,0.021917261,0.098565509
8064394,NA,-0.026287632,0.763228121,0.867481399
8064396,ANGPT4,-0.051608756,0.497177423,0.682229677
8064407,RSPO4,-0.066953362,0.388099102,0.589104063
8064415,TMEM74B,-0.056242574,0.615117262,0.770163298
8064418,NA,-0.035755978,0.626144318,0.777913368
8064430,NA,-0.097310502,0.301447841,0.508140979
8064432,NA,-0.174619086,0.206685184,0.403392363
8064438,NSFL1C,0.359854159,0.020252304,0.093781423
8064451,SIRPB2,-0.43580852,0.023298716,0.102277832
8064462,NA,-0.086282058,0.266808509,0.47277542
8064464,SIRPD,0.051648203,0.555786643,0.728039177
8064471,SIRPB1,-0.072856679,0.5608828,0.731777035
8064485,SIRPG,-0.20756076,0.017928752,0.086630884
8064495,PDYN,-0.019079945,0.860790888,0.926964883
8064500,NA,0.173092283,0.089506942,0.239286444
8064502,SNRPB,0.888012257,0.000375914,0.009062344
8064514,ZNF343,-0.047650512,0.646991366,0.791520191
8064522,IDH3B,0.357681588,0.004917123,0.038733248
8064539,CPXM1,0.876963342,0.001194308,0.016807645
8064557,PCED1A,-0.222818629,0.161426813,0.345661003
8064575,AVP,-0.28652185,0.08794737,0.23671357
8064581,NA,0.089053102,0.253194773,0.457788139
8064591,LZTS3,-0.027770749,0.802323136,0.892909304
8064601,DDRGK1,0.008613547,0.922557008,0.960099413
8064613,SLC4A11,0.188084287,0.056736151,0.180537427
8064637,C20orf194,-0.472432801,0.000251775,0.007180196
8064676,GFRA4,-0.034751822,0.592676082,0.75393832
8064686,ADAM33,-0.141851968,0.025539275,0.108918779
8064716,SIGLEC1,-0.210942057,0.014731296,0.07639121
8064739,C20orf27,-0.045095827,0.621520482,0.774597376
8064751,SPEF1,-0.06602879,0.448932609,0.642045747
8064762,CENPB,0.036945826,0.667403116,0.804755615
8064766,RNF24,-0.292762916,0.073817688,0.212566595
8064779,ADRA1D,0.080989616,0.299261418,0.505940116
8064787,PRNT,-0.051404597,0.6668481,0.804319394
8064790,RASSF2,-0.23425157,0.347114236,0.552664023
8064808,SLC23A2,-0.161583352,0.263491467,0.468870022
8064831,NA,-0.139106097,0.222665713,0.421422602
8064833,TMEM230,0.096677041,0.287040426,0.493192892
8064842,NA,0.080272897,0.348275405,0.553824259
8064844,PCNA,1.820089876,0.000115386,0.004595715
8064857,NA,0.251652471,0.025577756,0.108991881
8064859,PROKR2,-0.104842773,0.228041794,0.428263262
8064864,NA,0.095879212,0.355998577,0.561531601
8064866,NA,-0.492267453,0.092606866,0.244744091
8064868,GPCPD1,-0.114660164,0.388779897,0.589684686
8064879,TRMT6,0.579678218,0.001449372,0.018970028
8064894,LRRN4,0.13266867,0.265896417,0.471661233
8064900,NA,0.047649644,0.735399762,0.849934255
8064904,FERMT1,0.659155428,0.025164078,0.107905772
8064926,NA,-0.019879104,0.813089332,0.898971825
8064928,HAO1,-0.033908984,0.666015578,0.803785711
8064939,TMX4,-0.01621078,0.905699968,0.95096783
8064952,PAK5,-0.033822762,0.614797201,0.769995432
8064967,MKKS,-0.033739086,0.843464409,0.916833398
8064976,DNAJC9,0.77409218,0.000200909,0.006371125
8064978,JAG1,0.018392175,0.878646676,0.937251269
8065009,NA,-0.003525211,0.959641893,0.979708604
8065011,NA,0.028258399,0.803216216,0.893276231
8065013,LINC00687,-0.085187695,0.423772422,0.621163512
8065016,NA,-0.162416229,0.368001513,0.572087196
8065018,TASP1,0.084698946,0.321121901,0.5271085
8065032,ESF1,0.085810732,0.455497413,0.64766422
8065045,SEL1L2,-0.053313266,0.609354969,0.765706559
8065067,NA,0.050475308,0.583102982,0.747241658
8065069,NA,-0.391070683,0.000216578,0.006579226
8065071,FLRT3,-0.075822408,0.250901768,0.454778234
8065080,NA,-0.025798767,0.797302595,0.889947307
8065082,NA,-0.142752016,0.187203245,0.378886043
8065084,LOC613266,0.018445476,0.787493978,0.883389903
8065089,KIF16B,-0.094562156,0.54443657,0.719267173
8065120,NA,0.033385644,0.806769277,0.89507519
8065122,NA,-0.029660396,0.753790994,0.861590015
8065124,BFSP1,0.205442745,0.0455602,0.157122526
8065134,NA,-0.117665019,0.249891272,0.453884151
8065136,RRBP1,-0.099652079,0.4008602,0.600451755
8065163,NA,-0.076599006,0.457765515,0.64968636
8065165,SNX5,0.552402551,1.17E-05,0.001633559
8065185,OVOL2,-0.123067587,0.087860516,0.236530667
8065194,NA,-0.367872872,0.019664403,0.092013158
8065196,NA,-0.265046751,0.079496532,0.222287205
8065198,NA,-0.085190615,0.176746569,0.365445263
8065200,NA,-0.055595286,0.480412744,0.668238915
8065202,DZANK1,-0.041745866,0.629025897,0.779481775
8065230,RBBP9,-0.391226948,0.129608557,0.301978597
8065240,NA,0.0855409,0.574520243,0.740747359
8065242,NA,0.021379802,0.822704318,0.904877505
8065244,SCP2D1-AS1,-0.132960147,0.222241422,0.420979215
8065248,SLC24A3-AS1,0.327024741,0.003447364,0.031302662
8065252,NA,-0.160525543,0.219823775,0.41835118
8065254,NA,-0.108993149,0.455212251,0.647577644
8065256,CRNKL1,0.045205374,0.674741354,0.809470829
8065278,NA,-0.20831609,0.021381671,0.097048188
8065280,RALGAPA2,-0.657273901,0.003745716,0.033005176
8065321,NA,-0.057671796,0.541339663,0.716836656
8065323,NA,-0.14249014,0.235061789,0.436360242
8065325,NA,0.008904606,0.949709597,0.974818747
8065327,NKX2-4,0.026917181,0.767963656,0.870261234
8065330,NA,-0.099612797,0.43847756,0.633762526
8065332,NA,-0.105587161,0.171681626,0.359163105
8065334,NKX2-2,-0.035369593,0.653119721,0.795483479
8065339,LOC284788,-0.075988878,0.590808635,0.752741836
8065344,FOXA2,0.125409719,0.250160508,0.454250665
8065351,NA,-0.166295819,0.304920945,0.511612633
8065353,THBD,0.387361846,0.00922517,0.056736328
8065359,CD93,1.035128563,3.16E-05,0.0025376
8065363,LINC00656,0.07268039,0.360175882,0.565288701
8065370,NA,-0.113523781,0.209935909,0.407190304
8065372,NAPB,-0.381815237,0.011703049,0.065745981
8065386,NA,-0.27257033,0.079350736,0.222139018
8065388,CST11,0.054054766,0.609379596,0.765708609
8065392,NA,0.073515159,0.256420444,0.461689911
8065396,CST9L,-0.116406672,0.099774317,0.256105087
8065400,CST9,-0.117652474,0.158556275,0.342159185
8065403,CST3,-0.114499752,0.598158474,0.757756913
8065410,CST4,-0.078410882,0.40050146,0.600196892
8065412,CST1,-0.067533643,0.536979256,0.713479581
8065416,CST2,-0.005054715,0.960709562,0.980204131
8065421,CST5,-0.20052988,0.0077218,0.050772667
8065427,GGTLC1,-0.040614783,0.643064796,0.789212654
8065433,APMAP,0.002560197,0.976321109,0.988613082
8065444,ACSS1,-0.551141248,0.002306097,0.024686508
8065460,VSX1,0.036721875,0.52740477,0.706140039
8065469,ABHD12,0.072756603,0.345857427,0.551454041
8065485,NINL,-0.017340544,0.816468586,0.900913126
8065510,NANP,0.458998407,0.001637448,0.020211733
8065515,NA,-0.181931594,0.033364458,0.128893881
8065517,ZNF337,-0.377296096,0.000271802,0.007479701
8065527,NA,-0.247652776,0.038324667,0.141176727
8065537,LOC100134868,-0.025218874,0.928186473,0.963594327
8065541,NA,0.015030055,0.884068299,0.939903003
8065547,LINC01597,-0.100937112,0.227920179,0.428121614
8065550,NA,-0.210364896,0.090301156,0.240771749
8065552,DEFB116,-0.10984369,0.310922406,0.517380244
8065555,DEFB119,0.045843319,0.524651115,0.703981792
8065563,DEFB121,-0.109010292,0.162969592,0.347930913
8065566,DEFB124,-0.156449337,0.141941989,0.31916818
8065569,BCL2L1,1.034844964,0.000234249,0.0068581
8065576,FOXS1,-0.219276002,0.021453965,0.097270244
8065580,DUSP15,-0.102241292,0.225576809,0.425168742
8065596,PDRG1,0.817509455,0.002401694,0.025218926
8065603,TSPY26P,-0.058085287,0.434779104,0.631076877
8065607,PLAGL2,0.144482211,0.18803765,0.379894865
8065612,NOL4L,0.255552259,0.053756747,0.174237167
8065630,C20orf203,-0.474455211,0.11448831,0.279456509
8065633,NA,-0.215714819,0.10830543,0.269565399
8065637,COMMD7,0.099259373,0.387883058,0.588934892
8065652,SUN5,-0.030643847,0.747851283,0.857745313
8065668,CDK5RAP1,0.031101169,0.789255745,0.88441656
8065683,SNTA1,-0.003360854,0.962424564,0.980835294
8065693,NECAB3,-0.061165438,0.603161411,0.761781777
8065710,E2F1,0.768069312,7.35E-05,0.003689193
8065719,PXMP4,-0.178887213,0.131823133,0.30508896
8065730,EIF2S2,0.309296264,0.025838533,0.109836029
8065738,AHCY,0.346001857,0.078990179,0.221653125
8065752,NA,-0.156333862,0.417128845,0.614971847
8065756,NA,-0.100960219,0.420503905,0.618168588
