"","Gene.name","ENSEMBLE ID","log2FoldChange","pvalue","padj"
"3644","TJP2","ENSG00000119139",0.0270414586590251,0.405889675785017,0.813299018483626
"3645","ITGB1BP1","ENSG00000119185",-0.259818336124242,0.00155372881521804,0.0370462118349836
"3646","CPSF3","ENSG00000119203",-0.13522660801462,0.0168474470318908,0.181327278201911
"3647","PIGZ","ENSG00000119227",0.0314341366249457,0.374103477870757,0.796718232331971
"3648","SENP5","ENSG00000119231",-0.0859522752947777,0.146780306681629,0.552109725671136
"3649","CCDC92","ENSG00000119242",0.0108596015211992,0.740920208917642,0.947976331143784
"3650","C1orf198","ENSG00000119280",0.00371394338092167,0.81985357682009,0.966748899504821
"3651","HEATR1","ENSG00000119285",-0.0533037405192228,0.337638517986742,0.769871747932146
"3652","PTBP3","ENSG00000119314",-0.124485733508052,0.0754178049593816,0.40284841316712
"3653","RAD23B","ENSG00000119318",-0.153987896170796,0.0272001864409502,0.242015390874656
"3654","FKBP15","ENSG00000119321",0.0078131289460927,0.882494113842029,0.978263211184242
"3655","CTNNAL1","ENSG00000119326",-0.0673499699054741,0.217530834771057,0.652352435767522
"3656","ABITRAM","ENSG00000119328",-0.0453099992227762,0.411903654973531,0.81664155851569
"3657","WDR34","ENSG00000119333",-0.1896043268648,0.00662794913931634,0.102015818697006
"3658","SET","ENSG00000119335",-0.282554660728071,1.8172527749248e-05,0.00128640682115712
"3659","PTPA","ENSG00000119383",-0.127005215665712,0.0687569702087705,0.385926066674371
"3660","GLE1","ENSG00000119392",-0.0780323017476068,0.080107968067682,0.415282180468521
"3661","RAB14","ENSG00000119396",-0.0753152459726638,0.200868845569938,0.628948066925825
"3662","CNTRL","ENSG00000119397",-0.121814842306318,0.0525733441076288,0.338858016805137
"3663","TRIM32","ENSG00000119401",0.0100230797177098,0.628277595700409,0.915189465524007
"3664","FBXW2","ENSG00000119402",0.068792372571558,0.119687942227482,0.504292804017707
"3665","PHF19","ENSG00000119403",-0.111344367856609,0.0753442209601636,0.402819858453375
"3666","NEK6","ENSG00000119408",-0.00946507619008186,0.779940063748644,0.959329519567777
"3667","BSPRY","ENSG00000119411",0.274637749631447,0.000212221851131276,0.00858245342725291
"3668","PPP6C","ENSG00000119414",-0.0161678251046087,0.676092521359573,0.929593552472935
"3669","NDUFA8","ENSG00000119421",-0.16159840183162,0.0185637237968074,0.191833104624372
"3670","HDHD3","ENSG00000119431",0.0190518089774108,0.582898865010775,0.901664585016296
"3671","RBM18","ENSG00000119446",-0.0153360788113383,0.791575588840013,0.960938765508602
"3672","HSDL2","ENSG00000119471",0.0125110149193768,0.810381092643158,0.964165095341545
"3673","MAPKAP1","ENSG00000119487",-0.0542974661476959,0.338557460613892,0.770359648060695
"3674","NR4A3","ENSG00000119508",1.87640129934507,9.69912999291433e-11,3.71084094895572e-08
"3675","INVS","ENSG00000119509",0.000536868357491492,0.991126619926347,0.997458110828363
"3676","GALNT12","ENSG00000119514",-0.0441636077259551,0.242363905864294,0.679107886229318
"3677","DENND1A","ENSG00000119522",0.0295516812180614,0.584250185824371,0.901762196231004
"3678","ALG2","ENSG00000119523",-0.0624660358728619,0.188618539997683,0.613917625931287
"3679","CSF3R","ENSG00000119535",0.0292954383542632,0.340543049937334,0.771382332878914
"3680","KDSR","ENSG00000119537",-0.0165012442542833,0.757721617685265,0.953231682218936
"3681","VPS4B","ENSG00000119541",-0.0437363143403885,0.430598711689818,0.831386400183258
"3682","C19orf25","ENSG00000119559",-0.0015684006652126,0.963904054742907,0.992183348642865
"3683","ZBTB45","ENSG00000119574",-0.004416868856226,0.934667486224299,0.988168421352606
"3684","YLPM1","ENSG00000119596",-0.00671059172289786,0.890942692565073,0.979001745355568
"3685","DCAF4","ENSG00000119599",-0.0533744280473447,0.312839227221438,0.74834562731053
"3686","FCF1","ENSG00000119616",-0.0861463208099487,0.134331667280109,0.528932997187962
"3687","IFI27L2","ENSG00000119632",-0.00841647144867863,0.765997506044735,0.956544445495248
"3688","BBOF1","ENSG00000119636",0.0773136865383082,0.180757740668059,0.60543462385477
"3689","NEK9","ENSG00000119638",0.0745201544585511,0.091417357819105,0.445476419971936
"3690","ACYP1","ENSG00000119640",-0.0862302269918064,0.160014933044438,0.573178172211329
"3691","IFT43","ENSG00000119650",0.0801691293138481,0.124936087946434,0.511517021189455
"3692","NPC2","ENSG00000119655",0.15105550204269,0.0202795935236073,0.202783315700589
"3693","DNAL1","ENSG00000119661",-0.0146467774528092,0.468212103248849,0.853242021482307
"3694","IRF2BPL","ENSG00000119669",0.0407677824752113,0.440117206769364,0.836270689093076
"3695","ACOT2","ENSG00000119673",0.00798357698870452,0.704909538362266,0.937836675935026
"3696","AREL1","ENSG00000119682",0.00832212823525007,0.870986885422993,0.975527166784838
"3697","MLH3","ENSG00000119684",-0.0109514136805942,0.733833653473345,0.945551517734198
"3698","TTLL5","ENSG00000119685",-0.0530962825267679,0.339302324275895,0.770964979319272
"3699","FLVCR2","ENSG00000119686",0.00479767541410441,0.834256998956858,0.968730885596558
"3700","ABCD4","ENSG00000119688",0.104804348324089,0.059968271692925,0.363771294010424
"3701","DLST","ENSG00000119689",-0.0586863827161635,0.141747361883237,0.543905865931075
"3702","TGFB3","ENSG00000119699",0.027471458301463,0.329694634433203,0.76307638656364
"3703","ZC2HC1C","ENSG00000119703",-0.014038763446074,0.433926614603564,0.833963254403142
"3704","SLIRP","ENSG00000119705",-0.0482601621920984,0.352497432897151,0.779023689894693
"3705","RBM25","ENSG00000119707",0.0346819411674064,0.496065824741537,0.86859200053517
"3706","ALDH6A1","ENSG00000119711",-0.0278061179767585,0.550486900049416,0.890429756602661
"3707","EIF2B2","ENSG00000119718",-0.0954178844807231,0.129873644330807,0.521865364028941
"3708","NRDE2","ENSG00000119720",-0.0301668850513997,0.553854078781308,0.891362117325042
"3709","COQ6","ENSG00000119723",-0.0145602440353406,0.786930012504178,0.960040443336037
"3710","ZNF410","ENSG00000119725",0.0030431073955172,0.953037386497323,0.991246828665448
"3711","RHOQ","ENSG00000119729",-0.0360411060205197,0.392160618300093,0.805628864160598
"3712","GPR75","ENSG00000119737",0.0159738928028011,0.679823132053402,0.930138141368309
"3713","SUPT7L","ENSG00000119760",0.123480505869346,0.0112442320062436,0.142607390772161
"3714","DNMT3A","ENSG00000119772",0.049085482394781,0.239091637817495,0.676731364899695
"3715","TMEM214","ENSG00000119777",-0.0680078184253987,0.186914942902717,0.612547793438124
"3716","ATAD2B","ENSG00000119778",0.0195676032525826,0.710363983428614,0.938985532795351
"3717","FKBP1B","ENSG00000119782",-0.0172182114068135,0.44388550450298,0.839401396189476
"3718","ATL2","ENSG00000119787",-0.138981081506846,0.0488266170903974,0.329108603198656
"3719","YPEL5","ENSG00000119801",0.136125737101565,0.0508921488242875,0.334609631529245
"3720","FAM98A","ENSG00000119812",-0.0585440355272745,0.19441260237104,0.621124727158748
"3721","YIPF4","ENSG00000119820",0.039184882333214,0.454782358695161,0.845600981655868
"3722","AFTPH","ENSG00000119844",0.0848629114543288,0.0953262987960019,0.453896455816366
"3723","LGALSL","ENSG00000119862",0.032660410212366,0.0880159601054474,0.436386443361442
"3724","CNRIP1","ENSG00000119865",0.00544005382163582,0.768388736413465,0.956927171427901
"3725","BCL11A","ENSG00000119866",-0.00115980829011697,0.984210738875009,0.996729827465104
"3726","CRIPT","ENSG00000119878",-0.0204589790255123,0.700457511561299,0.936020935823577
"3727","EPCAM","ENSG00000119888",-0.00187034292447509,0.878139579928586,0.976956429543533
"3728","SLC17A5","ENSG00000119899",0.0739558733437871,0.157876455785817,0.570226442175405
"3729","OGFRL1","ENSG00000119900",0.00282603590856716,0.953530515958487,0.991246828665448
"3730","SLF2","ENSG00000119906",0.0152439165323268,0.777324806396955,0.959329519567777
"3731","IDE","ENSG00000119912",-0.118601348262908,0.084121254583256,0.425210581912029
"3732","ELOVL3","ENSG00000119915",-0.00313547144841357,0.846754474559231,0.971688823747448
"3733","IFIT3","ENSG00000119917",0.00895355985936275,0.808118374430067,0.963945307977801
"3734","NKX2-3","ENSG00000119919",0.0103575924090482,0.532129510443133,0.884546984648118
"3735","IFIT2","ENSG00000119922",0.00849215372626912,0.780625072442166,0.959329519567777
"3736","GPAM","ENSG00000119927",-0.0255890452784495,0.605644783679832,0.907507089607536
"3737","CUTC","ENSG00000119929",-0.0330026101474479,0.542062801346196,0.888084484618553
"3738","PYROXD2","ENSG00000119943",0.0175099835216457,0.439574745899243,0.836270689093076
"3739","CNNM1","ENSG00000119946",-0.0145336068159118,0.33442008216669,0.767356318768606
"3740","MXI1","ENSG00000119950",0.0334602351293019,0.240654194231404,0.677723447875424
"3741","SMNDC1","ENSG00000119953",-0.0983734249998074,0.124132326982771,0.509888129418747
"3742","C10orf88","ENSG00000119965",0.0614110200229925,0.275826717951246,0.713717332530819
"3743","HELLS","ENSG00000119969",-0.049047859428847,0.253106106808331,0.689232677563645
"3744","TCTN3","ENSG00000119977",-0.0918622227016568,0.134665563439174,0.529779576304016
"3745","DENND10","ENSG00000119979",0.0205687264523954,0.592491534782252,0.90452480208212
"3746","AVPI1","ENSG00000119986",0.02818756930671,0.239185602551101,0.676731364899695
"3747","WDR11","ENSG00000120008",0.0573574222163811,0.313642517829915,0.749096554549479
"3748","ARMH3","ENSG00000120029",-0.0284600917184789,0.590659392776819,0.904192224686168
"3749","GOT1","ENSG00000120053",-0.197763267099439,0.00916781244004969,0.124845405168778
"3750","SFRP5","ENSG00000120057",-0.0096485646967189,0.401232060193862,0.8097711599165
"3751","GNA13","ENSG00000120063",-0.0934641576531457,0.140682703249159,0.542247627371249
"3752","KANSL1","ENSG00000120071",0.0938673319159328,0.136186926648728,0.532843370907819
"3753","HOXB5","ENSG00000120075",-0.00325261404479867,0.868188469822794,0.974920854823534
"3754","HOXB3","ENSG00000120093",0.0634982247003236,0.145037032345773,0.548763850427177
"3755","DUSP1","ENSG00000120129",0.0150089980707052,0.655447825172162,0.924528397280533
"3756","PANK3","ENSG00000120137",-0.0920958074126106,0.123594879546908,0.509858583861438
"3757","TEK","ENSG00000120156",-0.0111685370043513,0.521084657678688,0.880844662764447
"3758","RCL1","ENSG00000120158",-0.0240588420201142,0.592599113013093,0.90452480208212
"3759","CAAP1","ENSG00000120159",0.00385982755658082,0.909600958058107,0.982661070678041
"3760","MOB3B","ENSG00000120162",0.0220085111888046,0.213955167000346,0.647773489080481
"3761","CD274","ENSG00000120217",0.0107020939632506,0.595433418159122,0.905269695980311
"3762","NUP43","ENSG00000120253",-0.215326857433491,0.00697844280118508,0.10502475755216
"3763","MTHFD1L","ENSG00000120254",-0.057074088407887,0.216630411448407,0.651634983445235
"3764","LRP11","ENSG00000120256",0.00628212089464478,0.867463443074239,0.974920854823534
"3765","CCDC170","ENSG00000120262",-0.0191151853254893,0.275133486308323,0.713497870505376
"3766","PCMT1","ENSG00000120265",-0.0826124036035949,0.169205194903189,0.588172389333369
"3767","PLEKHG1","ENSG00000120278",-0.0121912563754982,0.472801957189851,0.854713135258801
"3768","MYCT1","ENSG00000120279",0.0310739683192942,0.278332749361208,0.715831557482987
"3769","CXorf21","ENSG00000120280",0.024038044156493,0.440406780427152,0.836543195842267
"3770","CYSTM1","ENSG00000120306",0.0249836042850166,0.31590724777686,0.751601060782701
"3771","WDR55","ENSG00000120314",0.0246060585391428,0.65562270884063,0.924528397280533
"3772","ARAP3","ENSG00000120318",0.00620813593531652,0.621558861421992,0.912692764517695
"3773","MRPS14","ENSG00000120333",-0.0258726653112082,0.489894747792263,0.865174849257902
"3774","CENPL","ENSG00000120334",-0.225596437787533,0.00336965356771558,0.065158800456825
"3775","GORAB","ENSG00000120370",0.00344707434586832,0.94255206510204,0.989471099842297
"3776","ACAT2","ENSG00000120437",-1.00941770607301,5.74906157649774e-15,6.59869074805301e-12
"3777","TCP1","ENSG00000120438",-0.0822444729962646,0.169916144749006,0.589460822532766
"3778","SNX19","ENSG00000120451",0.0448986193180778,0.407114720699573,0.813672443646946
"3779","MSANTD2","ENSG00000120458",0.022230568303675,0.535139643250665,0.885219517266242
"3780","PDZD11","ENSG00000120509",-0.00947595113974851,0.796123415673815,0.961872719282898
"3781","SLC10A7","ENSG00000120519",-0.0501434383902386,0.350258312341792,0.777711872463763
"3782","NUDCD1","ENSG00000120526",-0.189563234120378,0.0220897850182839,0.213960672368176
"3783","ENY2","ENSG00000120533",-0.099581935438236,0.0386680902243019,0.292816937707025
"3784","MASTL","ENSG00000120539",-0.0985664229873654,0.108606586793879,0.482099238450507
"3785","KIAA1217","ENSG00000120549",-0.00899848251008461,0.639906393596529,0.919243325469571
"3786","PLXDC2","ENSG00000120594",0.0259842975038651,0.353741107544458,0.780376971050506
"3787","EPC1","ENSG00000120616",0.025801302386158,0.624229000245576,0.91371249817327
"3788","IQSEC3","ENSG00000120645",0.00192626582909394,0.823898686208182,0.967226753963056
"3789","CCDC77","ENSG00000120647",-0.330414514292417,0.00171366106381272,0.0397356704681192
"3790","TAF12","ENSG00000120656",0.0528895709473817,0.333036942547295,0.765439836108749
"3791","MTRF1","ENSG00000120662",0.0259179150422977,0.631356773369465,0.916217103880965
"3792","SPART-AS1","ENSG00000120664",0.0252861860843718,0.308280693483632,0.744255177822788
"3793","SOHLH2","ENSG00000120669",0.00209946971271326,0.874480528567254,0.976445529396651
"3794","DNAJC15","ENSG00000120675",-0.033148569570471,0.407048062564332,0.813672443646946
"3795","PROSER1","ENSG00000120685",-0.139209395310253,0.0500448666487902,0.333527561663796
"3796","UFM1","ENSG00000120686",-0.00484807301699518,0.931652954885039,0.987402944456001
"3797","WBP4","ENSG00000120688",-0.0473422925782768,0.367293967312451,0.790667856939515
"3798","ELF1","ENSG00000120690",0.0551012229300432,0.211395583870978,0.644576022243406
"3799","HSPH1","ENSG00000120694",-0.16741126442352,0.0232774956014642,0.219381863237494
"3800","KBTBD7","ENSG00000120696",-0.0439955198080506,0.399922106759484,0.808956235337129
"3801","ALG5","ENSG00000120697",-0.0768420168291488,0.175933504206035,0.598576218311831
"3802","EXOSC8","ENSG00000120699",-0.197693735534416,0.00489616453726532,0.0842250951667964
"3803","ETF1","ENSG00000120705",0.0199567765066145,0.66995441408054,0.927586731553212
"3804","TGFBI","ENSG00000120708",0.00367961297912007,0.59610480998858,0.905280480289674
"3805","FAM53C","ENSG00000120709",0.0587760680363381,0.193764661697925,0.619617191422727
"3806","SIL1","ENSG00000120725",-0.00623414195158888,0.889077841713921,0.978466669303541
"3807","PAIP2","ENSG00000120727",0.0193362580528812,0.615631720236615,0.910584141428771
"3808","KDM3B","ENSG00000120733",-0.0854397806794937,0.15509756517914,0.565640749708115
"3809","EGR1","ENSG00000120738",1.47536393070119,5.96930272040793e-06,0.000548118430938486
"3810","SERP1","ENSG00000120742",-0.0675588310966409,0.232689188803434,0.669486584580553
"3811","PLS1","ENSG00000120756",-0.0352254728907071,0.35427949615025,0.78113285862939
"3812","ZFP30","ENSG00000120784",-0.0251181893431391,0.511543178751574,0.875677781970708
"3813","NR2C1","ENSG00000120798",0.0323300986072329,0.537791145221236,0.886507786475752
"3814","UTP20","ENSG00000120800",-0.219065662778778,0.0123741550217018,0.151526226205784
"3815","TMPO","ENSG00000120802",-0.43017826337771,1.58541261222323e-11,7.71999856539853e-09
"3816","ARL1","ENSG00000120805",-0.117531035023809,0.0849351814106637,0.426907547728482
"3817","MTERF2","ENSG00000120832",0.00878660230791418,0.713134697610174,0.939682422229777
"3818","SOCS2","ENSG00000120833",0.0206882736364036,0.562958925646358,0.893950838880197
"3819","NFYB","ENSG00000120837",-0.0815173356053255,0.193901576233147,0.619813890688372
"3820","WASHC3","ENSG00000120860",0.0279336949432694,0.567524076173291,0.896093581608393
"3821","APAF1","ENSG00000120868",0.027255652114082,0.467903797881317,0.853242021482307
"3822","CLU","ENSG00000120885",0.0263830239347977,0.526633740093488,0.883382302005097
"3823","TNFRSF10B","ENSG00000120889",0.0382769216862934,0.269011952217857,0.708021230878158
"3824","SORBS3","ENSG00000120896",-0.0256177135228766,0.52229625630276,0.881678163398072
"3825","PTK2B","ENSG00000120899",0.220538171962604,0.00426589830683288,0.0766764204614067
"3826","PPP3CC","ENSG00000120910",0.0254423482420464,0.63341028233968,0.916825784011698
"3827","PDLIM2","ENSG00000120913",-0.102808002754133,0.0717786509344227,0.394328595509483
"3828","EPHX2","ENSG00000120915",0.00586575742637743,0.682990466630478,0.930927277447579
"3829","RNF170","ENSG00000120925",-0.00929045403976555,0.86275631710361,0.974262818329763
"3830","UBIAD1","ENSG00000120942",0.0150231173066625,0.780102928165692,0.959329519567777
"3831","TARDBP","ENSG00000120948",-0.272084211971223,6.74619905385804e-06,0.00061185019663856
"3832","TNFRSF8","ENSG00000120949",-0.0741750950113555,0.0478196205042044,0.326720580378019
"3833","ZNF706","ENSG00000120963",0.270200346824815,0.00940221243003089,0.127604857718046
"3834","LYPLA1","ENSG00000120992",-0.0231601544076912,0.624925888405751,0.91387298337727
"3835","CRISPLD1","ENSG00000121005",-0.128581113322232,0.0669148658262418,0.381076930700805
"3836","COPS5","ENSG00000121022",-0.251428438716479,0.00301533204108445,0.0600413513856086
"3837","RDH10","ENSG00000121039",0.0729094163589118,0.0811942603052418,0.418047188890733
"3838","EPX","ENSG00000121053",-0.0101405988324924,0.683567541844839,0.931021880936817
"3839","AKAP1","ENSG00000121057",-0.030039438441529,0.500198721931571,0.870975630479009
"3840","COIL","ENSG00000121058",-0.0953076365058498,0.0787398664907465,0.413006064362431
"3841","TRIM25","ENSG00000121060",0.0610671375223847,0.252332918157249,0.688644303985876
"3842","SCPEP1","ENSG00000121064",0.0121600018733197,0.668029314536406,0.926831530151897
"3843","SPOP","ENSG00000121067",-0.0313922889166989,0.549996132861735,0.890429756602661
"3844","SLC35B1","ENSG00000121073",0.0263072072580724,0.572571257024781,0.897086501230783
"3845","NACA3P","ENSG00000121089",0.00517491088729423,0.853511803389235,0.972802152176364
"3846","FAM117A","ENSG00000121104",0.387273285389477,0.00723614119341649,0.107394909495406
"3847","NCAPH","ENSG00000121152",-0.487951825243737,9.4506943916602e-12,5.42368600641385e-09
"3848","TMEM131L","ENSG00000121210",-0.0561619417748499,0.200169906067032,0.62824449945175
"3849","MND1","ENSG00000121211",-0.561116236712453,4.96033818966486e-07,6.58741110493592e-05
"3850","TRIM6","ENSG00000121236",-0.00443342566821621,0.815773261387984,0.965678284870667
"3851","TENT4B","ENSG00000121274",-0.0232374278023977,0.669783295425635,0.927586731553212
"3852","ADCY7","ENSG00000121281",-0.0349758404363225,0.529051081422412,0.883529601681224
"3853","CEP89","ENSG00000121289",-0.0336489390419964,0.537542871461573,0.886351525088152
"3854","ECHDC2","ENSG00000121310",0.00817108548371391,0.675435345932986,0.929391676150286
"3855","PYROXD1","ENSG00000121350",-0.0730606955963952,0.143644768226446,0.546973407732408
"3856","PSPC1","ENSG00000121390",-0.0540372656762642,0.222212453211054,0.657691355152602
"3857","ZNF549","ENSG00000121406",0.0828806045308444,0.169249085294557,0.588172389333369
"3858","A1BG","ENSG00000121410",0.0508711927662356,0.239201032704119,0.676731364899695
"3859","ZSCAN18","ENSG00000121413",0.0445994087734213,0.279886093143345,0.718189143438944
"3860","ZNF211","ENSG00000121417",0.119908085267329,0.0566507873076127,0.352837791180631
"3861","LHX4","ENSG00000121454",0.0153815423855164,0.74022546112373,0.94772094262003
"3862","RNF2","ENSG00000121481",-0.1094871165107,0.0768950707138635,0.408067005053194
"3863","TRMT1L","ENSG00000121486",-0.0640660356360698,0.257678356366842,0.694271212015223
"3864","SEC22A","ENSG00000121542",-0.0539248831258079,0.281638593981392,0.720935671021344
"3865","CSTA","ENSG00000121552",0.00395729705265439,0.820574779253293,0.966748899504821
"3866","DPPA4","ENSG00000121570",-0.00214608101682501,0.859414848995367,0.973267174963347
"3867","B4GALT4","ENSG00000121578",0.0351885789192242,0.455880116510748,0.845999246220731
"3868","NAA50","ENSG00000121579",-0.351066288370693,0.000126095335761378,0.00574001685651442
"3869","KIF18A","ENSG00000121621",-0.297059341282457,0.000908092574239829,0.0254218459502784
"3870","DESI2","ENSG00000121644",-0.207937906498134,0.00587577231728271,0.0941353792287296
"3871","CRY2","ENSG00000121671",0.0338290566119678,0.169107830301543,0.588172389333369
"3872","PEX16","ENSG00000121680",0.0494547208487055,0.370164151349442,0.793418749054528
"3873","DEPDC7","ENSG00000121690",-0.0653884480274325,0.223079849827177,0.658704540035447
"3874","CAT","ENSG00000121691",0.0414454003428811,0.267253506706043,0.706984907988947
"3875","PILRB","ENSG00000121716",0.0820475675337273,0.0989200848449533,0.459326713432404
"3876","ZMYM2","ENSG00000121741",0.144065290926117,0.00885931164831844,0.122384630025605
"3877","TBC1D15","ENSG00000121749",0.0457967714072998,0.388882214271591,0.804265645553892
"3878","ZCCHC17","ENSG00000121766",-0.0151000587536002,0.710470452297583,0.938985532795351
"3879","KHDRBS1","ENSG00000121774",-0.0564657267965442,0.25558600981391,0.691703242989609
"3880","TMEM39B","ENSG00000121775",-0.102462817845148,0.080992742833135,0.417766705998219
"3881","CCRL2","ENSG00000121797",-0.0084143792331805,0.842448009720725,0.971485333924053
"3882","CCR2","ENSG00000121807",0.00426915756443766,0.715612794513937,0.939880791843202
"3883","POLR3GL","ENSG00000121851",0.0208744889634396,0.668641878305729,0.927041099438719
"3884","TNFSF10","ENSG00000121858",-0.0187347724224191,0.643612580722229,0.920299449836914
"3885","ZNF639","ENSG00000121864",-0.205832631364591,0.0108398869830109,0.139796263186198
"3886","PIK3CA","ENSG00000121879",-0.0183806362553729,0.733006953171358,0.945300465229426
"3887","PDS5A","ENSG00000121892",-0.117741462330921,0.0488047101228573,0.329098987395801
"3888","TMEM156","ENSG00000121895",-0.0221499995692805,0.598401718571935,0.905423468359215
"3889","LIAS","ENSG00000121897",-0.0473326248347486,0.402003574118874,0.810653248239129
"3890","ZSCAN20","ENSG00000121903",-0.0809881971108869,0.168353169879475,0.586698565776033
"3891","LRIF1","ENSG00000121931",-0.115597198120842,0.0750617097531486,0.401995910974566
"3892","CLCC1","ENSG00000121940",-0.0779854349134758,0.155910241958417,0.566686649633523
"3893","GPSM2","ENSG00000121957",-0.0387778679061489,0.471509540443013,0.854106832594982
"3894","GTDC1","ENSG00000121964",-0.00729146398299221,0.89211929836708,0.97909856134176
"3895","CXCR4","ENSG00000121966",0.0408574278073943,0.289912409478558,0.729045775885906
"3896","ZRANB3","ENSG00000121988",-0.120000154343803,0.0774009744557147,0.409264974836749
"3897","ACVR2A","ENSG00000121989",0.0377342334416457,0.169315465524996,0.588222477372331
"3898","POLK","ENSG00000122008",0.0644212538500972,0.259876072327399,0.69767115109441
"3899","FLT3","ENSG00000122025",0.0428291793464715,0.195617736259866,0.623249519632568
"3900","RPL21","ENSG00000122026",0.027286373976584,0.591939203736154,0.90446163060832
"3901","MTIF3","ENSG00000122033",0.0624627749454335,0.2537050362156,0.689689339440592
"3902","GTF3A","ENSG00000122034",-0.136953511037396,0.0551676082853956,0.347233959082657
"3903","RASL11A","ENSG00000122035",0.0580576663174059,0.149437480644261,0.556374160443148
"3904","UBL3","ENSG00000122042",0.0895905636999188,0.151028025316725,0.558543000877894
"3905","FYTTD1","ENSG00000122068",-0.102146318088159,0.0670661248380034,0.381076930700805
"3906","MTERF4","ENSG00000122085",0.239551733499715,0.00598965846445093,0.0954839502631568
"3907","SASH3","ENSG00000122122",-0.203179939693038,0.00782757955744959,0.11228747274931
"3908","OCRL","ENSG00000122126",0.0867179675900677,0.114559279794028,0.493923548969742
"3909","MRPS2","ENSG00000122140",-0.10550489711522,0.0744245957846745,0.40051199921766
"3910","FMOD","ENSG00000122176",0.0460508616967502,3.04699845716962e-06,0.000313860373129863
"3911","LAX1","ENSG00000122188",1.02814872108826,2.9776858051814e-05,0.00189124241910909
"3912","KIAA1191","ENSG00000122203",-0.00153258432346814,0.978010010302497,0.994682200516777
"3913","COPA","ENSG00000122218",-0.0715269114006861,0.224246653393792,0.659612881652193
"3914","CD244","ENSG00000122223",-0.0436579631129529,0.388524259715094,0.804224697843854
"3915","RBBP6","ENSG00000122257",0.00579230763152232,0.896989094830507,0.979377214291087
"3916","ZC3H7A","ENSG00000122299",0.0199357092300738,0.708643107699296,0.938453476084563
"3917","SERAC1","ENSG00000122335",0.054954737394639,0.184120118353165,0.609188196221859
"3918","ANXA11","ENSG00000122359",-0.00837116282812464,0.872081261971679,0.975908045211363
"3919","SHLD2","ENSG00000122376",-0.0384903793645095,0.464619755421437,0.850531067909665
"3920","PRXL2A","ENSG00000122378",-0.418762545938418,1.25934272442781e-05,0.000991979325432867
"3921","ZNF205","ENSG00000122386",0.0057902155791226,0.809872515427191,0.963945307977801
"3922","NAA60","ENSG00000122390",-0.0040537597803731,0.930634840866762,0.987282713269162
"3923","RPL5","ENSG00000122406",-0.00268398304153686,0.932612482538108,0.987402944456001
"3924","ODF2L","ENSG00000122417",0.051776921403538,0.228066952607197,0.663674006056691
"3925","SPATA1","ENSG00000122432",-0.0265948218046569,0.551426597422943,0.890907852248344
"3926","TRMT13","ENSG00000122435",0.0540658049675415,0.339939069581489,0.77112458852571
"3927","RWDD3","ENSG00000122481",-0.0513329840148867,0.297984639796738,0.734900309018012
"3928","ZNF644","ENSG00000122482",0.00376842689898766,0.93189628963621,0.987402944456001
"3929","CCDC18","ENSG00000122483",-0.201607152563884,0.00555900086361595,0.091243702632732
"3930","RPAP2","ENSG00000122484",0.103144936093679,0.110726447881028,0.485872007373086
"3931","SLC66A2","ENSG00000122490",-0.0302051463482958,0.292457319638426,0.731190875189933
"3932","BBS9","ENSG00000122507",0.134811204525986,0.048300821785338,0.32859691162938
"3933","PMS2","ENSG00000122512",-0.0122112048051124,0.799145783815538,0.962263811973594
"3934","ZMIZ2","ENSG00000122515",0.201700508887279,0.00829105611764112,0.116766076900533
"3935","SEPTIN7","ENSG00000122545",-0.169614047053473,0.00461930684136711,0.0815688369603606
"3936","EEPD1","ENSG00000122547",0.0419988793477662,0.307826372492007,0.743908230360612
"3937","KIAA0087","ENSG00000122548",0.00857922614793308,0.44612688708624,0.840128084916066
"3938","KLHL7","ENSG00000122550",-0.110269457249917,0.0866186171859381,0.431856828905008
"3939","HERPUD2","ENSG00000122557",0.139935569331527,0.0451081380112213,0.317079033115624
"3940","CBX3","ENSG00000122565",-0.256794543012302,9.06127214128797e-06,0.000754433067556251
"3941","HNRNPA2B1","ENSG00000122566",-0.290112910472768,0.00213478717225559,0.0473810705400208
"3942","WIPF3","ENSG00000122574",0.0256681201679766,0.0747485300234202,0.401180403789692
"3943","FAM126A","ENSG00000122591",-0.124590223662143,0.0717686272803317,0.394328595509483
"3944","HOXA7","ENSG00000122592",-0.0244107372182834,0.575113360017987,0.897602736029737
"3945","FKBP9","ENSG00000122642",-0.00477020274660834,0.800854809803148,0.962327313683104
"3946","NT5C3A","ENSG00000122643",0.0639865282165042,0.252469288763434,0.688899473788356
"3947","ARL4A","ENSG00000122644",0.00996550463274459,0.834322331669216,0.968730885596558
"3948","CCZ1","ENSG00000122674",-0.0335552515711618,0.523492912500321,0.8825018475627
"3949","POLM","ENSG00000122678",0.0850447776011392,0.143543564886043,0.546847212933577
"3950","MRM2","ENSG00000122687",-0.0305130064457491,0.57716144400244,0.898247674932224
"3951","SMU1","ENSG00000122692",-0.0577625110553635,0.276197694958083,0.713717332530819
"3952","GLIPR2","ENSG00000122694",0.00571211149193876,0.892791342264563,0.979133502514965
"3953","SLC25A51","ENSG00000122696",-0.0129105658145625,0.795631326405021,0.961872719282898
"3954","CLTA","ENSG00000122705",-0.0397574840098421,0.461138230177356,0.84784022160042
"3955","RECK","ENSG00000122707",-0.0117637543573863,0.813031199278813,0.9650316399181
