,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
7892501,NA,-0.389791866,5.096425721,-0.711879469,0.484408853,0.649418409,-6.035595044
7892502,NA,-0.187511019,6.415217889,-1.037331697,0.311432013,0.492376867,-5.758263906
7892503,NA,-0.173557485,4.972944914,-0.478025298,0.637593015,0.768281932,-6.173942406
7892504,NA,0.263538149,9.523745009,2.240577314,0.036045801,0.151868534,-4.020205419
7892505,NA,-0.395570252,5.211017253,-1.255877288,0.223016013,0.404541522,-5.520202288
7892506,NA,-0.351905802,6.646508185,-0.595627142,0.557818486,0.708297377,-6.110934648
7892507,NA,0.25996142,7.912752498,0.771037575,0.449312301,0.620419017,-5.992364517
7892508,NA,-0.75568241,8.46485094,-2.556479922,0.0184216,0.110182149,-3.424589546
7892509,NA,-0.402732926,11.99264255,-2.074782913,0.050545768,0.179083657,-4.314142573
7892510,NA,-0.17349417,5.282672447,-0.497715567,0.62387967,0.757979176,-6.1643299
7892511,NA,-0.222589905,5.298580855,-0.975744939,0.340347785,0.521252941,-5.81802272
7892512,NA,0.598069522,8.918213396,3.875385712,0.000880752,0.029805178,-0.621897133
7892513,NA,-0.012125515,4.676283433,-0.029957349,0.976385234,0.987027116,-6.288513916
7892514,NA,-0.074285369,11.08013387,-0.343956407,0.734314704,0.836628801,-6.229254265
7892515,NA,0.194327582,11.14350929,1.17909223,0.251607618,0.434399473,-5.60836588
7892516,NA,-0.764611357,5.960787198,-2.102834512,0.04777178,0.174337838,-4.265407148
7892517,NA,-0.417796608,8.382558767,-2.365494481,0.027752223,0.133169875,-3.789885019
7892518,NA,0.029994599,4.616525394,0.169461606,0.867062703,0.923947478,-6.274441376
7892519,NA,0.142125043,7.655517683,0.544932125,0.591566973,0.73422808,-6.139740031
7892520,NA,0.330946559,10.8341299,1.461894485,0.158641013,0.332280921,-5.260658911
7892521,NA,0.13554215,9.428675492,0.690947193,0.497200174,0.659710332,-6.050106368
7892522,NA,0.200345523,8.985436835,1.309155247,0.20469002,0.384213519,-5.456240978
7892524,NA,-0.580479822,7.844024419,-2.871470068,0.009162708,0.082079822,-2.7924932
7892525,NA,0.496204354,8.624748572,3.114047954,0.005269866,0.06583175,-2.285445015
7892526,NA,-0.445326323,8.161401224,-1.525147097,0.142209777,0.311687661,-5.174550563
7892527,NA,-0.14002896,11.12567242,-0.478739616,0.637093152,0.767985326,-6.173600313
7892528,NA,-0.032018969,3.392011648,-0.220624847,0.82752504,0.899490786,-6.264357558
7892529,NA,0.161017138,8.119035965,0.987756696,0.334567429,0.515649495,-5.806627523
7892530,NA,-0.112395194,9.343924271,-0.445986829,0.660191773,0.784217668,-6.188771641
7892531,NA,-0.74620342,8.597087958,-2.762825203,0.01169135,0.091139046,-3.014238608
7892532,NA,-0.181689982,5.856951666,-0.847031014,0.406570826,0.582337023,-5.93207636
7892533,NA,0.09725498,8.145693465,0.245101613,0.808767773,0.886978048,-6.258602429
7892534,NA,-0.108498061,7.334270956,-0.43333025,0.66921334,0.790730894,-6.19435203
7892535,NA,0.15560861,8.396659715,0.450254754,0.657161434,0.781896034,-6.186854362
7892536,NA,-0.109411091,12.60952037,-1.059762526,0.301344393,0.483273946,-5.735681734
7892537,NA,-0.003654326,4.188948973,-0.016439213,0.987039885,0.99345466,-6.288831403
7892538,NA,0.514145457,6.79704106,1.663268047,0.11117981,0.272202509,-4.976633174
7892539,NA,-0.735908789,7.344568498,-2.898989006,0.008610549,0.079906759,-2.735764942
7892540,NA,0.105334838,7.148319925,0.354041938,0.726853446,0.831656616,-6.225712004
7892541,NA,0.160773523,10.86478848,0.921298409,0.367405372,0.546479794,-5.868076678
7892542,NA,0.178859078,10.67195095,0.699255252,0.492100275,0.655969528,-6.044396169
7892543,NA,0.275335213,7.452102949,1.437168003,0.165470202,0.341303434,-5.293520413
7892544,NA,0.385286331,6.403649337,1.401448805,0.175752277,0.352943276,-5.340183515
7892545,NA,0.379526868,7.538732197,2.514463652,0.020179119,0.114212229,-3.506229133
7892547,NA,0.460672094,5.790472817,2.171976566,0.041511563,0.162815383,-4.143523509
7892548,NA,-0.255838653,8.772027069,-1.134543672,0.269408988,0.451732857,-5.657295255
7892549,NA,-0.576868911,7.493224125,-1.285258166,0.212759551,0.393610005,-5.485208768
7892550,NA,-0.035659487,7.13545754,-0.130559041,0.89737237,0.942521223,-6.280343043
7892551,NA,0.174585856,12.10982928,0.92243977,0.366823765,0.545931743,-5.867054429
7892552,NA,-0.168405429,6.77410472,-0.348036842,0.731292713,0.834848682,-6.227833309
7892553,NA,-0.423577342,5.701847977,-1.028785579,0.31533759,0.495991132,-5.766753515
7892554,NA,-0.454394672,5.703763551,-1.435286537,0.165999421,0.34197066,-5.296002243
7892555,NA,-0.248490114,8.911302343,-1.427852079,0.168103957,0.344045704,-5.305783075
7892556,NA,-0.401577769,12.88317657,-2.862398611,0.009352035,0.082842714,-2.811145104
7892557,NA,0.028089119,6.116308489,0.097690823,0.923108409,0.958149559,-6.284138269
7892558,NA,0.639707786,5.524854851,2.397737046,0.025918372,0.128856453,-3.729289121
7892559,NA,-0.16130252,7.580268305,-1.117857893,0.276310176,0.458676878,-5.675195425
7892560,NA,-0.012449421,6.87234908,-0.075244503,0.9407356,0.967436941,-6.286102543
7892561,NA,0.064794464,11.4263095,0.382372302,0.706045034,0.817397918,-6.215221319
7892562,NA,-0.751205175,8.891941143,-2.570893823,0.0178525,0.108903482,-3.396425467
7892563,NA,0.361819675,9.019221231,1.379676866,0.182266353,0.360515788,-5.368152457
7892564,NA,0.112844481,12.44168482,0.800861716,0.432220191,0.60519788,-5.969337155
7892565,NA,0.036690286,7.776749133,0.233889029,0.817346418,0.892476674,-6.261313483
7892566,NA,-0.043279421,5.670421534,-0.112236039,0.911707004,0.951335259,-6.282593417
7892567,NA,-0.215224663,7.552009151,-0.763358579,0.453778909,0.623995803,-5.998160221
7892568,NA,-0.413778832,11.89343662,-1.648445659,0.114209922,0.276450113,-4.998503861
7892569,NA,-0.03938709,10.2604202,-0.236781929,0.815130791,0.891050885,-6.2606261
7892570,NA,-0.379819846,8.379094095,-1.289097282,0.211446782,0.392275618,-5.480585487
7892571,NA,-0.105074342,3.814487916,-0.485025294,0.632702235,0.764297138,-6.170568524
7892572,NA,-0.284649501,9.255440605,-2.0128504,0.057188374,0.190457399,-4.420232853
7892573,NA,-0.354259692,7.826459381,-1.72265817,0.099713365,0.256580292,-4.887527171
7892574,NA,0.119605694,11.06087942,0.648261853,0.523873006,0.680691465,-6.078415286
7892575,NA,-0.108937786,8.482690801,-0.480879398,0.635596841,0.766764538,-6.172572565
7892576,NA,-0.216342817,7.837382266,-1.084174265,0.290633661,0.473214133,-5.710614942
7892577,NA,-0.149300471,4.235988708,-0.711867413,0.484416165,0.649418409,-6.03560352
7892578,NA,-0.118012167,6.578307865,-0.416437952,0.681334191,0.799491985,-6.201554196
7892579,NA,-0.168682428,11.83253226,-1.131247828,0.270761991,0.453225519,-5.660849489
7892580,NA,-0.046735061,5.029330985,-0.249478442,0.805425718,0.884740701,-6.25750993
7892581,NA,0.212525226,4.921081922,0.515842664,0.61137732,0.749301775,-6.155145972
7892582,NA,-0.36248526,4.451722446,-1.689701771,0.10594493,0.265496225,-4.937262863
7892583,NA,-0.407066619,7.537778342,-1.825313763,0.082276167,0.231407997,-4.728103395
7892584,NA,-0.032373064,7.863755278,-0.204978237,0.839571835,0.907776173,-6.267721035
7892585,NA,0.273584578,5.261256428,1.241583517,0.228141153,0.409616336,-5.536976586
7892586,NA,0.09057065,3.929832907,0.436651091,0.666841221,0.789064975,-6.192903097
7892587,NA,-0.604048617,6.242170391,-1.483744886,0.15279831,0.324928173,-5.231243383
7892588,NA,0.027383409,3.840640426,0.140631025,0.889507711,0.937778092,-6.278961609
7892589,NA,0.083356849,8.020717481,0.23611906,0.815638333,0.891316687,-6.260784346
7892590,NA,-0.520534377,4.948234514,-1.118603482,0.275999066,0.458465497,-5.674400566
7892591,NA,-0.286406718,4.485670933,-1.358532894,0.188774998,0.367044736,-5.394967635
7892592,NA,-0.38800949,7.642643065,-2.574641787,0.017707248,0.10860163,-3.389089176
7892593,NA,-0.003194849,6.016717017,-0.015201679,0.988015433,0.99396098,-6.288851225
7892594,NA,-0.691934754,5.800094835,-2.118802462,0.046254723,0.171929393,-4.237479127
7892595,NA,-0.555895027,6.434603289,-1.875582787,0.074749039,0.21967509,-4.647628576
7892596,NA,-0.103552238,5.941553254,-0.369701045,0.715324,0.823331026,-6.220011903
7892597,NA,0.513038804,7.905642729,2.190827514,0.039939008,0.159920446,-4.10986924
7892598,NA,-0.238777005,11.05698307,-1.480770985,0.153583048,0.325889291,-5.235267548
7892599,NA,-0.125205955,11.89157184,-0.795362965,0.43534081,0.608136556,-5.973644521
7892600,NA,0.225760297,4.297521626,0.809537256,0.427325057,0.601093885,-5.962484694
7892601,NA,0.305207878,6.397720624,3.590427122,0.001731679,0.039520035,-1.25368941
7892602,NA,-0.092362535,4.396322696,-0.50113474,0.621512376,0.756156737,-6.16262212
7892603,NA,-0.997723159,6.341522661,-2.638718794,0.01538956,0.10254424,-3.262855671
7892604,NA,-1.03738909,5.760206023,-2.383702332,0.026702374,0.13055341,-3.755721553
7892605,NA,-0.591166862,8.913096937,-2.037179655,0.0544911,0.185938732,-4.378807774
7892606,NA,0.242409048,12.78315909,1.324518234,0.199629664,0.378693413,-5.437380661
7892608,NA,0.424113413,10.39017108,1.218136335,0.236742512,0.418741855,-5.564135442
7892609,NA,0.073087604,3.787610551,0.215989638,0.831089434,0.902074737,-6.265379629
7892610,NA,-0.520356914,7.837696151,-1.152015963,0.262319417,0.445135543,-5.638301474
7892611,NA,-0.010145815,3.275238351,-0.093791361,0.92616803,0.959538781,-6.284516078
7892612,NA,-0.545000561,6.475146214,-1.94210768,0.065719418,0.205055339,-4.538791659
7892613,NA,0.35791801,11.69105679,1.452756565,0.161137684,0.335508593,-5.272856117
7892614,NA,-0.038476721,5.775919149,-0.158204703,0.875813781,0.929269,-6.276306082
7892615,NA,-0.477491972,7.196923405,-2.100147381,0.048031439,0.1748063,-4.270093749
7892616,NA,-0.134763861,3.795980396,-0.684047845,0.501458205,0.663318522,-6.054798862
7892617,NA,0.283926349,12.9861888,1.933474492,0.066834103,0.207242981,-4.553063253
7892618,NA,-0.760322834,7.11221798,-2.739315728,0.012319884,0.093288009,-3.061732693
7892619,NA,0.568297848,5.859401408,1.310498375,0.204243656,0.383793369,-5.454599482
7892620,NA,-0.298518158,12.65549903,-3.684657148,0.001385563,0.035854199,-1.045630252
7892621,NA,-0.24916634,13.03704973,-1.416551748,0.171343937,0.348007752,-5.320570447
7892622,NA,-0.377134958,11.94257278,-2.352251274,0.028539648,0.135107411,-3.814641141
7892623,NA,-0.301302182,11.08440132,-1.422930827,0.169508843,0.345651046,-5.312234719
7892624,NA,0.621740155,5.127876713,2.747094015,0.012108458,0.092812,-3.046038897
7892625,NA,0.216635921,8.723087374,0.987827955,0.334533341,0.515649495,-5.806559543
7892626,NA,-0.548998939,6.136933063,-1.801699207,0.08603427,0.236926896,-4.765368839
7892627,NA,-0.033890131,8.43148005,-0.317161863,0.754266639,0.849794149,-6.238173288
7892628,NA,0.206770668,11.3426592,0.798276436,0.433685639,0.606464693,-5.971365765
7892629,NA,-0.323204066,7.081748188,-1.326393032,0.199018899,0.37811089,-5.435066415
7892630,NA,0.121041223,10.97540891,0.641733112,0.52802109,0.684238888,-6.082592664
7892631,NA,-0.182523524,3.374635127,-1.6729042,0.109246636,0.26973048,-4.962335356
7892632,NA,-0.722976299,6.232878503,-2.222679547,0.03740463,0.15454299,-4.052602282
7892633,NA,-0.032376237,9.665624953,-0.146193972,0.885168856,0.935012607,-6.278154715
7892634,NA,0.642683318,10.64383908,1.691493408,0.105597829,0.264891057,-4.93457751
7892635,NA,0.157423024,9.609697714,1.2238193,0.234635501,0.416275483,-5.55759379
7892636,NA,0.402078572,9.545012366,1.989986562,0.059831082,0.195194162,-4.458861817
7892637,NA,-0.286188178,8.439691528,-0.982038197,0.337310798,0.518198654,-5.812068293
7892638,NA,0.10643811,3.687021293,0.429628728,0.671861565,0.79250785,-6.195954262
7892639,NA,-0.306882569,11.37836042,-0.822475566,0.420089362,0.594867546,-5.952136799
7892640,NA,0.076175355,12.64942777,0.567350171,0.57651891,0.723117284,-6.127307742
7892641,NA,-0.257476359,6.449647433,-0.666307534,0.512501442,0.672254044,-6.066658066
7892642,NA,0.428857765,11.39174645,1.779864869,0.08964052,0.242584556,-4.799513312
7892643,NA,-0.370114821,11.13540049,-2.469953856,0.022211253,0.119294422,-3.591949648
7892644,NA,-0.849898324,8.774340886,-1.78890788,0.088131387,0.240336674,-4.78540844
7892645,NA,-0.097198719,4.017482596,-0.334769524,0.741134675,0.84121096,-6.232392835
7892646,NA,0.378011242,3.599468211,2.15551263,0.042930762,0.165256137,-4.17276941
7892647,NA,-0.602897455,9.489209783,-1.77864712,0.089845438,0.242803632,-4.801408735
7892648,NA,-0.558842651,12.0820649,-3.298440393,0.003437298,0.054014211,-1.890821119
7892649,NA,-0.616275048,6.344436959,-3.561641915,0.001853482,0.040979685,-1.317041403
7892650,NA,-0.080603099,13.65090882,-1.21849004,0.236610955,0.418575867,-5.563729059
7892651,NA,0.426579347,4.282614891,2.743313238,0.012210791,0.09303738,-3.053669632
7892652,NA,-0.41565622,12.19565206,-1.628814989,0.118330041,0.282716717,-5.027239451
7892653,NA,-0.608380722,5.103121409,-1.36341123,0.187257224,0.365622257,-5.388811343
7892654,NA,0.260795051,9.358920351,0.998610233,0.329403135,0.510478274,-5.796222309
7892655,NA,-0.110355177,4.213921399,-0.539514698,0.595232281,0.737138739,-6.142671369
7892656,NA,-0.341285883,6.450618004,-1.481625333,0.153357271,0.325597968,-5.234112142
7892657,NA,-0.282829466,4.403046915,-1.579170384,0.129310088,0.296025342,-5.09872547
7892658,NA,-0.237936238,5.257327245,-0.584861576,0.564900661,0.713914196,-6.117258941
7892659,NA,0.075651876,4.801009585,0.164338345,0.871043413,0.926617652,-6.275305889
7892660,NA,0.001430416,2.966362133,0.009665447,0.992379856,0.996089352,-6.288920915
7892661,NA,-0.147559646,10.81221122,-0.981176374,0.337725587,0.518695279,-5.812885773
7892662,NA,0.033077504,10.6436307,0.256048653,0.800416014,0.881418958,-6.255833869
7892663,NA,-0.347145196,12.6788395,-1.675117889,0.108806582,0.269383058,-4.959041943
7892664,NA,-0.440471924,8.25080687,-1.295283554,0.209344644,0.389699145,-5.473111055
7892665,NA,0.071119481,7.617065296,0.473000837,0.641114008,0.770711717,-6.17633455
7892666,NA,-0.414545396,5.121859915,-1.137650717,0.268138055,0.450554744,-5.653936293
7892667,NA,0.221414345,10.20469736,1.565843039,0.132398387,0.299982052,-5.117623484
7892668,NA,-0.207002467,11.81442327,-1.405070511,0.174686961,0.351874927,-5.335495998
7892669,NA,0.558713207,8.254202747,2.641508268,0.015295466,0.102206128,-3.257326279
7892670,NA,-0.190022098,8.655528545,-0.789638578,0.438604259,0.611208087,-5.978099018
7892671,NA,-0.391729821,6.924208888,-2.129331422,0.045278341,0.169969891,-4.218990894
7892672,NA,-0.57521081,7.794270209,-1.616832149,0.120905969,0.28637118,-5.044650389
7892673,NA,0.722806232,7.343147604,2.741033751,0.012272886,0.093107834,-3.05826805
7892674,NA,-0.719156455,9.669620446,-4.059369904,0.000568088,0.024459075,-0.210815409
7892675,NA,-0.183764215,8.959946128,-0.906588456,0.374956296,0.553409565,-5.881147252
7892676,NA,-0.507617238,5.88939015,-1.187696026,0.248273248,0.431076516,-5.59872663
7892677,NA,0.384910174,11.89119587,1.754512853,0.093990849,0.248735994,-4.83877832
7892678,NA,-0.728398925,8.807488775,-2.52754549,0.019615752,0.112883804,-3.480884492
7892679,NA,-0.964952725,6.403209636,-2.429782622,0.024207589,0.124542657,-3.66861753
7892680,NA,0.234017493,10.5739204,0.848394196,0.405828594,0.581826083,-5.930946599
7892681,NA,0.002028275,8.419869728,0.010100412,0.992036946,0.995916905,-6.288916563
7892682,NA,-0.990989386,5.748740875,-2.151675769,0.043267759,0.165947868,-4.179565219
7892683,NA,-0.409393008,7.119125548,-1.077300467,0.293621417,0.476262292,-5.717724667
7892684,NA,-0.278730542,11.07447803,-1.830611361,0.081452958,0.230193443,-4.719695736
7892685,NA,0.060295749,6.677875942,0.196188653,0.846357142,0.911657407,-6.269502455
7892686,NA,0.10721955,8.199098731,0.759164466,0.45622979,0.625971787,-6.001302597
7892687,NA,-0.051222013,6.774530282,-0.147758136,0.883949535,0.934258116,-6.27792221
7892688,NA,0.220371907,10.70287874,0.815509991,0.42397519,0.598279776,-5.957726863
7892689,NA,0.286422658,6.464228071,0.862176056,0.398373434,0.575447496,-5.919429745
7892690,NA,0.119403567,4.959904923,0.597970625,0.556282978,0.707027658,-6.109543193
7892691,NA,-0.283947742,3.836452268,-1.338225763,0.195197831,0.373935994,-5.420396836
7892692,NA,-0.411237599,9.143054812,-2.404864777,0.025528427,0.127976244,-3.715832328
7892693,NA,0.064684662,9.262327708,0.395409666,0.696546691,0.810600977,-6.210126293
7892694,NA,0.17712949,8.71833381,1.193601086,0.246004029,0.428673917,-5.592075667
7892695,NA,-0.389034192,6.492680029,-2.157785136,0.042732288,0.164878304,-4.168740823
7892696,NA,0.323013266,8.062535426,1.531982741,0.140521053,0.309698803,-5.165071225
7892697,NA,0.160691468,8.53298958,1.331963727,0.197212742,0.376265911,-5.428173766
7892698,NA,0.002821625,3.00372384,0.05291564,0.958301536,0.977437367,-6.287550865
7892699,NA,0.235297048,8.217482158,1.125909436,0.272964087,0.455377784,-5.666587079
7892700,NA,-0.188153464,6.964384315,-0.870059586,0.39414896,0.571355146,-5.912764345
7892701,NA,-0.211927118,12.16240091,-0.92721727,0.364395966,0.543968069,-5.862762888
7892702,NA,-0.196369864,7.218429449,-0.728639142,0.474306709,0.640845256,-6.023679619
7892703,NA,-0.389442283,8.42080818,-2.730893419,0.012552766,0.09400714,-3.078703404
7892704,NA,-0.185789328,13.79233713,-1.252704763,0.224145849,0.405684858,-5.523939557
7892705,NA,-0.322359568,9.830187988,-1.362392382,0.187573412,0.365930509,-5.390098609
7892706,NA,-0.512004236,9.580536383,-1.726018289,0.099095985,0.255789656,-4.882416158
7892707,NA,-0.178328837,11.09928548,-0.550534295,0.587788413,0.731511523,-6.136678824
7892708,NA,0.061455139,6.118769131,0.21113205,0.834828838,0.904447825,-6.266427554
7892709,NA,0.18317929,4.936315849,0.859587791,0.399766743,0.576809518,-5.921605795
7892710,NA,-0.546462084,5.502857492,-1.36042653,0.188184688,0.366603414,-5.39258011
7892711,NA,-0.109746121,8.194049615,-0.319573124,0.752463681,0.848595535,-6.237399954
7892712,NA,0.304016496,9.079038697,1.331752344,0.197281042,0.376340721,-5.428435753
7892713,NA,0.393649752,10.19056233,2.4019293,0.025688358,0.128371725,-3.721377015
7892714,NA,-0.176244639,4.787121337,-0.374549398,0.711768198,0.82082353,-6.218197704
7892715,NA,0.214184132,4.681795525,0.785796933,0.440802803,0.613142742,-5.981071476
7892716,NA,-0.599004145,8.423202945,-1.270974951,0.217699113,0.39849516,-5.502306562
7892717,NA,-0.584569406,7.684494777,-1.135729988,0.268923204,0.451213703,-5.656013707
7892718,NA,0.10024023,6.801506923,0.377109108,0.709893598,0.819715881,-6.217230486
7892719,NA,0.572262014,10.69561043,1.680480962,0.107746701,0.267707627,-4.951049429
7892720,NA,0.263768996,10.50535374,1.120376042,0.275260464,0.457683242,-5.672508994
7892721,NA,0.504040414,10.953988,1.556027279,0.134711946,0.302723961,-5.13146197
7892722,NA,-0.246072386,3.306572333,-1.424013989,0.169198821,0.34539746,-5.310816281
7892723,NA,0.055411545,5.516061692,0.107551095,0.915377335,0.953663003,-6.283114352
7892724,NA,-0.379771219,6.525525734,-0.866933603,0.39582056,0.57286453,-5.915414052
7892725,NA,-0.14548908,5.588939165,-0.397824416,0.694792964,0.809352131,-6.209164141
7892726,NA,0.10946118,6.537522084,0.404722505,0.689792859,0.805500205,-6.206383851
7892727,NA,-0.549059068,5.95478638,-2.269382048,0.033953396,0.14737925,-3.9677416
7892728,NA,0.111489053,4.539040486,0.380951467,0.707083191,0.818048085,-6.215766413
7892729,NA,-0.352865044,7.145140469,-1.788638097,0.088176089,0.240374465,-4.785829984
7892730,NA,-0.771148589,4.4196535,-1.586218738,0.127701206,0.294219462,-5.088680558
7892731,NA,-0.858778132,7.550926049,-3.818066677,0.001009432,0.031820925,-0.749552796
7892732,NA,-0.586074768,5.521301296,-0.852282255,0.40371638,0.580273337,-5.927715012
7892733,NA,0.027900359,5.629170989,0.122167614,0.903933083,0.946456396,-6.281415747
7892734,NA,0.617082672,6.1658925,1.904761664,0.070662352,0.213908119,-4.600214122
7892735,NA,-0.41376858,5.695834017,-1.044918005,0.307993851,0.489535122,-5.750674899
7892736,NA,-0.027591587,7.109656263,-0.102595044,0.919262167,0.955834006,-6.283641286
7892737,NA,0.15086923,5.291883309,0.491335276,0.628308269,0.760921672,-6.167486158
7892738,NA,-0.106662578,9.27506172,-0.576845133,0.570204303,0.718171773,-6.121895803
7892739,NA,-0.255335691,6.954137538,-1.277659828,0.215376372,0.396056058,-5.494324611
7892740,NA,-0.667679634,5.567851706,-1.655042555,0.112852821,0.274602483,-4.988788387
7892741,NA,-0.177060974,8.740013767,-0.666785347,0.512202232,0.672057285,-6.066342558
7892742,NA,-0.349743996,9.958056308,-1.592184731,0.126352469,0.292753335,-5.080151011
7892743,NA,-0.171129666,3.895227343,-0.744107033,0.465094345,0.633332504,-6.012449294
7892744,NA,-0.30892676,9.818080634,-1.33556571,0.196051759,0.374949622,-5.423704132
7892745,NA,-0.716142502,9.05074453,-2.509100483,0.020414429,0.114912596,-3.516600115
7892746,NA,-0.175265352,3.554117698,-0.861044386,0.398982245,0.576130167,-5.92038193
7892747,NA,-0.082204205,9.263826159,-0.73711402,0.469245967,0.636636322,-6.017554195
7892748,NA,0.369926317,11.18002802,1.692429588,0.105416845,0.26459864,-4.933173489
7892749,NA,-0.174550547,7.914143376,-0.577677648,0.569652331,0.71773995,-6.121417142
7892750,NA,-0.347057179,6.345377344,-2.00552623,0.058023382,0.192009994,-4.432639147
7892751,NA,0.45542817,9.617087222,2.807854554,0.010571644,0.087454421,-2.922774813
7892752,NA,0.184330281,4.180377818,0.48570288,0.632229725,0.763892633,-6.170239395
7892753,NA,0.057504465,13.81460948,0.475138064,0.639615237,0.76949339,-6.175320037
7892754,NA,-0.400605426,6.807160803,-1.495468776,0.1497365,0.321020942,-5.215316064
7892755,NA,-0.016644459,6.341792414,-0.065772592,0.948183832,0.971167278,-6.28677853
7892756,NA,0.005227134,3.107494875,0.097857264,0.922977842,0.958141794,-6.284121801
7892757,NA,-0.290339457,7.935882568,-1.304335535,0.206298033,0.386336262,-5.462119676
7892758,NA,-0.087194888,7.745333139,-0.258927892,0.79822339,0.879906119,-6.255085734
7892759,NA,-0.284587071,8.169595436,-1.423292223,0.169405354,0.345626615,-5.311761557
7892760,NA,0.520742369,6.712544463,2.209222367,0.038456937,0.156961527,-4.076858153
7892761,NA,0.292378458,7.780234487,2.178668703,0.040946974,0.161925342,-4.131596607
7892762,NA,-0.310503902,12.47550098,-1.896037164,0.071863191,0.215753132,-4.614444445
7892763,NA,0.458515909,8.547808847,1.600748428,0.124437285,0.290417627,-5.06786417
7892764,NA,-0.014894346,11.57550947,-0.071090111,0.94400176,0.969298958,-6.286410206
7892765,NA,0.530516701,11.47223662,1.657474772,0.112355921,0.273713426,-4.985198942
7892766,NA,-0.01379121,12.13059226,-0.075526095,0.940514252,0.967349973,-6.286081057
7892767,NA,-0.585045292,4.874772367,-2.25302409,0.035127586,0.149690423,-3.997584078
7892768,NA,0.041128902,3.850627762,0.183638699,0.856066447,0.917308505,-6.271911195
7892769,NA,-0.19142561,3.304954486,-1.694837662,0.104952522,0.26400273,-4.929559345
7892770,NA,0.155064047,11.67438629,1.631905258,0.117673269,0.281740624,-5.022733335
7892771,NA,-0.440368184,10.91586366,-3.509259384,0.002097137,0.043039098,-1.43205571
7892772,NA,-0.648114721,6.209406947,-2.275212056,0.033543683,0.146287365,-3.957074962
7892773,NA,0.047265861,9.174788474,0.239516983,0.813037513,0.889872792,-6.259968494
7892774,NA,-0.168230461,8.494367391,-0.70682076,0.487482497,0.651823335,-6.03913978
7892775,NA,0.051676812,9.17859173,0.138092176,0.891489092,0.93912656,-6.279319483
7892776,NA,0.174218844,12.06709991,0.861554654,0.398707659,0.575880316,-5.919952736
7892777,NA,0.819939766,7.436922048,2.793597987,0.010914604,0.088686806,-2.951802047
7892778,NA,-0.201174435,9.21595312,-1.271810816,0.217407629,0.398295561,-5.501310463
7892779,NA,-1.25509713,6.476555856,-4.03612962,0.00060047,0.025009315,-0.262831135
7892780,NA,0.083223732,5.802880749,0.344949492,0.733578812,0.836173279,-6.228909962
7892781,NA,0.772686055,8.243852295,1.867293609,0.075947149,0.221728383,-4.661004752
7892782,NA,0.224103984,13.0627925,1.351290192,0.191046316,0.369390232,-5.4040738
7892783,NA,0.520315845,10.44406393,2.91912317,0.008226908,0.078534984,-2.694122912
7892784,NA,-0.817364527,6.413304596,-2.727978904,0.012634323,0.094216059,-3.084570592
7892785,NA,-0.079902904,6.517546072,-0.19499723,0.847277841,0.912169921,-6.26973794
7892786,NA,-0.66164213,10.12019036,-2.645855543,0.015149906,0.101849035,-3.248703405
7892787,NA,0.592189297,5.456976844,1.610099517,0.122373813,0.287698993,-5.054389438
7892788,NA,-0.141012297,10.41694948,-1.527504033,0.141625624,0.31100585,-5.171285869
7892789,NA,-0.674129714,8.062908685,-3.22520842,0.00407557,0.058368261,-2.048378167
7892790,NA,-0.555919797,4.463667872,-2.256388121,0.034883118,0.149212243,-3.991457367
7892791,NA,-0.459337355,11.69347918,-1.828207622,0.08182559,0.230737353,-4.723512794
7892792,NA,0.007137543,7.115084318,0.035692931,0.971865842,0.984793384,-6.288323314
7892793,NA,0.13669002,4.828994013,0.600686338,0.554506348,0.705382917,-6.107924128
7892794,NA,-0.129327307,6.091783338,-0.613191336,0.54636414,0.699318969,-6.100377561
7892795,NA,0.085336313,7.846863666,0.298101269,0.768568548,0.860260418,-6.244082149
7892796,NA,-0.00949081,13.43289342,-0.096004702,0.924431237,0.958604388,-6.28430352
7892797,NA,0.218544318,8.162511004,1.42310783,0.16945815,0.345646964,-5.312002988
7892798,NA,-0.346793466,5.301282441,-1.207454803,0.24074157,0.422783336,-5.576359792
7892799,NA,0.192570557,4.493480212,0.662354656,0.514980505,0.673949844,-6.06925991
7892800,NA,-0.446530065,5.453334811,-1.351888367,0.190857914,0.369201857,-5.403323258
7892801,NA,-0.181313598,3.650294934,-1.802933039,0.085834291,0.236566632,-4.763430402
7892802,NA,-0.252128526,10.43425641,-1.491547564,0.150754929,0.322202626,-5.22065434
7892803,NA,-0.168294991,13.38190859,-1.704363741,0.10313275,0.261519395,-4.915224498
7892804,NA,-0.070589821,5.307889724,-0.505235043,0.618679031,0.754674354,-6.160559099
7892805,NA,0.785009171,4.916982865,2.349462811,0.028708055,0.135460655,-3.819843768
7892806,NA,-0.49161398,4.758243843,-2.183163893,0.040571659,0.161245623,-4.123572498
7892807,NA,-0.131480101,7.758272293,-0.74951468,0.461899,0.630787097,-6.008470429
7892808,NA,0.237478751,10.26028649,1.605427455,0.123401168,0.288890439,-5.061129362
7892809,NA,-0.016669995,3.696713929,-0.067591009,0.946753522,0.970418717,-6.286655794
7892810,NA,0.261645433,6.474846128,0.985811903,0.335498679,0.516582637,-5.808481082
7892811,NA,-0.580389165,4.147244893,-2.239931571,0.036094032,0.151978606,-4.021376985
