,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
7910792,RYR2,0.221936928,5.544414768,2.081714543,0.049847155,0.178105023,-4.302138972
7910897,NA,0.1708288,6.9168587,1.415082591,0.171768828,0.348511473,-5.322485895
7910899,NA,0.543498964,8.336648312,3.710025833,0.001304688,0.035037278,-0.989455093
7910901,LOC100130331,0.381393867,9.501779131,2.160922576,0.042459641,0.164373754,-4.163174595
7910903,NA,-0.017475029,3.299296133,-0.236357302,0.815455907,0.891259982,-6.260727522
7910905,NA,0.063376939,3.700480267,0.538907096,0.595644064,0.737484119,-6.142998364
7910907,NA,0.29761648,3.943734952,1.421061613,0.170044922,0.346311708,-5.314680447
7910909,NA,0.017774885,3.755642431,0.10953841,0.913820169,0.952704307,-6.282896084
7910911,NA,0.042552612,3.198161219,0.564850423,0.578187231,0.724544363,-6.128718082
7910913,NA,0.133986468,6.849520616,0.949006599,0.353460197,0.533458624,-5.842932249
7910915,CHRM3,-0.190387519,8.015143154,-0.802870946,0.431083401,0.604090063,-5.967756306
7910923,FMN2,0.224445076,5.551849314,2.51458748,0.020173716,0.114212229,-3.505989545
7910944,NA,-0.179050197,5.110323977,-0.757669811,0.457105138,0.626733777,-6.002418494
7910946,NA,-0.008483907,3.329834188,-0.135855272,0.893235432,0.940352544,-6.279629402
7910948,NA,0.087260158,4.570392999,0.349385508,0.730294864,0.83407519,-6.227360013
7910950,KMO,-0.172243093,5.506214363,-0.788211599,0.439420118,0.611804022,-5.979204728
7910971,WDR64,0.166788051,4.342182977,1.307981361,0.205080763,0.384686732,-5.457674474
7910997,EXO1,-1.045622834,8.412040286,-2.076036202,0.050418805,0.179071463,-4.311974144
7911017,SDCCAG8,-0.141172302,9.173635902,-0.755128095,0.45859602,0.628010354,-6.004311345
7911038,ZBTB18,-0.108281895,7.906996268,-0.477214482,0.63816062,0.768469075,-6.174330107
7911045,LOC440742,-0.032978757,4.954077815,-0.195625394,0.846792385,0.911949222,-6.269613961
7911047,NA,0.395457857,8.617320046,2.516206574,0.020103196,0.114091718,-3.502856313
7911049,C1orf100,-0.063597203,5.757215015,-0.550013792,0.588138978,0.731646998,-6.136964524
7911056,CATSPERE,-0.238024431,6.963393546,-1.059112321,0.301633482,0.483534257,-5.736342415
7911078,DESI2,-0.356370489,8.712433899,-2.200298373,0.03916957,0.15824183,-4.092893972
7911085,COX20,0.016643035,9.027935072,0.136139388,0.893013592,0.940256564,-6.279590318
7911092,NA,0.399076238,9.774140549,2.52623765,0.019671404,0.113028087,-3.483421323
7911094,NA,0.057914761,3.397403189,0.759810392,0.455851816,0.625762612,-6.000819712
7911096,EFCAB2,-0.352022516,8.344408394,-1.038217759,0.311029048,0.492085206,-5.75738009
7911108,NA,0.442669884,7.870975129,2.050414394,0.053072114,0.183446712,-4.356136166
7911110,NA,0.053672601,6.538323809,0.459956338,0.650295583,0.776668077,-6.182429563
7911112,EFCAB2,-0.037132355,7.226240948,-0.154051261,0.879046835,0.931628518,-6.276961823
7911114,KIF26B,0.11781299,7.202639465,1.313025586,0.203405843,0.382915386,-5.45150702
7911136,NA,-0.329815748,4.086772814,-0.987764287,0.334563797,0.515649495,-5.806620281
7911138,CNST,0.531551393,9.142355833,2.242037835,0.035936931,0.151720531,-4.017554867
7911155,SCCPDH,0.24391508,10.40513514,1.154540788,0.261306475,0.444254363,-5.635535736
7911170,LINC01341,0.420923456,6.951557239,2.091591991,0.048866644,0.176285226,-4.284989653
7911174,VN1R5,0.072072326,4.852676845,0.594928541,0.558276654,0.708689963,-6.111348425
7911176,NA,0.058640316,6.276700885,0.377690576,0.709468024,0.819508665,-6.217009866
7911178,NLRP3,0.184498042,8.155332271,0.828476832,0.416759549,0.591662093,-5.947284972
7911197,OR2W5P,0.493051432,6.250180759,2.693580786,0.013635638,0.097166199,-3.153601618
7911199,GCSAML,1.010750434,11.13235715,2.568507854,0.01794555,0.109084421,-3.401093004
7911207,OR2G2,0.682016569,6.922622392,2.148319403,0.043564517,0.166397452,-4.185503798
7911209,OR2G3,0.693234921,7.540205988,1.65158351,0.1135627,0.275566561,-4.993886319
7911211,NA,1.1671584,6.904159605,2.951171341,0.00764986,0.076202956,-2.627607357
7911213,NA,0.356327211,7.304561389,1.34691587,0.192428526,0.370985618,-5.409553931
7911215,OR9H1P,0.297572632,6.154647031,1.30918735,0.204679343,0.384213519,-5.45620176
7911218,NA,0.286718831,9.636939857,2.634584003,0.01553004,0.102891105,-3.271046656
7911229,NA,0.058522234,9.407764911,0.422633939,0.67687786,0.795940073,-6.198945153
7911231,NA,0.058522234,9.407764911,0.422633939,0.67687786,0.795940073,-6.198945153
7911233,OR2T8,-0.515676817,8.330650775,-2.012433032,0.057235668,0.190457399,-4.420940632
7911235,NA,-0.168333068,7.630571449,-0.772372953,0.448538297,0.619811574,-5.991351061
7911237,OR2L13,-0.035275917,7.886834626,-0.126914897,0.900220594,0.944023844,-6.280817623
7911241,OR2L8,-0.084474938,9.891585464,-0.251874312,0.803597891,0.883461517,-6.256903759
7911243,OR2AK2,-0.224416056,8.959227061,-0.688639877,0.498621863,0.660826786,-6.051680657
7911248,OR2L5,-0.083193606,7.907472726,-0.258386809,0.798635311,0.880039711,-6.255226962
7911252,OR2L2,-0.025130509,8.94175477,-0.08102235,0.936194879,0.965092287,-6.285645625
7911258,OR2L3,-0.011654935,6.575776273,-0.048845605,0.961506013,0.97910163,-6.287760499
7911260,NA,0.310620932,7.334995778,0.698871805,0.492334989,0.656131304,-6.044661147
7911263,OR2M5,0.301968244,6.559141958,0.866128423,0.396251869,0.573178612,-5.916095121
7911265,OR2M2,-0.00725117,4.478246578,-0.04485617,0.964647679,0.981208913,-6.28794971
7911267,OR2M3,0.285182814,4.626277557,0.876181829,0.390888432,0.568855425,-5.907549268
7911269,OR2M4,0.304079214,6.299675093,1.635330647,0.116948863,0.280751096,-5.017730923
7911271,OR14C36,0.469259198,6.252169223,2.724449248,0.012733766,0.094694919,-3.091672329
7911273,OR2T4,0.01095906,5.912980304,0.057184803,0.954941057,0.975318525,-6.28731296
7911276,OR2T6,0.026312694,4.71987747,0.200887441,0.842728255,0.909425465,-6.268559805
7911278,OR2T1,0.283314958,6.688118234,2.059538769,0.0521132,0.18203722,-4.340450068
7911281,NA,0.294503228,6.730070179,1.417683079,0.171017324,0.347612039,-5.319094339
7911283,NA,0.130219826,6.489733513,0.760094448,0.455685656,0.625637691,-6.000607233
7911285,NA,0.199723302,4.20301267,0.851895502,0.403926169,0.580412702,-5.928037081
7911287,OR2G6,0.244205543,5.997263126,1.206516465,0.2410953,0.423270599,-5.577429214
7911289,ZNF672,0.161069559,9.010105643,0.709363146,0.485936346,0.650487357,-6.037361286
7911301,PGBD2,-0.246618788,6.962542128,-1.139055338,0.267564949,0.450068709,-5.652415135
7911307,NA,0.004854189,9.546076842,0.046715908,0.963183065,0.980048482,-6.287863511
7911309,NA,-0.078520389,9.814759902,-1.102566006,0.282747641,0.46535753,-5.691394417
7911323,NA,0.379312974,5.926012089,1.767899155,0.091671667,0.24560601,-4.818096952
7911329,NA,-0.363301505,9.869156498,-2.408102976,0.025353074,0.12759142,-3.70971154
7911331,NA,0.034293276,8.963208483,0.133971586,0.894706447,0.940744748,-6.279886464
7911333,NA,-0.015499102,9.478829283,-0.158399604,0.875662123,0.929245043,-6.276274884
7911335,NA,0.505751829,11.59438352,1.446742534,0.16279815,0.337792816,-5.280849788
7911337,NA,0.710727593,12.09508103,2.164798553,0.042124993,0.163782797,-4.156291189
7911339,NA,0.343345056,11.29252004,0.853215525,0.403210428,0.579743398,-5.926937272
7911341,NA,-0.045939737,10.26177751,-0.196606563,0.846034246,0.911528192,-6.269419516
7911343,NA,0.556919168,9.448605945,1.342754662,0.193750703,0.372391893,-5.41475331
7911345,NA,0.119012704,7.198014585,0.297005228,0.769393582,0.860769523,-6.244410895
7911347,NA,-0.290555344,9.21955159,-2.145558228,0.043810031,0.166729749,-4.190384941
7911349,NA,-0.065723755,6.01954375,-0.314588081,0.756192706,0.851128977,-6.238992348
7911351,LINC00115,0.143289867,8.62337861,0.800654586,0.432337488,0.605312477,-5.969499912
7911355,NA,0.285216267,8.328126546,2.447597663,0.023302498,0.121961934,-3.634700038
7911359,NOC2L,-0.33353977,8.912951344,-2.151799877,0.043256821,0.165946212,-4.179345518
7911371,PERM1,0.351486662,7.268143162,4.607120855,0.000153883,0.01266297,1.016944581
7911376,HES4,0.293286102,8.435773055,2.385473509,0.026602236,0.130308936,-3.752390519
7911383,C1orf159,0.030754715,7.799171351,0.352232329,0.728190172,0.832480437,-6.226355024
7911403,TNFRSF18,0.248531296,7.99018197,2.528584477,0.019571645,0.112746898,-3.478868679
7911413,TNFRSF4,-0.054878025,7.942469146,-0.497883451,0.623763336,0.757918486,-6.164246312
7911422,SDF4,0.054360718,8.834752135,0.464174383,0.647320316,0.775116644,-6.180476941
7911435,C1QTNF12,0.427238343,7.868938999,3.429977201,0.002526886,0.047421071,-1.605406667
7911444,UBE2J2,-0.047472295,8.140958367,-0.422761221,0.676786442,0.795922656,-6.19889116
7911458,ACAP3,0.208021797,7.870867605,1.883152121,0.073669472,0.218575618,-4.635377766
7911486,INTS11,-0.125899761,9.52740584,-1.350096346,0.191422771,0.369817464,-5.405570915
7911506,NA,0.077598066,8.435644352,0.966935993,0.344630276,0.525290847,-5.826298864
7911529,MXRA8,0.578434799,9.80946918,3.782624602,0.001098151,0.032823283,-0.828361505
7911532,AURKAIP1,0.282916957,8.700446954,3.27714379,0.003612123,0.055233584,-1.93674603
7911539,CCNL2,-0.048030415,9.622392565,-0.358761096,0.723371693,0.829068816,-6.22401981
7911559,MRPL20,-0.637484614,9.681543172,-3.084803978,0.005636574,0.067249317,-2.347357385
7911566,MRPL20,-0.29439138,6.82430191,-2.182669642,0.040612772,0.161283891,-4.124455255
7911568,SSU72,-0.087166254,9.181510072,-0.617888022,0.543322547,0.696527596,-6.097504485
7911578,NA,-0.543103302,8.603937918,-1.3216445,0.200568709,0.379792753,-5.440922655
7911591,NA,0.058018235,9.720898211,0.329323351,0.745188065,0.843418437,-6.23421377
7911600,NADK,0.077097831,8.488704367,0.578594114,0.569045015,0.717273314,-6.120889439
7911619,GNB1,-0.179076101,12.35774817,-2.493985868,0.021091461,0.116615353,-3.545766096
7911634,TMEM52,0.140835911,7.989255052,1.410466994,0.173109199,0.350076951,-5.328493
7911643,CFAP74,0.230774593,5.635066219,1.43858563,0.165072353,0.340720647,-5.291648684
7911657,CFAP74,0.326681595,7.523985624,2.882935319,0.008928663,0.081195839,-2.768885006
7911659,CFAP74,0.265282826,5.908139094,3.148227321,0.004870497,0.063151462,-2.212836852
7911676,PRKCZ,0.413059093,6.690041652,3.266618011,0.003701699,0.055974336,-1.9594128
7911681,PRKCZ-AS1,-0.06331122,6.882729256,-0.525418699,0.604821084,0.744580339,-6.150165205
7911683,FAAP20,0.176329597,7.950082906,1.788606414,0.08818134,0.240374465,-4.785879487
7911699,NA,0.410614274,8.155159571,2.643860296,0.01521655,0.102058157,-3.25266184
7911701,MORN1,0.104679973,7.7132254,1.176865059,0.252476187,0.435027104,-5.610851147
7911718,LOC100129534,0.021678428,7.684325523,0.186045406,0.854202628,0.916136858,-6.271461563
7911720,PEX10,-0.021204285,8.533707932,-0.120559938,0.905190839,0.947326483,-6.281613143
7911730,PANK4,-0.118107006,8.134794882,-1.157916195,0.259956822,0.442610881,-5.631829974
7911750,HES5,0.295616782,7.518361495,3.091473998,0.005550823,0.066772306,-2.333253819
7911754,TNFRSF14,0.447223656,9.242678192,3.357880382,0.002991886,0.051192619,-1.762208223
7911767,MMEL1,0.224764718,6.207536546,2.488794077,0.021328818,0.117115051,-3.555763277
7911793,PRDM16-DT,0.485511839,7.929158472,2.474031091,0.022017445,0.118877068,-3.584130787
7911796,PRDM16-DT,0.351475289,7.505316831,2.826498873,0.010138612,0.085529612,-2.88471888
7911799,MEGF6,0.322510395,8.709107915,1.861902398,0.076735378,0.223051758,-4.66968215
7911839,WRAP73,-0.16539738,7.402957219,-1.227099887,0.233425696,0.414926381,-5.553805571
7911854,TP73-AS1,-0.087351996,7.915597569,-0.890267195,0.383453944,0.561474071,-5.895422464
7911862,LRRC47,-0.432787255,8.968896944,-2.802676598,0.010695002,0.087950475,-2.933324776
7911870,CEP104,-0.406297055,8.921640922,-2.501177309,0.020766759,0.115766075,-3.531900513
7911897,C1orf174,-0.259452008,9.94652529,-1.743964001,0.09585383,0.251387361,-4.854994665
7911902,NPHP4,0.049621654,7.273501822,0.496903441,0.624442567,0.758343037,-6.164733856
7911941,CHD5,0.057033178,6.942204201,0.613259731,0.546319783,0.699296882,-6.100335874
7911989,RPL22,-0.212323343,6.672635962,-1.208175671,0.240470087,0.422451024,-5.575537731
7911993,ICMT,-0.304614639,8.789519755,-1.359265183,0.188546545,0.366886866,-5.394044681
7912004,GPR153,0.347987365,7.968552671,3.304055141,0.003392598,0.053657579,-1.87869926
7912012,ACOT7,0.252045356,8.378807591,3.086050158,0.005620456,0.067245541,-2.344723168
7912031,HES2,0.230455188,6.956964135,2.220266672,0.037591354,0.155091822,-4.056957902
7912040,NA,0.236390717,8.820656568,1.774028109,0.090626389,0.244082089,-4.808589636
7912056,NA,0.265092208,6.888737208,2.898175535,0.008626404,0.079939222,-2.737444974
7912086,NOL9,-0.619739343,10.1142395,-5.291456867,3.07E-05,0.005645038,2.534593098
7912102,KLHL21,0.271990669,7.708132203,1.775850202,0.090317625,0.243526274,-4.805758559
7912112,DNAJC11,-0.532335889,8.957335551,-3.26855337,0.003685068,0.055798872,-1.955246677
7912133,NA,0.146793795,6.931252513,0.840941789,0.409896919,0.585916447,-5.937102242
7912136,UTS2,-0.052962672,5.153698322,-0.335198536,0.740815702,0.841042669,-6.232248139
7912145,TNFRSF9,-1.732136458,8.680704466,-2.267616456,0.034078378,0.147671492,-3.970968768
7912155,NA,0.255565445,8.752671222,1.200990243,0.243186515,0.42568507,-5.583712843
7912157,ERRFI1,0.016656967,6.469501709,0.052396543,0.9587102,0.97762495,-6.287578534
7912162,NA,0.473544868,7.65939265,3.05603218,0.006021372,0.069044273,-2.408073367
7912164,NA,0.138169164,4.166177338,1.455785851,0.160306514,0.334443985,-5.268819511
7912166,RERE,-0.167468246,10.03753817,-1.50157306,0.148162289,0.319208005,-5.206983499
7912194,NA,0.364697571,7.41239122,1.907618358,0.070273011,0.21343212,-4.595544801
7912196,NA,-0.487134958,7.888625599,-1.387897442,0.17978455,0.357539638,-5.357634476
7912198,ENO1,-0.182021641,12.82906275,-0.692736888,0.496099022,0.658786748,-6.048881794
7912207,NA,0.374954876,4.966642624,3.537660589,0.001961365,0.041837016,-1.369741069
7912209,NA,0.188897157,5.524150651,1.244363534,0.227137364,0.408583368,-5.533727011
7912211,SLC2A7,0.075106845,6.560674286,0.671883719,0.509015695,0.66943264,-6.06296255
7912224,SLC2A5,0.473977005,7.886966162,1.315187191,0.202691366,0.382098988,-5.448857958
7912239,GPR157,0.356703818,7.273623012,4.014881998,0.000631684,0.025455491,-0.310367925
7912248,NA,0.406410598,5.747382327,2.752021459,0.011976311,0.092309078,-3.036086826
7912250,MIR34AHG,0.235068003,8.861643964,1.562950334,0.133076738,0.300638169,-5.121708769
7912252,NA,0.198787218,6.599107385,1.211552769,0.239201335,0.421278007,-5.571680922
7912254,PIK3CD-AS1,0.285386201,6.755705732,1.952317736,0.064422372,0.202793292,-4.521857406
7912257,CLSTN1,-0.152826395,9.032449491,-1.071427335,0.296191688,0.478330665,-5.72376745
7912280,NA,0.416126531,6.057409002,2.852407476,0.009564884,0.083613009,-2.831659881
7912283,CTNNBIP1,0.254736336,8.919476388,1.376867089,0.183120854,0.361497307,-5.371735637
7912292,LZIC,-0.073798923,8.949473599,-0.351122176,0.729010662,0.833180065,-6.22674789
7912303,DFFA,-0.100153245,9.599801827,-0.524770255,0.605263973,0.744907577,-6.150505294
7912316,CASZ1,-0.282286382,7.689886718,-1.358550169,0.188769606,0.367044736,-5.394945867
7912343,CASZ1,-0.17621063,7.965507283,-0.702633993,0.490034878,0.653949394,-6.042055332
7912347,CASZ1,-0.340765567,7.41804051,-0.829054353,0.416439994,0.591453253,-5.946816327
7912349,C1orf127,0.086601227,6.547058413,1.115807142,0.27716721,0.459580529,-5.677379279
7912361,MASP2,0.102760317,6.683541303,0.897225721,0.379815623,0.557631027,-5.889365541
7912374,SRM,-0.18780546,10.74751079,-0.60873784,0.549256584,0.701357435,-6.103082361
7912385,EXOSC10,-0.264235362,11.36769738,-3.07653879,0.005744612,0.067685188,-2.36481933
7912412,MTOR,-0.42341774,10.01238181,-3.903677003,0.000823379,0.029191017,-0.558806205
7912473,FBXO2,0.356466995,8.088799807,3.903317235,0.000824085,0.029191017,-0.559608824
7912481,MAD2L2,-0.158114453,9.175179163,-1.159721193,0.259237224,0.44188706,-5.629844433
7912496,MTHFR,0.094044542,9.010421637,0.427741743,0.67321328,0.793570382,-6.196765864
7912511,KIAA2013,0.411930212,8.678100773,3.348061204,0.003061366,0.051822218,-1.783497141
7912515,NPPA,0.142653635,6.356633926,1.668060859,0.1102147,0.270977096,-4.969529558
7912520,NPPB,0.291064379,7.174311885,2.492186268,0.021173454,0.116712045,-3.549232593
7912525,NA,-0.355294128,4.272603748,-1.783712735,0.088995666,0.24185476,-4.793517927
7912527,NA,-0.025842256,6.683395747,-0.163051001,0.872044219,0.927219344,-6.275518958
7912529,NA,0.40025014,6.749562,2.528412367,0.019578945,0.112767146,-3.47920263
7912531,NA,0.132016011,3.563641367,1.512404843,0.145402322,0.315841306,-5.192131128
7912535,NA,0.575211338,7.690967687,1.591217227,0.126570382,0.29297282,-5.081535935
7912537,DHRS3,-0.849834148,7.909178978,-2.262875922,0.034416037,0.148208842,-3.97962625
7912547,NA,0.444194558,5.938246438,1.985070786,0.060413266,0.196181208,-4.467128645
7912552,NA,0.235633634,6.458968021,1.130734995,0.270972967,0.453487479,-5.661401708
7912555,NA,0.360011064,5.543364732,1.767944348,0.091663921,0.24560601,-4.818026935
7912561,NA,0.276628654,6.319663253,1.489326762,0.15133423,0.322887086,-5.22367273
7912567,NA,0.390597511,5.973899178,1.981108362,0.060886204,0.196885299,-4.473782254
7912575,NA,0.376444943,5.998982881,1.833079431,0.081071892,0.229584179,-4.715772805
7912580,HNRNPCL2,0.157607279,6.443247037,1.638086134,0.116368859,0.279804584,-5.013701012
7912582,NA,0.41074499,5.528199949,1.576118072,0.130012041,0.296814558,-5.103064641
7912585,NA,0.194672484,6.72204467,1.544114949,0.137564587,0.306080057,-5.148164448
7912589,NA,0.166209373,4.221687824,1.042864705,0.30892175,0.490307808,-5.752733829
7912591,NA,0.298074175,7.138375838,2.074569114,0.050567455,0.179083657,-4.314512402
7912595,NA,0.217728248,5.219957536,1.478504803,0.154183242,0.32640616,-5.238329703
7912601,NA,0.095507191,5.998734102,0.803041823,0.430986807,0.604061382,-5.96762169
7912606,NA,0.298074175,7.138375838,2.074569114,0.050567455,0.179083657,-4.314512402
7912610,NA,0.217728248,5.219957536,1.478504803,0.154183242,0.32640616,-5.238329703
7912617,NA,0.095507191,5.998734102,0.803041823,0.430986807,0.604061382,-5.96762169
7912622,LRRC38,0.251275549,7.147871115,2.164590531,0.042142892,0.163795498,-4.156660812
7912625,NA,-0.231293136,4.444096281,-1.928685509,0.067459611,0.208367595,-4.56096119
7912627,NA,0.139061439,6.103926541,1.210670722,0.239532225,0.421531864,-5.57268916
7912629,TMEM51-AS1,0.337142459,6.722222343,3.061120626,0.00595152,0.068689,-2.397349896
7912638,TMEM51-AS1,0.148766113,6.381831026,0.985415142,0.335688886,0.516732136,-5.808858824
7912646,CASP9,0.011347413,8.794896927,0.079896579,0.937079435,0.965610447,-6.285737301
7912659,AGMAT,-0.197331355,7.847447274,-1.197689468,0.244442093,0.42685066,-5.58745409
7912670,NA,-0.171457199,8.747967291,-0.758880224,0.456396179,0.626096885,-6.00151497
7912672,FLJ37453,0.194545397,7.736839227,1.2304577,0.232192332,0.413726956,-5.549919137
7912675,ZBTB17,-0.077394113,8.566585081,-0.743922849,0.46520341,0.633429211,-6.012584333
7912692,HSPB7,0.162089173,6.316809694,1.396591207,0.177189282,0.354306299,-5.346455007
7912701,FAM131C,0.168831994,7.929244975,1.512409985,0.145401022,0.315841306,-5.192124057
7912706,EPHA2,0.278922031,6.875330635,2.868052388,0.009233603,0.082345172,-2.799523159
7912724,ARHGEF19,0.227262363,7.682166627,2.166682863,0.041963169,0.163562158,-4.152942055
7912743,CPLANE2,0.159452796,7.740149054,1.5400491,0.138549601,0.307429433,-5.153842111
7912750,FBXO42,-0.332302582,9.27259013,-1.738962262,0.096748187,0.252700376,-4.862658488
7912762,NA,-0.091829297,5.113582853,-0.632706598,0.53378561,0.689187616,-6.088301345
7912764,SPATA21,0.135190285,7.104236588,1.450492696,0.161761118,0.336319696,-5.275868338
7912784,CROCCP3,0.034020912,7.524783064,0.336505461,0.739844292,0.840283637,-6.231806214
7912800,NA,0.427688543,13.31224968,1.556601254,0.134575745,0.302604576,-5.130654645
7912802,NA,0.363332104,6.34875349,0.7613857,0.454930791,0.624987852,-5.999640407
7912804,NA,0.456180116,9.103255315,3.150138913,0.00484905,0.063010061,-2.208768329
7912806,NA,0.968233458,5.050135962,1.674823179,0.10886508,0.269427721,-4.959480587
7912808,NA,-0.147394186,10.81903791,-0.758109314,0.456847637,0.626483908,-6.00209058
7912839,CROCCP2,0.027527928,8.157774646,0.135075903,0.893844011,0.940491853,-6.279736195
7912850,NA,0.427688543,13.31224968,1.556601254,0.134575745,0.302604576,-5.130654645
7912852,EIF1AX,-0.852081856,10.65777885,-4.031437488,0.000607228,0.025147862,-0.273330347
7912854,ESPNP,0.382379697,8.398198959,2.936466018,0.007909643,0.077165949,-2.658163108
7912861,NA,0.324228051,7.346222585,1.683842739,0.107086808,0.266899668,-4.94602961
7912863,NA,0.21795687,7.541109684,1.613799121,0.121565389,0.286993956,-5.049041671
7912882,NA,0.228172993,4.723523008,0.766992466,0.451661859,0.62219126,-5.995424374
7912884,LINC01783,0.167896702,6.705599469,1.056099795,0.302975474,0.484798614,-5.739398741
7912887,MFAP2,0.215709686,8.377135306,1.036537333,0.311793588,0.49268181,-5.759055679
7912898,ATP13A2,-0.569518908,9.495283833,-3.805502827,0.001040038,0.032035286,-0.777501163
7912928,SDHB,-0.475012979,10.30027911,-2.543018321,0.018968434,0.111332972,-3.4508209
7912937,PADI2,0.78340174,7.051013747,7.475433365,2.47E-07,0.000304641,7.013677269
7912956,RCC2,-0.268058764,10.73810437,-1.907458392,0.070294763,0.213461309,-4.595806395
7912968,TAS1R2,0.090916137,7.602500268,0.663115641,0.514502731,0.673693392,-6.06876017
7912975,ALDH4A1,0.101772484,7.567937352,0.696424202,0.493834725,0.657293992,-6.046349281
7912994,IFFO2,-0.248053577,7.889033445,-0.770271334,0.449756793,0.62069681,-5.992945293
7913001,UBR4,-0.170758917,11.56617904,-1.21856648,0.236582531,0.418566909,-5.563641221
7913110,EMC1,-0.537039815,9.328145875,-3.753648129,0.00117639,0.033680355,-0.892715788
7913138,AKR7L,-0.086916976,6.57953313,-0.765814473,0.452347484,0.622800784,-5.996312593
7913146,AKR7A3,0.071328075,8.468979314,0.710933209,0.484982937,0.649890407,-6.036259934
7913154,LOC100506730,0.048353934,8.477954627,0.246616338,0.807610733,0.886263746,-6.258226514
7913156,AKR7A2,-0.169821159,9.296012734,-1.493936053,0.150133911,0.321457908,-5.217404023
7913169,CAPZB,-0.03664417,10.59598388,-0.195457887,0.846921831,0.911987619,-6.269647061
7913185,NA,-0.016051805,6.68636179,-0.077265036,0.939147451,0.966522288,-6.285946597
7913187,TMCO4,-0.178791088,7.653838734,-1.359973292,0.188325844,0.366728208,-5.393151811
7913206,RNF186,0.262097645,7.322514274,2.269416307,0.033950975,0.14737925,-3.967678965
7913211,PLA2G2E,0.280705467,7.579089401,2.037636109,0.0544416,0.185788866,-4.378027451
7913216,PLA2G2A,0.329732466,6.68441617,3.114845048,0.005260201,0.065771277,-2.283754725
7913226,PLA2G2D,0.332300389,7.910302418,2.227095983,0.037065048,0.153856264,-4.044622548
7913235,PLA2G2C,0.143267043,7.200823416,1.578884287,0.129375748,0.296054293,-5.099132463
7913237,CAMK2N1,0.222211605,7.003686272,1.366512509,0.186297374,0.364504857,-5.384888105
7913242,MUL1,-0.213796088,8.238075269,-0.678069416,0.505164577,0.666526586,-6.058828644
7913249,PINK1-AS,0.073995399,7.483364752,0.56689391,0.576823235,0.723392692,-6.127565611
7913252,NA,0.046897513,9.181874823,0.346937602,0.732106378,0.835400065,-6.228217734
7913256,NA,0.016546778,10.08253585,0.126020351,0.900919974,0.944489543,-6.28093207
7913271,KIF17,0.175782008,6.631809881,1.588198902,0.127252223,0.293647674,-5.085852285
7913290,SH2D5,0.16472798,7.251509869,1.34238276,0.193869218,0.372515106,-5.415217344
7913300,HP1BP3,-0.2208116,11.34253029,-1.834342585,0.080877464,0.229452745,-4.713763599
7913319,EIF4G3,0.09752654,10.56394872,0.47704521,0.638279147,0.768469075,-6.174410966
7913357,ECE1,-0.447646354,9.776494957,-0.797845922,0.433929972,0.606674768,-5.971702982
7913380,NA,-0.105749291,12.12592467,-0.899491718,0.378635758,0.556693374,-5.887383746
7913385,RAP1GAP,0.509186433,6.847972394,4.519667097,0.000189484,0.013897013,0.821126023
7913415,USP48,-0.092851715,9.382407883,-0.858438126,0.400386635,0.577303676,-5.922570411
7913450,HSPG2,-0.116054871,10.17788737,-0.362004275,0.720982456,0.827401027,-6.222844046
7913547,WNT4,0.164109984,7.272737876,1.535607282,0.139632354,0.308762021,-5.16003129
7913556,NA,0.099788793,4.804934715,0.898862685,0.378963042,0.557016533,-5.887934348
7913558,LUZP1,-0.262000008,8.843342089,-1.370308923,0.185127694,0.363238093,-5.380075427
7913566,HTR1D,0.332385359,6.822777403,2.185501106,0.040377757,0.160814684,-4.119396464
7913571,HNRNPR,-0.437922543,10.3342649,-2.891139693,0.008764708,0.080685227,-2.751967954
7913582,ZNF436,-0.297730844,9.231901686,-1.196469703,0.244907312,0.427394065,-5.588834368
7913593,TCEA3,0.028568468,5.930856163,0.237794704,0.814355496,0.890671231,-6.260383468
7913609,ASAP3,0.188154725,6.698110789,1.976294473,0.061465192,0.197906864,-4.481853608
7913642,NA,0.109368394,6.501102958,0.633240854,0.533443475,0.688906154,-6.087965626
7913644,E2F2,-0.13347867,7.266274709,-0.510548669,0.615016303,0.751907393,-6.157861227
7913655,ID3,-1.067546162,7.414836682,-1.399961781,0.176191184,0.353390631,-5.342105266
7913663,NA,0.209085142,5.458088417,1.950529795,0.064647856,0.203016095,-4.524827224
7913665,NA,0.305261915,8.098303064,1.980878173,0.060913779,0.196936217,-4.474168508
7913667,GALE,0.016274147,7.706432592,0.123723884,0.902715789,0.945572343,-6.281222176
7913682,HMGCL,-0.168607091,8.207323419,-1.087416285,0.289232129,0.471831963,-5.707247684
7913694,FUCA1,0.744814426,8.463811249,2.453974592,0.022986245,0.121180018,-3.622526929
7913705,CNR2,0.752453627,7.824293575,1.721742216,0.09988223,0.256804858,-4.88891913
7913712,SRSF10,-0.645278929,9.185024539,-2.637271038,0.015438611,0.102668149,-3.265724363
7913727,MYOM3,0.307805438,6.082557934,2.840664231,0.009820979,0.084585913,-2.855734265
7913768,IL22RA1,0.095151082,6.59783537,1.052190574,0.304723259,0.486449821,-5.743353181
7913776,IFNLR1,0.182084811,6.594117652,1.738654557,0.096803441,0.252785207,-4.863129435
7913787,STPG1,-0.42459289,7.728243916,-1.738286479,0.096869571,0.252880912,-4.8636927
7913799,NA,-0.03924606,3.537443425,-0.450807134,0.65676967,0.781606803,-6.186604908
