,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B, -log10
7950409,KCNE3,-0.022528816,6.643660496,-0.154215357,0.878688077,0.999903525,-5.031966559,0.056165267
7950420,LIPT2,-0.011525828,8.021214454,-0.094167602,0.925732724,0.999903525,-5.036528936,0.033514384
7950423,NA,0.12454094,6.647861122,1.17717543,0.250300225,0.999903525,-4.631019326,0.60153876
7950425,CHRDL2,0.007062851,6.87356828,0.126424822,0.900415076,0.999903525,-5.034351796,0.045557242
7950442,NA,0.137315005,6.075753855,2.232096944,0.034882626,0.999903525,-3.701997557,1.457390828
7950444,NA,0.062892386,6.97200565,0.485164805,0.631817778,0.999903525,-4.967652639,0.199408158
7950447,XRRA1,-0.011995605,8.150662414,-0.096162809,0.924164148,0.999903525,-5.036412725,0.034250883
7950469,NA,0.018169196,6.857644519,0.216182682,0.830613692,0.999903525,-5.024953032,0.080600914
7950471,OR2AT4,-0.013416047,6.56452242,-0.169646503,0.866664418,0.999903525,-5.030438695,0.062149034
7950473,ARRB1,-0.022524691,11.57931475,-0.288972776,0.775004059,0.999903525,-5.013736319,0.110696023
7950490,MIR326,0.076867007,9.625034497,0.793880425,0.434796015,0.999903525,-4.849671242,0.361714445
7950492,KLHL35,0.040799013,7.959933087,0.672659221,0.507383887,0.999903525,-4.90246594,0.294663329
7950501,GDPD5,0.03262857,7.936919218,0.439911022,0.663811607,0.999903525,-4.980315351,0.177955158
7950524,MAP6,0.024079679,5.796502035,0.474274323,0.639453693,0.999903525,-4.970810358,0.1941909
7950530,NA,0.072837872,3.584857458,1.132250535,0.268358359,0.999903525,-4.660511807,0.571284872
7950532,NA,0.049017009,3.934267182,0.74368236,0.46405677,0.999903525,-4.872528038,0.333428887
7950534,WNT11,0.012237283,6.897746103,0.122197379,0.903727537,0.999903525,-5.034673318,0.043962484
7950544,THAP12,-0.06020673,9.263038939,-0.750266063,0.460153912,0.999903525,-4.869609822,0.337096881
7950553,NA,0.009533656,4.889352567,0.134111995,0.89439646,0.999903525,-5.033739174,0.048469928
7950555,LRRC32,-0.033329706,7.813485196,-0.267276088,0.791466774,0.999903525,-5.017415289,0.101567312
7950560,GDPD4,-0.068513431,5.349139256,-0.677029021,0.504654418,0.999903525,-4.900705994,0.29700592
7950578,PAK1,-0.11911747,9.348554355,-1.034802736,0.310746872,0.999903525,-4.721059921,0.507593234
7950597,CLNS1A,-0.052049742,10.45702938,-0.397865368,0.694133666,0.999903525,-4.990993358,0.158556891
7950606,RSF1,-0.008838486,8.955848925,-0.046173927,0.963541438,0.999903525,-5.038590563,0.016129603
7950626,RPS20P27,-0.079439046,9.029742848,-0.570169149,0.573692768,0.999903525,-4.940618441,0.241320625
7950628,INTS4,-0.078739379,10.34398657,-0.806282275,0.427744601,0.999903525,-4.843810256,0.368815463
7950641,NA,-0.012237723,6.844227564,-0.164187504,0.870914382,0.999903525,-5.030995793,0.060024538
7950644,NA,-0.056334243,11.70626305,-0.759833228,0.454517322,0.999903525,-4.865326252,0.342449561
7950654,ALG8,-0.169653423,10.64545903,-1.584941028,0.125650012,0.999903525,-4.321234577,0.900837466
7950669,KCTD21,0.042430195,8.04423542,0.426647068,0.673317313,0.999903525,-4.983797282,0.171780218
7950671,GAB2,0.120425497,9.184907603,1.057516493,0.300468741,0.999903525,-4.707372519,0.522200703
7950683,NARS2,-0.161598553,9.847948131,-1.415207769,0.169442949,0.999903525,-4.458989089,0.770976499
7950699,NA,-0.024803108,3.653516321,-0.540406911,0.59373709,0.999903525,-4.950563386,0.22640582
7950701,TENM4,0.017980729,6.666047857,0.307917673,0.760716292,0.999903525,-5.010291532,0.118777283
7950724,NA,0.02326017,3.040600084,0.593262541,0.558377752,0.999903525,-4.932548237,0.253071894
7950726,FAM181B,0.035449424,7.437626098,0.527933132,0.602238062,0.999903525,-4.954578182,0.2202318
7950731,PRCP,0.006734821,9.867329548,0.038724166,0.969420357,0.999903525,-5.038784193,0.013487865
7950743,RAB30,-0.072784214,6.49768567,-0.24850245,0.805792002,0.999903525,-5.020368833,0.093777048
7950751,SNORA70E,0.038971775,7.163937682,0.466394148,0.645004381,0.999903525,-4.973051661,0.190437336
7950753,CCDC90B,-0.068804953,8.897839024,-0.996024888,0.3288578,0.999903525,-4.743819721,0.482991853
7950762,NA,-0.098529624,6.885452976,-1.060764329,0.29901894,0.999903525,-4.705394032,0.524301302
7950764,DLG2,-0.012138974,5.508493303,-0.145550478,0.885452828,0.999903525,-5.032760823,0.052834571
7950794,NA,-0.036029024,6.568340505,-0.324574547,0.748225079,0.999903525,-5.007084117,0.125967739
7950796,CREBZF,0.045221471,9.250725245,0.836568152,0.410824232,0.999903525,-4.829144084,0.386343948
7950804,CCDC89,-0.013598424,5.420122769,-0.158392868,0.875429979,0.999903525,-5.031567267,0.057778585
7950810,SYTL2,0.092278331,6.448506876,0.602473656,0.552328487,0.999903525,-4.929243472,0.257802557
7950838,PICALM,0.000841085,11.29048353,0.014617765,0.988454091,0.999903525,-5.039177884,0.005043497
7950862,NA,-0.003484537,5.396434295,-0.049911011,0.96059312,0.999903525,-5.038480636,0.017460528
7950864,ME3,0.046487159,9.929420531,0.387697735,0.701547412,0.999903525,-4.993417583,0.153942973
7950883,OR7E13P,0.005363371,4.930609359,0.043541076,0.965618908,0.999903525,-5.038662877,0.015194239
7950885,FZD4,0.049880004,7.45279477,0.35210518,0.727733919,0.999903525,-5.001417202,0.138027383
7950893,NA,-0.051920358,3.496639318,-1.067161631,0.296177761,0.999903525,-4.701481438,0.528447554
7950895,NA,0.093547348,6.614149068,0.647941348,0.522976942,0.999903525,-4.912217103,0.281517459
7950897,NA,0.124457468,5.614280551,1.270643572,0.215646453,0.999903525,-4.566566512,0.666257681
7950899,RAB38,-0.048081827,9.708985378,-0.404240719,0.689500809,0.999903525,-4.989441876,0.16146522
7950906,CTSC,-0.133139766,10.71744979,-1.025058307,0.315230966,0.999903525,-4.726851604,0.501371127
7950921,GRM5,0.015632238,7.165091443,0.274650849,0.78585954,0.999903525,-5.016196715,0.10465507
7950933,NOX4,0.01363021,5.740398815,0.185175599,0.854597418,0.999903525,-5.02875465,0.068238424
7950951,UBTFL1,0.058793757,4.499530833,0.631078485,0.533762854,0.999903525,-4.918669825,0.272651653
7950955,NA,-0.038982829,5.706656188,-0.331789742,0.742835776,0.999903525,-5.005642959,0.129107188
7950965,NA,-0.02459088,5.513598653,-0.16209429,0.872545058,0.999903525,-5.03120459,0.059212137
7950971,NA,-0.042232463,4.829700739,-0.322735391,0.749600918,0.999903525,-5.007446462,0.12516989
7950977,NA,0.070591533,5.287477402,0.691871112,0.495445382,0.999903525,-4.894647673,0.305004215
7950983,CHORDC1,-0.149834761,9.039218583,-0.335546255,0.740035161,0.999903525,-5.004880251,0.130747645
7950990,SLC36A4,-0.060729995,8.128783503,-0.640657023,0.527621571,0.999903525,-4.915024428,0.277677457
7951004,SMCO4,-0.084796163,7.40837402,-0.695073779,0.493470791,0.999903525,-4.893324078,0.306738549
7951008,NA,-0.004305652,11.20776492,-0.031631326,0.97501926,0.999903525,-5.038936972,0.010986805
7951030,NA,0.003490949,9.461442499,0.012910996,0.989802107,0.999903525,-5.03919227,0.004451626
7951032,NA,0.039340604,8.989599697,0.177342245,0.860680067,0.999903525,-5.029622493,0.065158255
7951034,NA,0.068928887,10.4415807,0.329579173,0.744485528,0.999903525,-5.006087822,0.12814374
7951036,NA,-0.017297979,11.12163901,-0.08736735,0.931081157,0.999903525,-5.036906732,0.031012462
7951038,NA,0.026281068,9.220329161,0.182294213,0.856833787,0.999903525,-5.029078218,0.067103417
7951040,GPR83,0.077826083,6.417843342,0.640896152,0.527468744,0.999903525,-4.91493275,0.27780327
7951046,MRE11,-0.043359113,8.896610047,-0.248719163,0.805626233,0.999903525,-5.020335957,0.093866401
7951068,CWC15,-0.047275711,8.581102874,-0.330408792,0.743866235,0.999903525,-5.005921211,0.128505154
7951077,SESN3,0.230411411,9.682985059,1.568934277,0.129335755,0.999903525,-4.334726295,0.888281397
7951089,NA,0.041448312,6.463787853,0.383892842,0.704329578,0.999903525,-4.994308907,0.152224073
7951091,NA,0.130671616,7.743893192,0.678944196,0.503460753,0.999903525,-4.899931245,0.298034379
7951093,FAM76B,-0.041823776,8.252632044,-0.315179732,0.755262002,0.999903525,-5.0089137,0.121902365
7951108,NA,0.042681039,8.604475158,0.637447685,0.529674972,0.999903525,-4.916251676,0.275990548
7951112,MTMR2,0.018323181,10.46796254,0.200216653,0.842943942,0.999903525,-5.026983568,0.074201306
7951131,NA,0.004815462,7.608195332,0.039372434,0.968908707,0.999903525,-5.038768693,0.013717141
7951133,MAML2,0.075670364,7.846610786,0.371247273,0.713606133,0.999903525,-4.997209092,0.146541426
7951140,NA,0.133240813,6.889176425,1.093766542,0.284567899,0.999903525,-4.684989658,0.545814093
7951144,CCDC82,0.02118125,8.783127829,0.310878232,0.758491172,0.999903525,-5.009733659,0.12004947
7951157,NA,0.073723281,8.644981963,0.82996704,0.414475832,0.999903525,-4.832383313,0.382500788
7951159,NA,0.067177299,6.610166971,0.659267083,0.515799914,0.999903525,-4.907792215,0.287518735
7951161,NA,0.094699987,3.445224886,1.629604202,0.115822967,0.999903525,-4.283059688,0.936205314
7951163,NA,0.007086281,6.122113017,0.097093763,0.923432365,0.999903525,-5.036357668,0.034594908
7951165,PGR,0.000305859,5.18314297,0.005520684,0.995639324,0.999903525,-5.039233976,0.001897959
7951178,TRPC6,0.049488552,6.613108461,0.132056466,0.896005205,0.999903525,-5.033906522,0.047689467
7951195,ANGPTL5,0.034261748,4.193215616,0.643112559,0.526053381,0.999903525,-4.914081464,0.278970184
7951205,NA,-0.059185778,4.381005334,-0.812696649,0.424125416,0.999903525,-4.840745825,0.372505701
7951207,TMEM123,0.026848688,11.98935206,0.265094633,0.793127607,0.999903525,-5.017769439,0.100656933
7951217,MMP7,-0.022063796,5.574571972,-0.332651387,0.742193068,0.999903525,-5.005468764,0.129483106
7951224,MMP20,0.014018309,5.310413283,0.214776428,0.831697987,0.999903525,-5.025138099,0.08003435
7951235,MMP27,0.020402429,5.298755511,0.308620057,0.760188198,0.999903525,-5.010159656,0.119078877
7951246,MMP8,0.102603763,4.627737647,1.483736058,0.150478115,0.999903525,-4.40480554,0.822526658
7951259,MMP10,0.009873584,5.638241339,0.173167417,0.863925461,0.999903525,-5.030069748,0.063523727
7951271,MMP1,-0.004774432,5.297671611,-0.08128646,0.935866615,0.999903525,-5.037220612,0.028786045
7951284,MMP3,-0.057348592,5.939676519,-0.996003962,0.328867766,0.999903525,-4.743831795,0.482978692
7951297,MMP12,-0.036022784,4.884582197,-0.699531004,0.490730168,0.999903525,-4.891472379,0.309157243
7951309,MMP13,0.018881538,5.088326455,0.37620793,0.709961631,0.999903525,-4.996082787,0.148765122
7951325,DCUN1D5,-0.210656367,8.638505903,-1.045934961,0.305679058,0.999903525,-4.714384267,0.514734314
7951335,NA,0.135144152,3.820512647,1.264642258,0.21775546,0.999903525,-4.570827968,0.662030947
7951337,NA,0.002736603,3.444361814,0.041562716,0.967180112,0.999903525,-5.038714421,0.014492642
7951339,NA,-0.013713915,3.800391283,-0.225302552,0.823590192,0.999903525,-5.023723679,0.084288834
7951341,NA,0.12537639,6.099032728,1.209718359,0.237792669,0.999903525,-4.60904752,0.623801539
7951343,NA,0.03239271,3.185744071,0.89360487,0.380123615,0.999903525,-4.800175224,0.420075149
7951345,NA,-0.019527525,7.911138845,-0.15534326,0.877808193,0.999903525,-5.031859802,0.05660037
7951347,NA,-0.028531517,5.777304422,-0.370006224,0.714518998,0.999903525,-4.997488568,0.145986219
7951349,NA,0.240836753,5.759250315,2.466763019,0.020899697,0.999903525,-3.4491338,1.67986001
7951351,PDGFD,0.009896786,7.596096879,0.059273794,0.953209091,0.999903525,-5.03816769,0.020811824
7951363,CASP12,0.0291798,5.241023815,0.575385182,0.570215195,0.999903525,-4.938822602,0.243961214
7951372,CASP4,0.038335137,9.687328313,0.381996329,0.705717895,0.999903525,-4.994749951,0.15136887
7951385,CASP5,0.012021808,4.991977646,0.193991544,0.847762754,0.999903525,-5.02773327,0.071725668
7951397,CASP1,0.070211507,6.550810136,0.29732635,0.768693692,0.999903525,-5.012244054,0.114246683
7951408,CARD16,0.053077526,7.353601754,0.524973493,0.604263595,0.999903525,-4.955517442,0.21877357
7951413,CARD17,0.019677274,6.052575973,0.242352403,0.810500152,0.999903525,-5.021289961,0.091246899
7951417,CARD18,-0.045531228,5.301178739,-0.553443595,0.584915259,0.999903525,-4.946270558,0.232907049
7951420,NA,-0.132642389,5.326488376,-1.633555864,0.114985217,0.999903525,-4.279645038,0.939357991
7951422,MSANTD4,-0.092528338,8.332648991,-0.569332305,0.574251691,0.999903525,-4.940905093,0.240897717
7951429,KBTBD3,0.087267133,6.1900361,1.053606413,0.302220747,0.999903525,-4.709747362,0.519675725
7951435,NA,0.008410421,3.975906472,0.085771772,0.932336575,0.999903525,-5.03699128,0.030427278
7951437,GUCY1A2,0.094420597,6.285639195,1.140683547,0.264897985,0.999903525,-4.655050577,0.576921345
7951447,CWF19L2,-0.040500075,7.457950456,-0.389139115,0.70049457,0.999903525,-4.993077673,0.154595227
7951467,ALKBH8,-0.05346768,7.332939781,-0.570880998,0.573217544,0.999903525,-4.940374285,0.241680526
7951479,SLN,0.116561339,5.97069659,2.233778812,0.034757593,0.999903525,-3.700229069,1.458950307
7951485,SLC35F2,-0.087382466,8.888646418,-0.581228481,0.566332127,0.999903525,-4.936792108,0.246928801
7951497,NPAT,-0.050808204,10.5747804,-0.405890989,0.688303587,0.999903525,-4.989036328,0.162219967
7951521,C11orf65,0.02663093,5.864313793,0.298474214,0.767827844,0.999903525,-5.012035711,0.114736143
7951535,POGLUT3,-0.092251357,8.493277674,-0.488611037,0.629410039,0.999903525,-4.96663886,0.201066334
7951545,EXPH5,-0.032981722,6.379574494,-0.23122493,0.819037162,0.999903525,-5.022898302,0.086696393
7951552,NA,-0.048064183,6.690227041,-0.557474589,0.582200656,0.999903525,-4.944923199,0.23492731
7951554,RDX,-0.031211925,9.518682477,-0.169463756,0.866806626,0.999903525,-5.030457639,0.062077778
7951565,ARHGAP20,0.076263648,6.034715613,1.425210942,0.166561312,0.999903525,-4.451204349,0.778425867
7951589,NA,-0.036479979,7.259660193,-0.417688796,0.679768929,0.999903525,-4.986089853,0.16763869
7951591,NA,0.023513738,5.207227609,0.254728153,0.801033534,0.999903525,-5.019413031,0.096349302
7951593,COLCA1,0.059222471,6.012666262,0.59287806,0.558630995,0.999903525,-4.932685118,0.252874972
7951596,POU2AF1,-0.042426642,7.25527186,-0.55561331,0.583453326,0.999903525,-4.945546504,0.23399388
7951604,BTG4,-0.086975418,4.535670768,-1.658136688,0.109887004,0.999903525,-4.258271345,0.959053667
7951612,LAYN,0.118495563,7.189303298,1.677118026,0.106081058,0.999903525,-4.241610936,0.974362157
7951614,PPP2R1B,-0.051874313,9.450009417,-1.016899029,0.319020175,0.999903525,-4.731663845,0.496181851
7951633,ALG9,-0.026794326,10.16775838,-0.287342202,0.776237667,0.999903525,-5.014022689,0.110005287
7951652,NA,0.094867932,6.266374672,1.049112044,0.304243455,0.999903525,-4.712467537,0.516778756
7951654,FDXACB1,-0.289622538,7.101362792,-3.007347122,0.005964445,0.999903525,-2.831526106,2.224429962
7951660,NA,0.027036371,7.789296911,0.339096496,0.737391687,0.999903525,-5.004151632,0.132301763
7951662,CRYAB,-0.038512414,5.859435891,-0.16388692,0.871148511,0.999903525,-5.03102594,0.059907801
7951668,NA,-0.076600722,6.11049224,-0.463582777,0.646989787,0.999903525,-4.973842415,0.189102575
7951670,NA,0.051063686,4.030154059,0.687822112,0.497948173,0.999903525,-4.896312758,0.302815857
7951672,PIH1D2,-0.053929484,5.859751717,-0.320747647,0.751088864,0.999903525,-5.007835793,0.124308677
7951679,TIMM8B,-0.014254844,9.149483512,-0.10086045,0.920472241,0.999903525,-5.036129498,0.035989304
7951686,IL18,0.127182991,9.099327414,0.886077791,0.384087414,0.999903525,-4.804098311,0.415569924
7951695,PLET1,0.083417354,6.238251019,0.783783224,0.440589349,0.999903525,-4.854380673,0.355966006
7951701,NA,-0.000319462,7.329226085,-0.002310356,0.998175089,0.999903525,-5.039241674,0.000793273
7951703,DRD2,-0.003137193,7.442798541,-0.045849289,0.963797582,0.999903525,-5.038599709,0.016014168
7951715,NA,0.059830233,4.011398649,0.879052602,0.387811048,0.999903525,-4.807732474,0.411379823
7951717,TMPRSS5,0.053338986,6.19767772,0.835982777,0.411147228,0.999903525,-4.82943229,0.386002633
7951734,ZW10,-0.045666838,8.142628237,-0.33427279,0.740984168,0.999903525,-5.00513976,0.130191071
7951752,USP28,-0.019580847,8.317875178,-0.148297261,0.883307404,0.999903525,-5.032513998,0.053888129
7951781,C11orf71,0.010469496,9.127613315,0.096761575,0.923693475,0.999903525,-5.036377374,0.034472124
7951789,NXPE1,-0.00720053,5.306659334,-0.076712011,0.939468186,0.999903525,-5.037441826,0.027117922
7951796,NXPE4,-0.192133134,5.039060627,-3.418374438,0.00218226,0.999903525,-2.3444831,2.661093508
7951807,NA,-0.027965927,5.902196354,-0.577357301,0.568903151,0.999903525,-4.938139516,0.244961661
7951824,NA,0.015556619,6.413790476,0.20414338,0.839907485,0.999903525,-5.026498542,0.075768548
7951826,BUD13,0.020570002,8.205472202,0.250548801,0.80422707,0.999903525,-5.020057257,0.094621313
7951838,ZPR1,-0.061282481,9.54494004,-0.357133573,0.724012956,0.999903525,-5.000333036,0.140253662
7951853,APOA5,0.059053986,7.043022866,0.932557837,0.360039245,0.999903525,-4.779391554,0.443650158
7951859,APOA4,0.043966857,6.754437245,0.996775025,0.328500694,0.999903525,-4.74338677,0.483463709
7951865,APOA1,0.023352709,7.267374232,0.374486894,0.711225252,0.999903525,-4.996475211,0.147992832
7951873,SIK3,0.122702744,10.23726992,1.161496514,0.256497603,0.999903525,-4.641423589,0.590916689
7951896,PCSK7,0.001143928,9.078497687,0.014335682,0.988676879,0.999903525,-5.039180385,0.004945622
7951910,BACE1,0.05107146,8.985530143,0.590260641,0.560356568,0.999903525,-4.933614696,0.251535533
7951928,DSCAML1,-0.032994025,7.209810417,-0.688174271,0.497730211,0.999903525,-4.896168306,0.303005998
7951966,NA,0.051814606,7.810662647,0.733529451,0.470113664,0.999903525,-4.876980972,0.327797126
7951977,NA,0.024840396,8.974804283,0.171785576,0.865000205,0.999903525,-5.030215448,0.06298379
7951987,TMPRSS13,0.084732826,6.709268934,1.148499806,0.261719931,0.999903525,-4.649957722,0.582163203
7952004,SCN4B,0.02768505,7.183537468,0.335466208,0.740094801,0.999903525,-5.004896592,0.130712647
7952011,SCN2B,0.009249585,6.734169736,0.122063268,0.90383265,0.999903525,-5.03468334,0.043911974
7952022,JAML,-0.207188495,7.911526695,-0.528707954,0.601708322,0.999903525,-4.954331443,0.220613982
7952036,MPZL3,-0.147456293,7.861897388,-1.480129603,0.151431531,0.999903525,-4.40770639,0.819783687
7952046,MPZL2,-0.473524777,7.731905206,-1.347312363,0.190061654,0.999903525,-4.510675745,0.721105496
7952056,CD3D,0.046170502,7.030596527,0.318495443,0.752775963,0.999903525,-5.00827405,0.123334257
7952065,NA,-0.041021907,5.565539323,-0.444745257,0.660361241,0.999903525,-4.979020386,0.180218425
7952069,IFT46,-0.001200912,9.633979943,-0.013749644,0.989139734,0.999903525,-5.039185424,0.004742352
7952086,TREH,0.06160265,6.237694145,1.029158678,0.313338627,0.999903525,-4.724420414,0.503986064
7952103,DDX6,-0.131752221,10.67890205,-0.919240205,0.366824994,0.999903525,-4.786587765,0.435541081
7952116,BCL9L,0.140908386,8.618221255,1.296634675,0.206692536,0.999903525,-4.54791895,0.684675206
7952126,RPL23AP64,0.025697554,5.825928375,0.367084839,0.716669561,0.999903525,-4.998142807,0.144681041
7952129,RPS25,0.03172177,13.05191725,0.448976022,0.657347866,0.999903525,-4.977875723,0.182204743
7952132,SLC37A4,-0.012786873,9.14056462,-0.070399295,0.944440478,0.999903525,-5.037726078,0.024825408
7952145,HYOU1,-0.033765564,8.988260218,-0.248061285,0.806129488,0.999903525,-5.020435672,0.093595192
7952179,H2AX,-0.011784661,9.621937022,-0.078163844,0.938324977,0.999903525,-5.037373004,0.027646723
7952185,DPAGT1,-0.062149035,10.90997799,-0.671030112,0.508403565,0.999903525,-4.903119299,0.293791413
7952200,CCDC153,-0.081298474,6.976590341,-1.366588038,0.184017468,0.999903525,-4.496207798,0.735140949
7952205,MCAM,0.021967031,6.719285466,0.364300729,0.718721292,0.999903525,-4.998761551,0.143439489
7952223,NA,0.143301577,5.609198755,1.453980997,0.158491077,0.999903525,-4.428576237,0.799995183
7952225,NA,0.026580754,5.385536606,0.438268222,0.664985861,0.999903525,-4.980752263,0.177187589
7952227,NA,0.076847127,7.417004398,1.292985028,0.207932282,0.999903525,-4.550556132,0.68207808
7952243,NA,0.089136267,8.245839941,1.154165278,0.259433919,0.999903525,-4.646247649,0.585973244
7952249,USP2,-0.145469423,7.122080006,-1.051987161,0.302948401,0.999903525,-4.710728577,0.518631335
7952268,THY1,-0.00918635,6.836794864,-0.15129386,0.880967893,0.999903525,-5.032239475,0.055039919
7952274,NECTIN1,0.09880863,7.409065193,0.842513661,0.407552711,0.999903525,-4.826206315,0.389816214
7952290,TRIM29,0.047952697,7.375820715,0.910619115,0.371262552,0.999903525,-4.791196154,0.430318854
7952305,BMPR1A,-0.024835203,4.848348495,-0.33828921,0.737992496,0.999903525,-5.004317977,0.131948054
7952307,MIR125B1,0.003138291,5.253460368,0.067431084,0.946779235,0.999903525,-5.037851305,0.023751276
7952309,BLID,-0.071229048,5.461126279,-1.007384742,0.323478476,0.999903525,-4.737232185,0.490154612
7952313,MIRLET7A2,-0.092632091,5.615228442,-1.000002865,0.326967112,0.999903525,-4.741520469,0.485495929
7952315,MIR100,0.045476701,3.634592037,0.832774444,0.41292035,0.999903525,-4.831008587,0.384133713
7952319,NA,0.049560243,4.192430572,0.786492805,0.439030114,0.999903525,-4.853122407,0.35750569
7952321,BSX,0.073720911,7.56844862,1.358776374,0.186448494,0.999903525,-4.502090951,0.72944112
7952325,HSPA8,-0.127048971,13.30552977,-0.973760774,0.339578341,0.999903525,-4.756537229,0.469060018
7952335,SNORD14E,-0.073061603,8.399075085,-0.164015844,0.871048089,0.999903525,-5.031013016,0.059957868
7952339,SNORD14C,0.095351903,10.92775401,0.390483916,0.699512824,0.999903525,-4.99275942,0.155204319
7952341,CLMP,-0.008297517,6.600821739,-0.156407417,0.876978183,0.999903525,-5.031758366,0.057011211
7952350,SCN3B,-0.024368821,6.391000318,-0.295251304,0.770259702,0.999903525,-5.012618666,0.113362823
7952361,ZNF202,-0.0955596,8.145376503,-0.901164067,0.376169854,0.999903525,-4.796204968,0.424616011
7952373,OR6X1,-0.035765796,5.637009604,-0.386523228,0.702405769,0.999903525,-4.993693642,0.15341193
7952375,OR6M1,-0.038846555,4.844800636,-0.422397086,0.676374945,0.999903525,-4.984890866,0.169812488
7952377,TMEM225,-0.039860493,4.278393121,-0.556507081,0.582851638,0.999903525,-4.945247449,0.234441979
7952382,OR6T1,0.071033109,5.990360352,0.755540592,0.457041249,0.999903525,-4.867254508,0.340044602
7952384,OR10S1,-0.020478971,7.108204928,-0.258191164,0.798390038,0.999903525,-5.018871211,0.097784891
7952386,NA,-0.061369753,7.014518986,-0.639297183,0.528491098,0.999903525,-4.915545148,0.276962324
7952388,OR10G7,-0.07354759,7.335975167,-0.78057572,0.442439465,0.999903525,-4.855864934,0.354146141
7952390,NA,0.105871915,5.601230969,1.1339302,0.267666514,0.999903525,-4.659426831,0.572405957
7952392,OR8D1,0.051597499,4.692673583,0.889592912,0.382233002,0.999903525,-4.80227001,0.417671819
7952394,OR8D2,0.082525778,5.949015099,0.764411071,0.45183491,0.999903525,-4.863258623,0.345020217
7952396,NA,-0.068891014,5.616127678,-0.560112966,0.580427276,0.999903525,-4.944036214,0.236252187
7952398,NA,-0.026407266,4.954971838,-0.142353044,0.887951362,0.999903525,-5.033042346,0.051610822
7952400,NA,-0.01728285,5.061305436,-0.090250147,0.928813404,0.999903525,-5.036750028,0.032071526
7952402,OR8B4,-0.007320077,5.449385118,-0.066717756,0.947341364,0.999903525,-5.037880597,0.0234935
7952404,OR8B8,0.0301185,6.189868192,0.139520942,0.890165408,0.999903525,-5.033286491,0.050529286
7952406,OR8B12,0.025359202,6.177405921,0.203774172,0.840192879,0.999903525,-5.026544546,0.075621004
7952408,SIAE,0.046195,8.506502832,0.619444244,0.5412734,0.999903525,-4.923026995,0.266583315
7952426,NA,0.029401774,7.614517777,0.615619887,0.543754417,0.999903525,-4.924442326,0.264597202
7952436,NA,-0.155952851,8.356394343,-0.605865546,0.550109542,0.999903525,-4.928014225,0.259550822
7952445,MSANTD2,-0.068573131,8.816628832,-0.721414264,0.477401498,0.999903525,-4.882219212,0.321116223
7952451,NA,-0.063412917,8.713752417,-0.439348936,0.664213282,0.999903525,-4.980465021,0.177692444
7952453,ROBO4,0.00613068,7.820022206,0.050026156,0.960502286,0.999903525,-5.038477113,0.017501597
7952475,HEPACAM,0.061670027,6.981068371,1.053082933,0.302455851,0.999903525,-4.710064719,0.51933801
7952484,TMEM218,-0.024539739,9.599838345,-0.316126921,0.754551547,0.999903525,-5.008731648,0.122311086
7952488,NA,0.073198218,6.388092752,0.869494501,0.392914593,0.999903525,-4.812634428,0.405701841
7952490,FEZ1,0.099483721,6.25461972,1.39124365,0.176507723,0.999903525,-4.477462717,0.753236288
7952503,ACRV1,-0.007536048,5.682673852,-0.146016416,0.885088835,0.999903525,-5.032719279,0.053013138
7952517,PATE2,-0.005501856,5.184147935,-0.096413047,0.923967439,0.999903525,-5.036397978,0.034343333
7952522,PUS3,-0.074163156,7.418915568,-0.358316131,0.723138875,0.999903525,-5.000075865,0.140778291
7952526,CDON,0.026112233,6.027124039,0.311170108,0.758271916,0.999903525,-5.009678374,0.120175029
7952549,RPUSD4,0.007778915,8.276361704,0.137709566,0.891581961,0.999903525,-5.033440077,0.049838727
7952557,SRPRA,-0.05600041,10.94670998,-0.694330554,0.493928624,0.999903525,-4.893631752,0.306335805
7952577,KIRREL3,0.009571324,6.651151553,0.133312247,0.895022323,0.999903525,-5.033804591,0.048166133
7952599,NA,0.075111604,4.578809479,1.367295595,0.183798509,0.999903525,-4.495673587,0.735658016
7952601,ETS1,0.018099169,7.920157229,0.294074225,0.771148471,0.999903525,-5.012830012,0.112861998
7952617,KCNJ1,0.038443887,5.240782398,0.460937788,0.648860132,0.999903525,-4.974582112,0.187848909
7952626,C11orf45,0.076271589,6.379769188,0.982515587,0.335334675,0.999903525,-4.75156702,0.474521536
7952631,TP53AIP1,0.076593976,5.815234487,1.191984934,0.244549072,0.999903525,-4.621083287,0.611633981
7952641,ARHGAP32,-0.064775451,6.594424268,-0.231036125,0.819182213,0.999903525,-5.022924944,0.086619486
7952671,NA,-0.015966702,7.263555278,-0.19363784,0.848036737,0.999903525,-5.02777516,0.071585334
7952673,LOC399975,0.228665324,4.78245824,1.651375939,0.111269977,0.999903525,-4.264172794,0.953622002
7952675,NA,-0.054309963,4.869301636,-0.858336706,0.398926684,0.999903525,-4.818294656,0.399106913
7952677,NFRKB,0.021525893,9.089982247,0.384237162,0.704077635,0.999903525,-4.994228603,0.152379451
7952707,PRDM10,0.099846115,8.522011052,1.108259954,0.278382457,0.999903525,-4.675857035,0.555358136
7952733,NA,-0.023561775,7.320609168,-0.373073546,0.712263591,0.999903525,-4.996796153,0.147359255
7952735,NA,-0.034731826,4.417435795,-0.334622034,0.740723864,0.999903525,-5.005068688,0.130343663
7952737,NA,0.053297985,4.876599272,0.442958475,0.661635644,0.999903525,-4.979500631,0.179381106
