,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B, -log10
7892501,NA,-0.133494367,5.102031315,-0.376956974,0.709411931,0.999903525,-4.99591144,0.149101512
7892502,NA,-0.13811345,6.399440628,-1.338390487,0.192911292,0.999903525,-4.517316328,0.71464235
7892503,NA,-0.267238532,4.923491029,-1.219870999,0.233988026,0.999903525,-4.602089578,0.630806366
7892504,NA,0.122318645,9.527970855,1.582610695,0.126181138,0.999903525,-4.323205043,0.89900556
7892505,NA,-0.237285205,5.191252977,-1.226647505,0.231474162,0.999903525,-4.59741828,0.635497479
7892506,NA,-0.242545298,6.621062441,-0.64484946,0.524945666,0.999903525,-4.91341239,0.279885646
7892507,NA,0.082601956,7.907406845,0.419950345,0.678137819,0.999903525,-4.985515583,0.168682035
7892508,NA,-0.089020656,8.518164017,-0.501775209,0.620251391,0.999903525,-4.962702118,0.207432253
7892509,NA,-0.127451857,12.00105288,-1.000904926,0.326539417,0.999903525,-4.740997948,0.486064387
7892510,NA,-0.223115732,5.244242931,-1.057713435,0.300380686,0.999903525,-4.707252699,0.522327995
7892511,NA,-0.148452453,5.283726733,-1.001248382,0.326376675,0.999903525,-4.74079889,0.486280886
7892512,NA,-0.054487099,8.844784669,-0.562881799,0.578569102,0.999903525,-4.943101026,0.237644763
7892513,NA,-0.221939168,4.622011192,-0.874328499,0.390328102,0.999903525,-4.810161401,0.40857018
7892514,NA,0.005475235,11.08893122,0.044724823,0.964684833,0.999903525,-5.038630889,0.01561455
7892515,NA,0.17425679,11.16764073,1.801191577,0.083845616,0.999903525,-4.129483531,1.07651964
7892516,NA,-0.138796907,6.002549107,-0.652170721,0.520290468,0.999903525,-4.910573256,0.283754131
7892517,NA,-0.067576912,8.407444199,-0.544611425,0.590884868,0.999903525,-4.949189692,0.228497132
7892518,NA,-0.073856554,4.595061796,-0.599853754,0.55404559,0.999903525,-4.930188413,0.256454498
7892519,NA,-0.10756744,7.614413319,-0.662691772,0.513640441,0.999903525,-4.906439848,0.28934079
7892520,NA,0.035994512,10.81003387,0.270764709,0.788812831,0.999903525,-5.016842943,0.103026034
7892521,NA,0.005923131,9.41660206,0.048646314,0.961590822,0.999903525,-5.038518794,0.01700969
7892522,NA,-0.028586104,8.958255757,-0.330409703,0.743865555,0.999903525,-5.005921028,0.128505551
7892524,NA,0.074264449,7.920638514,0.591441554,0.559577694,0.999903525,-4.933195783,0.252139606
7892525,NA,0.036802189,8.584328683,0.357873309,0.72346614,0.999903525,-5.000172264,0.14058179
7892526,NA,-0.254612897,8.142280632,-1.551494446,0.133452436,0.999903525,-4.349310234,0.874673494
7892527,NA,-0.312008074,11.0616733,-1.719732946,0.097939147,0.999903525,-4.20372147,1.009043683
7892528,NA,-0.027643795,3.388302596,-0.331163802,0.74330279,0.999903525,-5.005769224,0.128834237
7892529,NA,0.128510292,8.135061824,1.491797063,0.148364636,0.999903525,-4.398302134,0.828669605
7892530,NA,-0.092421919,9.33205831,-0.577979252,0.568489686,0.999903525,-4.937923623,0.24527741
7892531,NA,0.034054175,8.680221844,0.211913095,0.833906816,0.999903525,-5.025511208,0.078882476
7892532,NA,-0.041802814,5.864669961,-0.256998777,0.799299974,0.999903525,-5.019058591,0.097290201
7892533,NA,-0.066308723,8.119390786,-0.257301666,0.799068805,0.999903525,-5.019011074,0.097415824
7892534,NA,0.03036671,7.352712439,0.181424747,0.857508859,0.999903525,-5.029174862,0.066761385
7892535,NA,0.05597932,8.395093684,0.230094005,0.819906104,0.999903525,-5.023057559,0.08623588
7892536,NA,-0.033684049,12.61204047,-0.531863363,0.5995533,0.999903525,-4.953322994,0.222172202
7892537,NA,-0.02315227,4.183526338,-0.159832054,0.874308054,0.999903525,-5.031427244,0.058335521
7892538,NA,-0.01543362,6.741768109,-0.094579472,0.925408898,0.999903525,-5.036505146,0.033666329
7892539,NA,-0.280517724,7.348029946,-1.579653555,0.126857794,0.999903525,-4.325702445,0.896682845
7892540,NA,0.075840911,7.156746669,0.417127461,0.68017403,0.999903525,-4.986231921,0.167379954
7892541,NA,-0.052204372,10.83566004,-0.488991154,0.629144723,0.999903525,-4.966526613,0.201249442
7892542,NA,-0.145201386,10.61776469,-0.952036071,0.350266083,0.999903525,-4.768698206,0.455601914
7892543,NA,0.051007213,7.437321231,0.432146382,0.669369351,0.999903525,-4.982366314,0.174334177
7892544,NA,0.046019776,6.376625647,0.26638874,0.792142229,0.999903525,-5.017559693,0.101196834
7892545,NA,-0.066541544,7.484144124,-0.698959849,0.491080869,0.999903525,-4.891710284,0.308846984
7892547,NA,-0.246346724,5.682818926,-1.61388969,0.119204955,0.999903525,-4.296579411,0.923705692
7892548,NA,-0.053816701,8.784156759,-0.358799376,0.722781797,0.999903525,-4.999970533,0.140992794
7892549,NA,0.201759375,7.60135086,0.691932431,0.495407534,0.999903525,-4.894622385,0.305037393
7892550,NA,0.112706061,7.167200004,0.716700069,0.480254945,0.999903525,-4.884235286,0.318528155
7892551,NA,-0.019833076,12.08741243,-0.168774725,0.867342847,0.999903525,-5.03052888,0.061809199
7892552,NA,0.018616301,6.795599338,0.065534367,0.94827398,0.999903525,-5.037928504,0.023066166
7892553,NA,-0.458073279,5.629687391,-1.668065329,0.107882159,0.999903525,-4.249573517,0.967050371
7892554,NA,-0.04230299,5.738627271,-0.198798822,0.844040933,0.999903525,-5.027156394,0.073636491
7892555,NA,-0.085346157,8.914814815,-0.857941102,0.399140919,0.999903525,-4.81849411,0.398873747
7892556,NA,0.026975897,12.93007832,0.3072948,0.761184703,0.999903525,-5.01040823,0.118509948
7892557,NA,-0.080149078,6.093462308,-0.436064194,0.666562647,0.999903525,-4.981335925,0.176159027
7892558,NA,-0.100194404,5.435835472,-0.618970425,0.541580459,0.999903525,-4.923202803,0.266337014
7892559,NA,-0.072447965,7.578286565,-0.881495045,0.386513814,0.999903525,-4.806471984,0.41283498
7892560,NA,0.041195232,6.88389283,0.385882536,0.702874172,0.999903525,-4.993843885,0.153122415
7892561,NA,-0.102129183,11.39429776,-1.009587909,0.322442278,0.999903525,-4.735946891,0.491548019
7892562,NA,0.01605051,8.971074288,0.087569432,0.930922169,0.999903525,-5.036895913,0.031086627
7892563,NA,0.104877474,9.009258633,0.658735579,0.516135508,0.999903525,-4.908001502,0.287236262
7892564,NA,-0.119694554,12.40047674,-1.656552777,0.110209708,0.999903525,-4.259655483,0.957780148
7892565,NA,0.008819585,7.775285,0.092739174,0.926855903,0.999903525,-5.03661064,0.03298778
7892566,NA,0.151111892,5.712527449,0.571927693,0.57251914,0.999903525,-4.940014748,0.24220999
7892567,NA,0.053308015,7.586858621,0.321893583,0.750230942,0.999903525,-5.007611633,0.124805028
7892568,NA,-0.068034007,11.917806,-0.428046457,0.672311778,0.999903525,-4.983434851,0.17242928
7892569,NA,-0.002281742,10.26378848,-0.022864276,0.981941514,0.999903525,-5.039083247,0.007914379
7892570,NA,-0.365674823,8.325657374,-2.014807507,0.054888761,0.999903525,-3.924336684,1.260516572
7892571,NA,-0.294184582,3.751449205,-2.340507126,0.027607769,0.999903525,-3.586655485,1.558968688
7892572,NA,-0.071761342,9.265965219,-0.757923299,0.455639266,0.999903525,-4.866185456,0.341378856
7892573,NA,-0.014102042,7.858359839,-0.115503829,0.90897596,0.999903525,-5.035160078,0.041447603
7892574,NA,-0.116524031,11.01978784,-1.034220046,0.311013747,0.999903525,-4.721407609,0.507220414
7892575,NA,-0.089914923,8.471105849,-0.610148157,0.547314568,0.999903525,-4.926452725,0.261762992
7892576,NA,0.013497899,7.862391023,0.107283574,0.915427224,0.999903525,-5.035720409,0.038376176
7892577,NA,-0.011027496,4.248161881,-0.083415893,0.934190533,0.999903525,-5.037113269,0.029564538
7892578,NA,0.112401354,6.61820942,0.689404309,0.496969327,0.999903525,-4.895663207,0.303670415
7892579,NA,0.041606337,11.85980208,0.435610823,0.666887187,0.999903525,-4.981455627,0.175947627
7892580,NA,-0.101754784,5.008565795,-0.88118732,0.386677099,0.999903525,-4.80663097,0.412651548
7892581,NA,-0.017024902,4.895573174,-0.069236213,0.945356852,0.999903525,-5.03777579,0.024404224
7892582,NA,-0.198909129,4.438243689,-1.497705823,0.146830776,0.999903525,-4.393518005,0.833182906
7892583,NA,-0.0037206,7.577554854,-0.026527641,0.979048801,0.999903525,-5.039027849,0.00919566
7892584,NA,0.134478249,7.900612147,1.356993851,0.187006737,0.999903525,-4.503429623,0.728142748
7892585,NA,-0.249913689,5.171419548,-1.815543884,0.081551826,0.999903525,-4.116164353,1.08856631
7892586,NA,0.092662487,3.943941464,0.822917066,0.418398158,0.999903525,-4.835816629,0.378410236
7892587,NA,0.079430791,6.32243295,0.331054062,0.743384677,0.999903525,-5.005791336,0.128786395
7892588,NA,-0.059118963,3.823122344,-0.485296478,0.631725707,0.999903525,-4.967614032,0.19947145
7892589,NA,-0.05069961,7.999706894,-0.231082329,0.819146716,0.999903525,-5.022918426,0.086638306
7892590,NA,-0.148516673,4.963158783,-0.539678193,0.59423211,0.999903525,-4.950800425,0.226043884
7892591,NA,-0.242494829,4.453687898,-1.707541708,0.100212494,0.999903525,-4.214628708,0.999078129
7892592,NA,0.009539314,7.683828843,0.093515974,0.926245083,0.999903525,-5.036566363,0.033274084
7892593,NA,-0.035037391,6.008277154,-0.317933077,0.753197421,0.999903525,-5.008383005,0.123091176
7892594,NA,-0.37160019,5.776388262,-1.626597102,0.116463876,0.999903525,-4.285654135,0.93380876
7892595,NA,-0.069607448,6.47279093,-0.411253943,0.68441866,0.999903525,-4.987707207,0.164678158
7892596,NA,0.022499196,5.957533277,0.133118875,0.895173661,0.999903525,-5.033820349,0.048092705
7892597,NA,0.261583937,7.919734833,1.794378921,0.084953679,0.999903525,-4.13578114,1.070817809
7892598,NA,-0.162421255,11.04025546,-1.650452074,0.11146009,0.999903525,-4.264977896,0.952880611
7892599,NA,0.073835042,11.92255119,0.734867071,0.469313041,0.999903525,-4.876397598,0.328537378
7892600,NA,0.140658877,4.310110316,0.858044811,0.39908475,0.999903525,-4.81844183,0.398934867
7892601,NA,0.028403601,6.374300737,0.531073266,0.600092557,0.999903525,-4.953576049,0.22178176
7892602,NA,0.07740407,4.424909967,0.58305942,0.565118183,0.999903525,-4.936151811,0.247860719
7892603,NA,0.164719076,6.482474746,0.75005353,0.460279597,0.999903525,-4.869704403,0.336978276
7892604,NA,-0.254038468,5.800435315,-0.932254752,0.360192741,0.999903525,-4.779556368,0.443465044
7892605,NA,0.037624375,8.981619717,0.219420202,0.828118697,0.999903525,-5.024522399,0.08190741
7892606,NA,-0.023305073,12.75309192,-0.217019934,0.829968289,0.999903525,-5.024842277,0.080938501
7892608,NA,-0.004017353,10.3467554,-0.020384047,0.983900131,0.999903525,-5.039116089,0.007048982
7892609,NA,-0.490045709,3.657790364,-2.38790011,0.024886822,0.999903525,-3.535414607,1.604030558
7892610,NA,-0.02220534,7.884180507,-0.07139079,0.943659357,0.999903525,-5.037683047,0.025184749
7892611,NA,0.009429927,3.278610414,0.142890894,0.887530993,0.999903525,-5.032995426,0.051816472
7892612,NA,-0.11218115,6.501600982,-0.758787737,0.455131267,0.999903525,-4.865796829,0.341863328
7892613,NA,0.038689453,11.66493735,0.277767295,0.78349354,0.999903525,-5.015671883,0.10596458
7892614,NA,-0.079594489,5.759868199,-0.482271189,0.633842634,0.999903525,-4.968498459,0.198018552
7892615,NA,-0.211619245,7.191767791,-1.465748019,0.15528215,0.999903525,-4.419220202,0.808878464
7892616,NA,0.031747683,3.817393702,0.239892648,0.81238526,0.999903525,-5.021651954,0.090237965
7892617,NA,0.044561297,12.96893649,0.425349317,0.67425037,0.999903525,-4.98413235,0.171178807
7892618,NA,-0.465630941,7.071842528,-3.440045071,0.002067653,0.999903525,-2.318652805,2.684522344
7892619,NA,0.09395075,5.826059311,0.368128101,0.715901294,0.999903525,-4.997909757,0.145146853
7892620,NA,0.002831806,12.6860588,0.060877665,0.951944596,0.999903525,-5.038108699,0.021388327
7892621,NA,-0.014582643,13.05832071,-0.129465703,0.898033493,0.999903525,-5.034113769,0.046707466
7892622,NA,-0.036945016,11.97105002,-0.439164865,0.664344843,0.999903525,-4.980513994,0.177606432
7892623,NA,-0.200842085,11.06432101,-1.653932399,0.110745325,0.999903525,-4.261943289,0.955674598
7892624,NA,0.067126184,5.082484244,0.516166748,0.610309919,0.999903525,-4.958282042,0.214449572
7892625,NA,-0.072828285,8.68321671,-0.561769683,0.57931509,0.999903525,-4.943477183,0.237085159
7892626,NA,0.159563728,6.231723889,0.828102058,0.415511183,0.999903525,-4.833294186,0.381417283
7892627,NA,0.0337171,8.443298338,0.515361311,0.610864317,0.999903525,-4.95853262,0.214055243
7892628,NA,-0.064196904,11.30593291,-0.410849522,0.684711316,0.999903525,-4.987808033,0.164492495
7892629,NA,-0.062620655,7.09841343,-0.315106996,0.755316568,0.999903525,-5.008927658,0.121870989
7892630,NA,-0.115416996,10.93445054,-1.004939727,0.324631116,0.999903525,-4.73865565,0.488609855
7892631,NA,-0.097060929,3.368622247,-1.478587724,0.151840635,0.999903525,-4.408944945,0.818611989
7892632,NA,-0.19120686,6.257374418,-0.965539433,0.343596565,0.999903525,-4.7611683,0.463951187
7892633,NA,0.047995251,9.680861389,0.336041493,0.739666216,0.999903525,-5.004779067,0.130964217
7892634,NA,0.035845634,10.58853216,0.167629105,0.868234542,0.999903525,-5.030646689,0.06136294
7892635,NA,-0.069755514,9.576516533,-0.6717951,0.507924608,0.999903525,-4.902812686,0.294200746
7892636,NA,0.127291992,9.536627507,0.897827744,0.377911552,0.999903525,-4.797961033,0.422609832
7892637,NA,0.003095117,8.469084125,0.017103027,0.98649128,0.999903525,-5.039153747,0.005906749
7892638,NA,-0.022327799,3.670795533,-0.151462209,0.880836492,0.999903525,-5.03222389,0.055104701
7892639,NA,0.136729066,11.44323094,0.62690313,0.536451836,0.999903525,-4.920242465,0.270469264
7892640,NA,-0.020777065,12.63661597,-0.259909774,0.797079043,0.999903525,-5.018599623,0.098498609
7892641,NA,-0.225146711,6.419108391,-0.954515171,0.349035126,0.999903525,-4.767322925,0.457130865
7892642,NA,-0.030000133,11.34136064,-0.221456444,0.826550409,0.999903525,-5.024248291,0.082730655
7892643,NA,-0.067810318,11.1554594,-0.7066325,0.486381646,0.999903525,-4.888499048,0.313022822
7892644,NA,-0.000324519,8.859249589,-0.001132536,0.999105429,0.999903525,-5.039242915,0.000388681
7892645,NA,-0.071051588,4.009439571,-0.406013199,0.68821496,0.999903525,-4.989006231,0.162275891
7892646,NA,-0.024506076,3.555540568,-0.224895414,0.823903427,0.999903525,-5.023779638,0.084123691
7892647,NA,-0.035978962,9.540504788,-0.185212296,0.854568944,0.999903525,-5.028750497,0.068252894
7892648,NA,-0.012254126,12.13488564,-0.139184419,0.890428552,0.999903525,-5.033315176,0.050400923
7892649,NA,-0.133767411,6.372622611,-1.049533932,0.304053178,0.999903525,-4.712212628,0.517050453
7892650,NA,-0.00601813,13.6574646,-0.158473274,0.875367291,0.999903525,-5.031559478,0.057809685
7892651,NA,-0.033738964,4.231522215,-0.372592481,0.712617144,0.999903525,-4.99690512,0.147143734
7892652,NA,0.027900925,12.24419292,0.174885949,0.862589224,0.999903525,-5.029886925,0.064195972
7892653,NA,0.062676533,5.179628614,0.227820357,0.821653763,0.999903525,-5.023375384,0.085311151
7892654,NA,-0.057056959,9.318576606,-0.328087882,0.745599185,0.999903525,-5.006386276,0.127494575
7892655,NA,-0.118092849,4.195433704,-0.910853113,0.37114164,0.999903525,-4.791071591,0.430460318
7892656,NA,-0.193220023,6.436441587,-1.444621574,0.161081303,0.999903525,-4.435976214,0.792954866
7892657,NA,0.044058594,4.44234451,0.384670877,0.70376033,0.999903525,-4.99412735,0.152575217
7892658,NA,-0.154393294,5.242522545,-0.599316829,0.554397837,0.999903525,-4.930381582,0.256178473
7892659,NA,-0.382191249,4.697896585,-1.390864465,0.176621355,0.999903525,-4.47775302,0.752956788
7892660,NA,-0.041402313,2.955868513,-0.455664948,0.652595716,0.999903525,-4.976044384,0.185355781
7892661,NA,-0.021936417,10.82148309,-0.224343181,0.824328339,0.999903525,-5.023855378,0.08389977
7892662,NA,-0.039857523,10.63035857,-0.530869026,0.600231994,0.999903525,-4.953641405,0.221680859
7892663,NA,-0.162973501,12.67281064,-1.392585082,0.176106195,0.999903525,-4.476435219,0.754225366
7892664,NA,-0.069683599,8.277433163,-0.335302716,0.740216618,0.999903525,-5.004929955,0.130641169
7892665,NA,0.180352948,7.655041585,1.713080977,0.099174088,0.999903525,-4.209679533,1.003601785
7892666,NA,0.226315565,5.219893346,0.927414016,0.362650209,0.999903525,-4.782182132,0.440512068
7892667,NA,0.06476983,10.19874838,0.786641968,0.438944375,0.999903525,-4.853053022,0.357590512
7892668,NA,-0.060031607,11.82011561,-0.687758692,0.497987431,0.999903525,-4.896338765,0.302781619
7892669,NA,0.01000743,8.200833284,0.090896183,0.928305283,0.999903525,-5.036714213,0.032309178
7892670,NA,0.012080296,8.677550829,0.083124348,0.93441999,0.999903525,-5.037128129,0.029457879
7892671,NA,-0.037454256,6.954018306,-0.343267975,0.734289855,0.999903525,-5.003285845,0.134132472
7892672,NA,-0.324100054,7.770766277,-1.627390358,0.116294521,0.999903525,-4.284970071,0.934440746
7892673,NA,0.22461296,7.327020221,1.442010328,0.161809991,0.999903525,-4.438034153,0.790994666
7892674,NA,-0.111586238,9.713639532,-1.052737,0.302611287,0.999903525,-4.710274363,0.519114877
7892675,NA,-0.047246645,8.966510888,-0.391626334,0.698679242,0.999903525,-4.992488214,0.15572216
7892676,NA,-0.347055163,5.853388083,-1.187172115,0.2464072,0.999903525,-4.62432386,0.608346606
7892677,NA,-0.012761741,11.84951442,-0.10858142,0.914408269,0.999903525,-5.035634687,0.038859855
7892678,NA,-0.071793163,8.862380377,-0.553484649,0.58488758,0.999903525,-4.946256883,0.232927601
7892679,NA,-0.078589044,6.480057648,-0.307200741,0.761255446,0.999903525,-5.010425832,0.118469587
7892680,NA,0.325635625,10.63192755,1.930283663,0.065083694,0.999903525,-4.007230967,1.186527805
7892681,NA,0.041233641,8.42997531,0.359606897,0.72218525,0.999903525,-4.999794206,0.141351386
7892682,NA,-0.192100542,5.799814678,-0.666390711,0.511313658,0.999903525,-4.9049717,0.291312606
7892683,NA,-0.2579016,7.095589449,-1.147396225,0.262166939,0.999903525,-4.650678591,0.581422077
7892684,NA,-0.033306635,11.09402442,-0.376824923,0.709508828,0.999903525,-4.995941672,0.149042197
7892685,NA,0.173955684,6.715335288,0.962014752,0.345329105,0.999903525,-4.763142961,0.461766817
7892686,NA,-0.055295944,8.17455279,-0.621064708,0.540223951,0.999903525,-4.922424758,0.267426165
7892687,NA,-0.001972125,6.779159452,-0.008973244,0.992912278,0.999903525,-5.039218655,0.003089119
7892688,NA,-0.032633456,10.67268319,-0.196027491,0.846186068,0.999903525,-5.027490672,0.072534129
7892689,NA,0.189282493,6.482906429,0.946901217,0.352824998,0.999903525,-4.771536527,0.452440652
7892690,NA,-0.39800478,4.848463371,-2.658836998,0.013530336,0.999903525,-3.23429375,1.868691418
7892691,NA,-0.074762522,3.846156412,-0.539715475,0.594206779,0.999903525,-4.950788305,0.226062398
7892692,NA,0.030967652,9.191920485,0.297422391,0.768621236,0.999903525,-5.012226652,0.114287621
7892693,NA,-0.073889278,9.237386922,-0.968658173,0.342068484,0.999903525,-4.75941566,0.465886937
7892694,NA,-0.093629979,8.677213366,-1.050638494,0.303555403,0.999903525,-4.711544813,0.517762033
7892695,NA,0.02531502,6.537912203,0.231751853,0.818632383,0.999903525,-5.022823836,0.08691108
7892696,NA,0.016309974,8.034311593,0.135577298,0.893249933,0.999903525,-5.033618305,0.049027008
7892697,NA,0.072778847,8.535115145,0.996386802,0.328685476,0.999903525,-4.743610874,0.483219486
7892698,NA,-0.012210262,3.000389112,-0.42453612,0.674835314,0.999903525,-4.984341801,0.170802199
7892699,NA,0.003889066,8.194924719,0.031039163,0.975486761,0.999903525,-5.038948334,0.01077862
7892700,NA,-0.08274441,6.962513559,-0.59686226,0.556009624,0.999903525,-4.931262547,0.254917691
7892701,NA,-0.061230529,12.16828599,-0.477474659,0.6372055,0.999903525,-4.969889659,0.195720484
7892702,NA,-0.206117691,7.186537013,-1.202139024,0.240663077,0.999903525,-4.614209993,0.618590535
7892703,NA,-0.081719588,8.439322511,-1.067060715,0.296222431,0.999903525,-4.701543318,0.528382058
7892704,NA,-0.062515201,13.79528727,-0.721531837,0.477330459,0.999903525,-4.882168772,0.321180852
7892705,NA,0.107060315,9.889189023,0.737070648,0.467995852,0.999903525,-4.875434378,0.329757996
7892706,NA,-0.156862897,9.592521082,-0.807930087,0.426813038,0.999903525,-4.843025172,0.369762323
7892707,NA,-0.00560385,11.1157174,-0.030879476,0.975612832,0.999903525,-5.038951361,0.010722496
7892708,NA,0.232493503,6.170746992,1.359599214,0.186191241,0.999903525,-4.501472523,0.730040753
7892709,NA,-0.292139517,4.844963041,-2.356271974,0.026673815,0.999903525,-3.569663543,1.573914865
7892710,NA,-0.244685985,5.496332204,-0.941617197,0.355471321,0.999903525,-4.774442858,0.449195432
7892711,NA,0.019891809,8.209997179,0.096505105,0.923895075,0.999903525,-5.036392543,0.034377348
7892712,NA,0.029714902,9.056065773,0.206713738,0.837921246,0.999903525,-5.026175977,0.076796798
7892713,NA,0.122027336,10.18170419,1.207197641,0.238744442,0.999903525,-4.610767476,0.62206673
7892714,NA,-0.064587866,4.788598834,-0.220871572,0.827000796,0.999903525,-5.024327281,0.082494072
7892715,NA,-0.100203369,4.635326269,-0.685351337,0.499478924,0.999903525,-4.897324277,0.301482833
7892716,NA,-0.029645749,8.475691923,-0.098420489,0.922389601,0.999903525,-5.03627829,0.035085602
7892717,NA,-0.338350406,7.658364117,-1.025354733,0.315093897,0.999903525,-4.726676135,0.501560009
7892718,NA,0.010983274,6.794228718,0.063907841,0.94955595,0.999903525,-5.037992952,0.022479441
7892719,NA,0.025978221,10.64487878,0.134075269,0.8944252,0.999903525,-5.033742187,0.048455973
7892720,NA,0.188985326,10.52622317,1.278852209,0.212787072,0.999903525,-4.560710712,0.672054761
7892721,NA,0.103819872,10.92953892,0.547801587,0.588725226,0.999903525,-4.948140541,0.230087355
7892722,NA,-0.119483812,3.301308619,-1.107919206,0.278526757,0.999903525,-4.676072944,0.555133077
7892723,NA,-0.607131677,5.358737618,-1.918355784,0.066648534,0.999903525,-4.018752675,1.176209399
7892724,NA,0.095533505,6.587386232,0.371439589,0.713464712,0.999903525,-4.997165702,0.146627502
7892725,NA,0.008043124,5.605498854,0.035855576,0.971684572,0.999903525,-5.038849691,0.012474693
7892726,NA,0.240503712,6.586701894,1.40496188,0.172435495,0.999903525,-4.46691799,0.763373332
7892727,NA,-0.070822612,5.991986634,-0.426916669,0.673123542,0.999903525,-4.983727548,0.17190522
7892728,NA,0.191812907,4.575844808,1.038943591,0.308854963,0.999903525,-4.718584131,0.510245416
7892729,NA,-0.161999107,7.139927197,-1.272191995,0.215104842,0.999903525,-4.565464293,0.667349814
7892730,NA,0.195935775,4.545752302,0.660872623,0.514786903,0.999903525,-4.907159037,0.288372511
7892731,NA,-0.102702375,7.611128268,-0.707233324,0.486014755,0.999903525,-4.888246188,0.313350546
7892732,NA,-0.724028804,5.398901571,-1.791258545,0.085465382,0.999903525,-4.138660282,1.068209762
7892733,NA,-0.323652124,5.545467922,-2.009956032,0.055433321,0.999903525,-3.929152438,1.256229102
7892734,NA,0.101694575,6.129607876,0.510887435,0.613948079,0.999903525,-4.959917567,0.211868355
7892735,NA,-0.203643002,5.686300124,-0.846227632,0.405517484,0.999903525,-4.824361461,0.391990416
7892736,NA,0.009797849,7.114864884,0.062174463,0.950922291,0.999903525,-5.038059852,0.021854972
7892737,NA,0.098668352,5.301463474,0.502136659,0.620000792,0.999903525,-4.962592592,0.207607756
7892738,NA,-0.042674631,9.27505932,-0.430659405,0.670435902,0.999903525,-4.982755008,0.173642737
7892739,NA,-0.007679466,6.977751241,-0.064037235,0.949453962,0.999903525,-5.037987884,0.022526089
7892740,NA,-0.835549152,5.425732382,-2.775908517,0.010317161,0.999903525,-3.100575669,1.986439792
7892741,NA,-0.013628901,8.754312639,-0.075189688,0.940667042,0.999903525,-5.037512605,0.026564072
7892742,NA,-0.090695536,9.970356824,-0.807443117,0.427088207,0.999903525,-4.843257339,0.36948242
7892743,NA,-0.051419116,3.89948553,-0.345718958,0.732469492,0.999903525,-5.002772275,0.135210459
7892744,NA,0.227039162,9.905733101,1.659670597,0.109575243,0.999903525,-4.256930004,0.960287558
7892745,NA,-0.027597506,9.115459403,-0.182435529,0.856724077,0.999903525,-5.029062466,0.067159028
7892746,NA,0.067101112,3.588419511,0.536019597,0.596720429,0.999903525,-4.951985825,0.224229094
7892747,NA,0.076336664,9.291130746,1.149996639,0.261114528,0.999903525,-4.648979029,0.583168964
7892748,NA,0.015153185,11.14682369,0.124896304,0.901612554,0.999903525,-5.034469308,0.04498005
7892749,NA,-0.05654966,7.917461015,-0.307561322,0.760984262,0.999903525,-5.010358324,0.118624325
7892750,NA,-0.135537853,6.346198598,-1.143758113,0.263644528,0.999903525,-4.653050833,0.578981238
7892751,NA,0.071209704,9.589346831,0.763262765,0.452506871,0.999903525,-4.863778358,0.344374822
7892752,NA,0.107912143,4.188922826,0.482949636,0.633367618,0.999903525,-4.968300588,0.198344144
7892753,NA,0.031993608,13.81685743,0.445949693,0.65950278,0.999903525,-4.978695596,0.180783369
7892754,NA,-0.126495302,6.81559752,-0.823763739,0.41792588,0.999903525,-4.835405732,0.378900734
7892755,NA,0.081305327,6.363783191,0.500329979,0.621253861,0.999903525,-4.963139284,0.206730899
7892756,NA,0.002852977,3.107685406,0.096817243,0.923649718,0.999903525,-5.036374077,0.034492698
7892757,NA,0.094572193,7.988559562,0.674780832,0.506057658,0.999903525,-4.901612807,0.295799999
7892758,NA,-0.165172332,7.712759545,-0.769879336,0.448643233,0.999903525,-4.860773612,0.348098878
7892759,NA,-0.049602618,8.185653488,-0.410815004,0.684736297,0.999903525,-4.987816634,0.16447665
7892760,NA,0.109638519,6.687879856,0.708983235,0.484947084,0.999903525,-4.887508571,0.314305648
7892761,NA,0.012845644,7.754208053,0.177667831,0.86042707,0.999903525,-5.029587166,0.065285935
7892762,NA,0.032657223,12.51471568,0.318257165,0.752954528,0.999903525,-5.008320238,0.123231251
7892763,NA,-0.00763125,8.500049444,-0.046188024,0.963530316,0.999903525,-5.038590165,0.016134616
7892764,NA,0.089102007,11.5992744,0.709347612,0.484724937,0.999903525,-4.887354763,0.314504637
7892765,NA,-0.014790997,11.41548721,-0.078967063,0.937692562,0.999903525,-5.037334374,0.027939529
7892766,NA,0.043934411,12.14295498,0.390610897,0.699420151,0.999903525,-4.992729313,0.155261859
7892767,NA,0.07546583,4.952143353,0.492777008,0.626505024,0.999903525,-4.965404035,0.203075442
7892768,NA,0.058272335,3.861082955,0.369656171,0.714776561,0.999903525,-4.997567231,0.145829697
7892769,NA,0.011764937,3.327038281,0.168995575,0.867170969,0.999903525,-5.030506077,0.06189527
7892770,NA,0.034697495,11.66755426,0.613584332,0.545077411,0.999903525,-4.925192228,0.263541816
7892771,NA,-0.002127788,10.95936853,-0.025545559,0.979824258,0.999903525,-5.039043506,0.008851813
7892772,NA,-0.034044863,6.265707203,-0.170538208,0.865970589,0.999903525,-5.03034597,0.062496858
7892773,NA,0.073678102,9.188481413,0.584483763,0.564174737,0.999903525,-4.935652366,0.248586365
7892774,NA,-0.012966427,8.50794883,-0.088444864,0.930233459,0.999903525,-5.036848755,0.031408044
7892775,NA,0.037504179,9.182800094,0.154888665,0.878162806,0.999903525,-5.031902923,0.056424961
