,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
7892501,NA,0.966568486,6.232246942,4.442745634,0.000736974,0.011230676,-0.452742157
7892502,NA,-0.480657413,6.971199088,-2.32372472,0.037811604,0.134180216,-4.297084113
7892503,NA,-0.246601997,5.134663577,-1.074057858,0.303192381,0.504444479,-6.088005825
7892504,NA,0.186382864,9.456599737,2.082628733,0.058545274,0.177912019,-4.700737737
7892505,NA,-0.57952692,5.862511929,-2.569153266,0.02400802,0.099886924,-3.869397127
7892506,NA,-0.590499071,7.916808905,-4.058099908,0.001478417,0.017021733,-1.145778659
7892507,NA,0.070710564,6.729543102,0.423464528,0.679187049,0.81600964,-6.579551746
7892508,NA,-0.724353032,8.903773162,-4.748788808,0.000428923,0.008199626,0.08725085
7892509,NA,-0.052682887,12.65818286,-0.80917184,0.433623109,0.626773252,-6.335038335
7892510,NA,-0.339861715,5.981758841,-1.317345855,0.211475073,0.402324621,-5.811284249
7892511,NA,-0.539884015,5.363514523,-4.698588057,0.000468364,0.008601828,-0.000549097
7892512,NA,-0.223074429,8.831301534,-0.893495599,0.388553372,0.586954978,-6.262970366
7892513,NA,-0.811419385,5.606061114,-3.166647011,0.007800521,0.048174108,-2.785906334
7892514,NA,0.55361239,11.46516794,4.290252024,0.000969277,0.013314367,-0.7257663
7892515,NA,-0.10996838,11.08914533,-0.979359655,0.346068241,0.546823873,-6.183188525
7892516,NA,0.831859875,5.406220943,2.543015938,0.025206342,0.103056923,-3.915599901
7892517,NA,-0.470291711,7.513094374,-2.270390197,0.041688474,0.142618012,-4.387962322
7892518,NA,-0.007082836,4.735857088,-0.02944972,0.976973205,0.988972633,-6.67375425
7892519,NA,-0.36310835,8.133238201,-4.065811068,0.001457695,0.01688742,-1.131751589
7892520,NA,-0.429290269,10.70259001,-3.859087925,0.002132449,0.021364831,-1.509324437
7892521,NA,-0.374309292,8.957310585,-2.614966115,0.022039993,0.094974199,-3.788087831
7892522,NA,0.174724855,8.24694431,1.163812389,0.266339949,0.465929446,-5.991131731
7892524,NA,-0.854668295,7.972904471,-4.728479496,0.000444445,0.008351407,0.051768427
7892525,NA,-0.622079163,8.761623476,-3.725411225,0.002732744,0.024692588,-1.754904871
7892526,NA,-0.198865851,9.528419551,-1.270073,0.227304771,0.421999831,-5.868489051
7892527,NA,0.021148656,11.44870684,0.177984757,0.861600938,0.925831039,-6.657391982
7892528,NA,0.255630847,3.237573851,2.360378271,0.035349344,0.128230429,-4.234162893
7892529,NA,-0.318461709,8.118603631,-2.58230126,0.023426346,0.09840129,-3.846103528
7892530,NA,0.29170162,9.673860304,1.914270406,0.078871093,0.215631069,-4.970156813
7892531,NA,-0.781835771,8.632404205,-3.147377154,0.00808947,0.049386703,-2.821379174
7892532,NA,0.34102615,5.043573738,3.062040911,0.009503579,0.054785436,-2.978217772
7892533,NA,0.416486264,8.491824802,3.735544608,0.002681706,0.024462435,-1.736257338
7892534,NA,0.278377834,6.967764575,1.420943439,0.17991625,0.363313201,-5.680522309
7892535,NA,-0.489644464,8.334516329,-3.601485395,0.003443475,0.028657183,-1.983278013
7892536,NA,-0.014614777,12.65873839,-0.188252093,0.853715612,0.920798097,-6.655397907
7892537,NA,-0.128508647,4.362532377,-0.809892204,0.43322414,0.626441316,-6.33444967
7892538,NA,0.349380733,6.887579926,1.222211407,0.244284621,0.441486377,-5.92476696
7892539,NA,-0.236123368,8.384527355,-0.864840529,0.403498381,0.600486528,-6.28817046
7892540,NA,-0.362190525,6.600437681,-1.19562555,0.25414059,0.452229543,-5.955297701
7892541,NA,0.919805695,11.22207712,5.241195818,0.00018425,0.004983739,0.930825173
7892542,NA,0.13734244,11.55085745,2.28296587,0.040741657,0.140548586,-4.366609059
7892543,NA,-0.48383483,7.224834953,-2.897567961,0.012961991,0.067090844,-3.278934088
7892544,NA,-0.087062402,6.940633551,-0.944157144,0.363069458,0.563070505,-6.216662926
7892545,NA,-0.23653432,7.411397978,-1.688411534,0.116227044,0.276943744,-5.31171918
7892547,NA,-0.007817063,5.647313629,-0.04224081,0.966977278,0.984781845,-6.673266685
7892548,NA,0.077748403,8.43788146,0.476826253,0.641754147,0.78972902,-6.554423068
7892549,NA,0.030746028,7.612136655,0.129536897,0.89900415,0.946794627,-6.665298806
7892550,NA,-0.341123606,7.233392346,-1.976185031,0.070740604,0.201028412,-4.872416754
7892551,NA,-0.185094292,11.99285823,-1.825996691,0.091941463,0.237906038,-5.106579775
7892552,NA,-0.39576333,6.92159031,-1.672126093,0.119448888,0.281538162,-5.335353146
7892553,NA,-0.467438831,6.340690719,-2.027167604,0.064632626,0.189793858,-4.790742444
7892554,NA,-0.575915014,5.679844847,-1.927670328,0.077042142,0.212620988,-4.949142361
7892555,NA,-0.055203172,9.286930896,-0.255870396,0.802233662,0.890536684,-6.639494444
7892556,NA,0.050548063,13.03112501,0.848860102,0.411999071,0.607990638,-6.301908448
7892557,NA,-0.12317702,5.422545139,-0.49286408,0.630694865,0.781695401,-6.546309223
7892558,NA,-0.781114881,5.509762837,-2.685360012,0.01931909,0.087199692,-3.662400508
7892559,NA,0.059775388,8.008559243,0.525607634,0.608404397,0.76506066,-6.528944306
7892560,NA,0.087185405,6.668426595,0.4912465,0.631806161,0.782694015,-6.547139293
7892561,NA,0.38785318,11.59721264,4.097706209,0.001375116,0.016369254,-1.073784276
7892562,NA,-0.095928484,9.208559447,-0.797720162,0.439997574,0.632172566,-6.344333096
7892563,NA,-0.450035836,9.139647247,-3.696608489,0.002883303,0.025574147,-1.807932114
7892564,NA,0.131596895,12.5346477,1.823946689,0.092267035,0.238377983,-5.109705097
7892565,NA,0.386489568,7.884059057,3.022395394,0.010242163,0.057500136,-3.050916203
7892566,NA,-0.923089987,6.317311676,-4.692379322,0.000473498,0.008657918,-0.011429909
7892567,NA,-0.249376348,7.753116877,-1.565077967,0.142641318,0.314043177,-5.487041766
7892568,NA,0.176470524,12.52497379,2.316313205,0.038329009,0.135197964,-4.30976179
7892569,NA,0.071081235,11.33525948,0.490627976,0.632231341,0.782883993,-6.547455999
7892570,NA,-0.157637858,9.707758064,-0.839679978,0.41693603,0.611950938,-6.309697398
7892571,NA,0.252027364,3.76037235,0.87857038,0.396289812,0.593926357,-6.276186341
7892572,NA,-0.283987746,9.00783945,-1.862241863,0.086353975,0.228700262,-5.050995972
7892573,NA,-0.458333422,8.158338603,-2.584628773,0.023324814,0.098172964,-3.841976449
7892574,NA,0.424391029,11.64458775,3.962084435,0.001763368,0.019044714,-1.320824436
7892575,NA,-0.773249477,9.391487498,-4.216746134,0.001107196,0.014350451,-0.85821742
7892576,NA,0.195045553,7.945095028,1.250683612,0.234066449,0.429358227,-5.891489453
7892577,NA,-0.045913769,4.211456375,-0.242740969,0.812162938,0.897411209,-6.642957965
7892578,NA,0.794053968,6.856518746,4.025601157,0.001569139,0.017737153,-1.204948083
7892579,NA,0.302813837,11.52329541,2.750486928,0.017096462,0.080324663,-3.545384523
7892580,NA,-0.320395418,4.90398321,-1.539497476,0.1487285,0.322493674,-5.522311135
7892581,NA,-0.645216533,4.95986952,-2.265332783,0.042075107,0.143386597,-4.396536398
7892582,NA,0.24386903,4.269240907,1.571480886,0.141151685,0.311791791,-5.478153086
7892583,NA,-0.228650066,7.117619214,-1.781817862,0.099191704,0.249746754,-5.173484212
7892584,NA,-0.450531473,7.754989808,-2.616970945,0.02195756,0.094753873,-3.784520503
7892585,NA,-0.189975746,4.151063764,-0.79440508,0.441854115,0.633909969,-6.347001513
7892586,NA,-0.047616185,3.893847119,-0.321103914,0.753463208,0.862785076,-6.619617091
7892587,NA,-0.936180747,5.464267826,-3.161375339,0.007878524,0.048436339,-2.795612501
7892588,NA,-0.051888414,3.519843712,-0.387134396,0.705199477,0.83236018,-6.595003718
7892589,NA,-0.594217851,7.139247119,-2.039225356,0.063261234,0.187269676,-4.77127487
7892590,NA,-0.446357988,4.945171096,-1.579749358,0.13924792,0.308876024,-5.466639074
7892591,NA,-0.421152242,3.807539014,-1.577067556,0.139862942,0.309909921,-5.470377912
7892592,NA,-0.557542726,7.226485768,-3.572436392,0.003635774,0.029613596,-2.036880294
7892593,NA,0.361419009,6.271275703,2.586321412,0.023251246,0.097948396,-3.838974446
7892594,NA,0.413321735,6.610988731,2.091690717,0.057602897,0.176066104,-4.685921554
7892595,NA,-1.461941312,7.242485149,-5.534465643,0.000113172,0.003837348,1.417107627
7892596,NA,-0.352568169,6.030798627,-2.273138144,0.041479814,0.142155939,-4.38330038
7892597,NA,-0.2923865,7.686276467,-2.810760238,0.015264606,0.074711979,-3.436530895
7892598,NA,0.649787924,11.32629175,9.165628878,6.91E-07,0.000300471,6.413266058
7892599,NA,0.195902948,12.06418019,2.665669391,0.0200452,0.089123386,-3.697644781
7892600,NA,-0.119211708,4.60141834,-0.568659845,0.579710178,0.74314779,-6.504491914
7892601,NA,0.113849747,6.674526633,1.654203651,0.123085176,0.286512817,-5.361196687
7892602,NA,-0.266707288,4.119200389,-1.721042936,0.11000149,0.267256421,-5.26393876
7892603,NA,0.093413968,6.574272106,0.383244819,0.708008269,0.834094973,-6.596578013
7892604,NA,0.453451873,4.928650409,1.743588599,0.105874708,0.261032379,-5.230601857
7892605,NA,0.377306004,9.810640517,4.466075963,0.000706892,0.011035292,-0.411192348
7892606,NA,-0.198227359,12.78806901,-1.874842936,0.08448469,0.225432828,-5.031529071
7892608,NA,-0.555780268,10.4439998,-3.764846618,0.002539538,0.023765881,-1.682362172
7892609,NA,1.691455988,4.348640403,4.128111072,0.001300882,0.015814341,-1.018605268
7892610,NA,0.31479081,8.378496258,1.810712837,0.094393897,0.24160455,-5.129832421
7892611,NA,0.002986489,3.042678486,0.028948439,0.977365038,0.989188841,-6.673769815
7892612,NA,-0.65585892,6.632144645,-2.438197262,0.03062111,0.116711434,-4.099402402
7892613,NA,-0.367694089,11.68469707,-2.312486052,0.038598823,0.135758425,-4.316302197
7892614,NA,0.153486055,4.318138387,0.854447126,0.409013589,0.605426925,-6.297131255
7892615,NA,-0.947843803,6.646644099,-3.506845457,0.004111184,0.031972167,-2.157976701
7892616,NA,0.199904331,4.475035781,0.795985027,0.440968671,0.633076094,-6.345731012
7892617,NA,-0.181653966,12.91455573,-2.574435379,0.023772668,0.099317253,-3.860043204
7892618,NA,0.788031681,7.708196892,4.163026288,0.001220714,0.015210748,-0.955340213
7892619,NA,-0.687058602,5.244775123,-2.595500486,0.02285621,0.097082556,-3.822685099
7892620,NA,0.173399607,12.7795228,2.57622504,0.023693437,0.099060818,-3.856872693
7892621,NA,-0.154996365,13.22819113,-1.614068181,0.131581936,0.298880123,-5.418426674
7892622,NA,0.257550578,12.28440697,3.771532315,0.002508195,0.023585253,-1.67007095
7892623,NA,0.59200481,10.85371751,3.90677932,0.00195258,0.020279181,-1.421954985
7892624,NA,-0.385294911,4.853781722,-2.228231776,0.045017219,0.149848879,-4.459196701
7892625,NA,-0.327940658,8.490624676,-2.095619128,0.057198786,0.175275392,-4.679489297
7892626,NA,0.106728049,6.175787704,0.383055929,0.708144787,0.834130305,-6.59665407
7892627,NA,0.320360299,8.885881937,3.1463787,0.008104731,0.049470801,-2.823216661
7892628,NA,0.170372673,11.66497639,0.800352682,0.438526877,0.631026783,-6.342206965
7892629,NA,-0.713429708,7.073079359,-3.097441847,0.008889162,0.052570136,-2.91320904
7892630,NA,0.509260545,11.36446318,5.49146716,0.000121463,0.00395158,1.346591846
7892631,NA,-0.097934238,3.259746594,-0.817426468,0.429065661,0.622916909,-6.328264672
7892632,NA,-0.238811862,5.788781447,-0.900002745,0.385212973,0.584108401,-6.257147268
7892633,NA,-0.923840763,9.559786518,-4.142724893,0.001266686,0.015541727,-0.992112454
7892634,NA,-0.461454133,10.29175357,-4.08281356,0.001413057,0.016602172,-1.100840185
7892635,NA,-0.642267621,9.917226405,-7.225807283,8.58E-06,0.001020498,3.973106467
7892636,NA,-0.271383227,9.615233246,-2.916245751,0.012513456,0.065708967,-3.244912317
7892637,NA,-0.416961132,8.694459073,-2.292962056,0.040003672,0.138919663,-4.349602387
7892638,NA,-0.302440559,3.476751866,-1.611036253,0.132244099,0.29987304,-5.422713203
7892639,NA,0.010033479,12.06055165,0.090277066,0.929504608,0.963355275,-6.669883096
7892640,NA,0.147666031,12.62363917,1.459765428,0.169146962,0.348729968,-5.629688688
7892641,NA,-0.389101098,6.512844506,-2.806494598,0.015387627,0.07508233,-3.444250977
7892642,NA,-0.289917096,11.34886344,-1.912077405,0.079174165,0.216104777,-4.973588528
7892643,NA,0.646806634,11.37610449,6.523475195,2.39E-05,0.001722053,2.963136078
7892644,NA,0.295318061,9.732028322,1.527789286,0.151588156,0.326386844,-5.538323344
7892645,NA,0.015838664,3.9885742,0.135601375,0.89430637,0.944335116,-6.664445012
7892646,NA,-0.24600752,4.044541193,-1.373312834,0.19390482,0.381541709,-5.741542577
7892647,NA,-1.447764114,8.276666234,-4.575229434,0.000582185,0.009888866,-0.217618197
7892648,NA,0.346636385,12.05417536,4.566559596,0.000591197,0.009949699,-0.232942892
7892649,NA,-0.281672733,6.225897875,-1.239424015,0.238065972,0.4341832,-5.904720506
7892650,NA,0.013793493,13.72758895,0.260998961,0.798364753,0.888971541,-6.638092521
7892651,NA,-0.259561378,4.203704678,-1.411454678,0.182633921,0.366776941,-5.692798222
7892652,NA,-0.099073976,12.76670815,-1.347323354,0.201908874,0.391384899,-5.774196044
7892653,NA,0.684109834,4.283142659,1.469050338,0.166653266,0.345654501,-5.617388026
7892654,NA,0.446805836,9.526598574,3.575941493,0.003612003,0.029471842,-2.030411455
7892655,NA,-0.303923731,4.629117375,-1.8209326,0.092747606,0.23913714,-5.114296582
7892656,NA,-0.07184141,6.845331368,-0.260310963,0.798883447,0.889022482,-6.638282187
7892657,NA,0.196037445,4.418928252,0.987100794,0.342407201,0.543325036,-6.175686748
7892658,NA,-0.192939889,4.896224088,-0.589267291,0.566231698,0.733326209,-6.492141548
7892659,NA,-0.270047209,5.121411128,-1.163431756,0.266488609,0.466082111,-5.991555806
7892660,NA,-0.007558876,2.734044259,-0.075684803,0.940873644,0.969795373,-6.671170145
7892661,NA,-0.056801117,11.01854545,-0.551319053,0.591181885,0.751903777,-6.514561263
7892662,NA,0.06438906,11.51705494,0.474282994,0.643516247,0.790874936,-6.555686006
7892663,NA,0.320018758,13.12808866,2.927591596,0.012248548,0.064665825,-3.22422791
7892664,NA,-1.627508663,8.426207704,-4.034876587,0.001542676,0.017497668,-1.188052106
7892665,NA,-0.38476882,7.443099545,-2.399450424,0.032893887,0.122220529,-4.16669376
7892666,NA,-0.703316935,4.51067186,-3.30224553,0.006040173,0.040924892,-2.535868379
7892667,NA,-0.118473428,10.50510463,-1.668195687,0.120238143,0.282799584,-5.341035635
7892668,NA,-0.027452277,12.23342222,-0.356091568,0.727739083,0.846752918,-6.607135183
7892669,NA,-0.068382942,8.411361441,-1.041046657,0.317667897,0.518626524,-6.1220224
7892670,NA,0.165962904,9.599878626,1.83731977,0.090161792,0.234668741,-5.089281347
7892671,NA,-1.254105845,6.240022598,-5.356564709,0.000151886,0.004479488,1.123606654
7892672,NA,-0.19750726,7.985248223,-1.061577199,0.308606318,0.509604473,-6.100970405
7892673,NA,-0.337973389,7.527490927,-2.551339959,0.024818539,0.102070704,-3.900900745
7892674,NA,0.471075557,10.71966788,4.062129295,0.001467552,0.016937631,-1.138448356
7892675,NA,-0.774902976,8.166333784,-3.407875515,0.004950953,0.035970296,-2.34079022
7892676,NA,-0.044582954,6.843534349,-0.185270461,0.856003856,0.921988756,-6.655988442
7892677,NA,-0.301376456,11.82094353,-2.509232265,0.026841495,0.107278989,-3.975107694
7892678,NA,0.790856743,8.675355658,4.508363144,0.000655574,0.010535054,-0.336037353
7892679,NA,0.717249071,7.625681282,1.815943181,0.093548087,0.240326413,-5.121887631
7892680,NA,-0.020771622,10.95771474,-0.222146305,0.827805895,0.906087739,-6.648026668
7892681,NA,-0.287937309,8.178453779,-3.073986737,0.009291642,0.05399257,-2.956290322
7892682,NA,2.230201604,6.551787853,6.439392589,2.71E-05,0.001826284,2.837376234
7892683,NA,0.022984204,7.471962946,0.084508773,0.933996978,0.965943209,-6.670418883
7892684,NA,0.280631835,11.28057993,2.787482769,0.015947927,0.07687716,-3.478629626
7892685,NA,-0.052931274,6.665659612,-0.351468539,0.731119185,0.84869877,-6.608856985
7892686,NA,-0.170951946,8.330020344,-1.711724856,0.111748378,0.269844495,-5.277639895
7892687,NA,-0.687639276,7.21015412,-2.740567571,0.017418002,0.081319012,-3.563249219
7892688,NA,-0.272642626,10.99183089,-1.622318457,0.129794699,0.296175524,-5.406736098
7892689,NA,-0.551221838,7.001430042,-3.101576128,0.008820049,0.052320438,-2.905611741
7892690,NA,-0.248377028,5.171351519,-1.049356451,0.313976816,0.514832142,-6.113542864
7892691,NA,-0.065429946,3.486671581,-0.476722504,0.641825986,0.789758556,-6.554474715
7892692,NA,-0.630016504,8.710502785,-5.36892247,0.000148792,0.004431413,1.144143101
7892693,NA,-0.257449097,9.386623497,-2.553544281,0.024716818,0.101792935,-3.897005803
7892694,NA,0.049667012,9.162987204,0.630599939,0.539716342,0.712340853,-6.46612202
7892695,NA,-0.260804705,6.077309681,-1.494113836,0.160076498,0.337452391,-5.583912985
7892696,NA,-0.337748412,8.182864964,-2.830406109,0.014710436,0.073084662,-3.400944756
7892697,NA,-0.11961892,8.521060352,-1.333675169,0.206219405,0.395922709,-5.791158746
7892698,NA,0.038065399,2.819722686,0.900913251,0.384747149,0.583641756,-6.256329525
7892699,NA,-0.350709926,8.00923457,-1.431439422,0.176949516,0.35965621,-5.666874837
7892700,NA,-0.053538976,7.16096171,-0.686032595,0.505280106,0.685531403,-6.428641635
7892701,NA,-0.080019048,12.70187104,-0.854508049,0.408981114,0.605426925,-6.29707901
7892702,NA,-0.149557633,8.448530234,-0.838598778,0.417520059,0.612441936,-6.310609786
7892703,NA,0.165503948,8.961053782,1.777980548,0.099845049,0.250927663,-5.179250465
7892704,NA,0.049655527,13.84247574,0.590770628,0.565255075,0.732688346,-6.491224306
7892705,NA,-0.736509077,8.453521135,-3.939681113,0.001837636,0.019605175,-1.361765726
7892706,NA,-0.506035908,9.53847021,-2.323745212,0.037810182,0.134180216,-4.297049039
7892707,NA,-1.501123114,11.13525735,-8.706329478,1.21E-06,0.000365822,5.878610512
7892708,NA,-0.424062998,7.139473518,-2.356067114,0.035630791,0.128875864,-4.24158264
7892709,NA,-0.315171026,4.535089026,-1.938044175,0.075652957,0.210117339,-4.932820173
7892710,NA,0.62571302,4.929892026,2.036509278,0.063567773,0.187843108,-4.775664992
7892711,NA,-0.656452128,7.736772106,-1.715435777,0.111049755,0.268878978,-5.272188859
7892712,NA,0.085684305,9.39672208,1.09479752,0.29435331,0.495179213,-6.06618542
7892713,NA,-0.271409505,10.37418945,-2.811125681,0.015254112,0.074686389,-3.435869394
7892714,NA,-0.110006974,5.384973213,-0.406054923,0.691601364,0.824085694,-6.58712467
7892715,NA,-0.604393821,4.043766794,-5.355990788,0.000152031,0.004479806,1.122652362
7892716,NA,-0.819401987,9.026541249,-5.954966241,5.75E-05,0.002717683,2.092289205
7892717,NA,-0.583145939,8.477606116,-3.249980298,0.006665616,0.04363842,-2.63231613
7892718,NA,-0.272523552,6.774445509,-1.853106533,0.087732508,0.230817741,-5.065063185
7892719,NA,-0.5461732,10.63639975,-3.194409247,0.007402343,0.046672184,-2.734769432
7892720,NA,0.004777681,10.09641385,0.039665482,0.968989422,0.985705578,-6.673378835
7892721,NA,-0.366199028,10.97558624,-3.212993881,0.007147266,0.045664194,-2.700518815
7892722,NA,0.050959601,3.141553645,0.577342085,0.574010871,0.73940071,-6.49933925
7892723,NA,0.048001156,5.570226611,0.125698367,0.901979694,0.948079891,-6.665819088
7892724,NA,-0.515915025,7.122891345,-1.394117175,0.187687824,0.372963834,-5.715075167
7892725,NA,0.327827654,5.086216178,1.304880882,0.215559802,0.407835374,-5.826521673
7892726,NA,-0.124844834,7.304146921,-0.960305554,0.355198649,0.555797001,-6.201437981
7892727,NA,-0.387288916,6.529509788,-1.866222072,0.085759522,0.227644253,-5.044854954
7892728,NA,-0.024384488,4.953044287,-0.099530513,0.922303327,0.959565488,-6.668949826
7892729,NA,-0.263555932,7.781458758,-0.761645689,0.460470075,0.649589971,-6.372829644
7892730,NA,-0.404838314,5.266129007,-0.637267449,0.535505267,0.709017912,-6.461769731
7892731,NA,-0.993608862,6.938814417,-4.124301833,0.001309951,0.015866662,-1.02551395
7892732,NA,3.100634615,6.25231948,6.856838243,1.46E-05,0.001315692,3.451464593
7892733,NA,-0.595072146,5.38619321,-1.870539601,0.08511889,0.226476863,-5.03818528
7892734,NA,-0.481435555,6.342891081,-4.533413279,0.000627014,0.010259298,-0.291613131
7892735,NA,-0.927493231,5.06094742,-2.672207159,0.0198012,0.088511282,-3.68595007
7892736,NA,-0.219913138,6.892276677,-1.475759544,0.164870723,0.343492707,-5.608465748
7892737,NA,-0.454786166,5.605014602,-2.456687263,0.029590578,0.114326313,-4.06716187
7892738,NA,-0.48794219,8.783018262,-2.413950781,0.032024965,0.120091531,-4.141554808
7892739,NA,-0.890714766,6.196828302,-6.301918898,3.35E-05,0.002018411,2.629494955
7892740,NA,-1.021990254,6.683218122,-2.62291139,0.021715069,0.094024274,-3.773945899
7892741,NA,-0.263929399,9.062218444,-1.677318773,0.11841315,0.279968946,-5.327832865
7892742,NA,0.298934591,10.3920028,3.101399251,0.008822995,0.052320438,-2.905936798
7892743,NA,0.172479035,3.602443423,1.370802002,0.194666505,0.38264747,-5.744717214
7892744,NA,-0.157139222,9.742057538,-0.643511868,0.531578344,0.706263943,-6.457654787
7892745,NA,0.467216903,9.366573983,3.440485915,0.004656588,0.034640396,-2.280548916
7892746,NA,-0.095706497,3.441257152,-0.671973052,0.513889695,0.692191957,-6.438425773
7892747,NA,0.087689408,9.00584057,1.026586136,0.324167051,0.525091959,-6.136643547
7892748,NA,-0.096155914,11.30539008,-0.832339188,0.420911928,0.61556151,-6.315871438
7892749,NA,-0.787765711,7.12144745,-2.252478887,0.043073149,0.145782337,-4.418293408
7892750,NA,-0.16143911,6.37767702,-0.702509309,0.495299845,0.677866478,-6.41693689
7892751,NA,-0.040412998,9.790039544,-0.302365584,0.767370257,0.871011288,-6.625780488
7892752,NA,0.139547372,3.771043428,0.441779366,0.666232087,0.807437207,-6.571252086
7892753,NA,-0.3185156,13.62423978,-4.223723333,0.001093274,0.014242077,-0.845622722
7892754,NA,-0.735991937,6.582049412,-2.674986738,0.019698344,0.088183019,-3.680975785
7892755,NA,-0.803520067,6.124070149,-4.369449815,0.000840424,0.012183453,-0.583664585
7892756,NA,0.048680979,2.933031255,1.117279953,0.284992354,0.486111901,-6.042145095
7892757,NA,0.467734257,9.136744889,3.339638883,0.005629331,0.039036853,-2.466826708
7892758,NA,-0.257526604,7.256671494,-1.102606333,0.291076011,0.492227423,-6.057880831
7892759,NA,-0.549212181,8.057574019,-1.999637646,0.067867549,0.195839838,-4.834975531
7892760,NA,-0.349228082,6.799285852,-3.354171452,0.005477381,0.038406834,-2.439988213
7892761,NA,0.098257978,7.681094877,0.979347935,0.346073805,0.546823873,-6.183199845
7892762,NA,0.249439722,12.956353,2.153866207,0.051509626,0.163656109,-4.58346887
7892763,NA,-0.515810248,8.57079666,-3.016647782,0.010353891,0.057883398,-3.061445685
7892764,NA,0.576497241,12.04845003,4.604114397,0.000553176,0.009513994,-0.166625763
7892765,NA,-0.130205364,11.49658284,-0.792478905,0.442935141,0.634976269,-6.348547349
7892766,NA,0.195441122,12.48264988,1.475996935,0.164807948,0.343404896,-5.608149533
7892767,NA,-0.127884771,5.234603142,-0.806865715,0.434901945,0.628213265,-6.336919683
7892768,NA,-0.338429849,3.785084477,-1.392012938,0.188309036,0.373822571,-5.717765343
7892769,NA,-0.338153039,3.322708346,-1.511694487,0.15559589,0.331745941,-5.560199101
7892770,NA,-0.246938772,11.72453953,-2.909041642,0.012684604,0.066266885,-3.258039062
7892771,NA,-0.453303697,11.21902876,-5.121615148,0.000225532,0.005605144,0.729011021
7892772,NA,-0.950664361,6.679179327,-4.465488827,0.000707633,0.011037801,-0.412237256
7892773,NA,-0.551526445,9.44409546,-3.723476491,0.002742601,0.024748073,-1.758465702
7892774,NA,-0.570139621,7.834251884,-2.814402967,0.015160319,0.074404038,-3.429936287
7892775,NA,-0.254453211,8.347020435,-0.729818012,0.479021754,0.664804407,-6.396974233
7892776,NA,-0.232109278,12.20458947,-1.774878935,0.100375947,0.251828425,-5.183905863
7892777,NA,-0.554204439,7.745466823,-3.275581783,0.006351489,0.042288647,-2.585081421
7892778,NA,0.528015923,9.656680385,4.299837535,0.00095265,0.013161985,-0.708533267
7892779,NA,0.894116125,5.987454169,2.260535818,0.042444973,0.144242731,-4.404661796
7892780,NA,0.252287728,5.853307671,1.577920018,0.139667192,0.309537971,-5.469189906
7892781,NA,-0.502844279,8.289546133,-2.954918972,0.011633138,0.062546194,-3.174354971
7892782,NA,-0.228992724,12.98715157,-2.139543816,0.052857175,0.1663345,-4.607190084
7892783,NA,-0.181820522,10.43409862,-1.530324013,0.150965103,0.325587794,-5.534863847
7892784,NA,-0.036607368,6.646030706,-0.165219989,0.871425872,0.931608855,-6.659715959
7892785,NA,-1.214165996,6.292476425,-3.365409006,0.005362731,0.037873996,-2.419233094
7892786,NA,0.040860434,10.78013286,0.290990978,0.775853804,0.876220334,-6.629343773
7892787,NA,-0.62136898,5.556817455,-2.3885388,0.033562642,0.123820193,-4.185575758
7892788,NA,-0.064773066,10.67151913,-1.131079391,0.279359775,0.47997123,-6.02719239
7892789,NA,0.29172131,8.372147181,1.344121671,0.202913389,0.39256331,-5.778186781
7892790,NA,-0.071581072,4.854257335,-0.302328521,0.76739785,0.871011288,-6.625792317
7892791,NA,-0.118225671,12.49342882,-1.114819035,0.286005853,0.48731418,-6.044795987
7892792,NA,-0.42135614,7.142449271,-3.057500111,0.009585401,0.055056944,-2.98655014
7892793,NA,-0.259756885,5.078937147,-1.50442339,0.157435883,0.334320318,-5.570029913
7892794,NA,-0.39344274,5.188256686,-1.797997518,0.096478887,0.244976124,-5.149091669
7892795,NA,-0.467829351,8.143649766,-3.882175009,0.002043344,0.020870312,-1.467011642
7892796,NA,-0.095689898,13.01660108,-1.201474422,0.251945974,0.449983645,-5.948626304
7892797,NA,-0.115743084,8.066094013,-1.056108281,0.311001184,0.512060843,-6.106611703
7892798,NA,0.255954919,5.013776372,1.182921028,0.258959052,0.458086361,-5.96970006
7892799,NA,0.140184407,3.977612998,0.914365669,0.377909904,0.576975839,-6.24416345
7892800,NA,-0.161083714,5.873051506,-0.629372884,0.540493354,0.712867644,-6.46691832
7892801,NA,0.108462444,3.7402432,0.66388909,0.518878679,0.695943265,-6.443966252
7892802,NA,0.155079345,10.95397184,1.848254946,0.088472695,0.232050046,-5.072518284
7892803,NA,0.227706377,13.37074897,3.202082745,0.007295932,0.046255265,-2.720629229
7892804,NA,0.012753303,5.110044189,0.103940789,0.918873609,0.957488369,-6.668473052
7892805,NA,-1.037982757,4.570970949,-4.285409139,0.000977792,0.013359678,-0.734476441
7892806,NA,-0.061057688,3.764894818,-0.436837237,0.669717102,0.809696357,-6.573525252
7892807,NA,-0.238313459,6.862837464,-1.560908905,0.143618516,0.315318068,-5.492816383
7892808,NA,-0.247080608,10.39397129,-3.899299627,0.001979726,0.020389398,-1.435648062
7892809,NA,0.092763061,3.35124281,1.086603334,0.297822161,0.498746894,-6.074847695
7892810,NA,-0.410841019,6.254394487,-1.689454282,0.116023387,0.276667286,-5.310201061
7892811,NA,0.346210047,3.825197628,2.261578946,0.042364282,0.14405673,-4.402895474
