,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
8029321,ZNF283,-0.033351409,7.151137594,-0.152755775,0.881041063,0.937092451,-6.661819118
8029331,ZNF221,0.199014871,7.525297982,1.671906905,0.119492782,0.281621684,-5.335670263
8029340,ZNF155,-0.143335624,7.208004029,-0.984156409,0.343796406,0.544802443,-6.178546029
8029347,ZNF230,0.423147851,6.788323877,3.642298457,0.003190659,0.027289843,-1.908007789
8029353,ZNF222,0.08134865,7.075692827,0.875716685,0.397780852,0.59527681,-6.278690905
8029360,ZNF223,0.631592687,8.199793478,3.852482647,0.002158669,0.021536235,-1.521436202
8029368,ZNF284,0.245789864,8.397805927,2.362887949,0.035186485,0.127848581,-4.229841299
8029375,NA,-0.156720017,6.883805799,-2.197083844,0.047636536,0.155322537,-4.511468742
8029377,ZNF224,-0.047816632,7.539993947,-0.293866318,0.77370639,0.874970375,-6.628455744
8029385,ZNF225,0.184382707,7.45171252,2.223883632,0.04537451,0.150668588,-4.466512305
8029392,ZNF234,0.181275365,8.642637493,1.448214726,0.172293009,0.353036382,-5.644914527
8029399,ZNF226,-0.317299314,7.324540397,-2.310538875,0.038736793,0.136099927,-4.319628223
8029413,ZNF227,-0.028456826,8.986694412,-0.348416236,0.733354087,0.85020622,-6.6099817
8029423,ZNF233,0.13451087,7.038644682,1.424595475,0.178879306,0.361965619,-5.67578186
8029435,NA,0.319008217,4.388995101,2.357786298,0.0355183,0.128619124,-4.238624426
8029437,PVR,-0.062221192,9.212007955,-0.376758205,0.712702402,0.837105607,-6.599168916
8029446,CEACAM19,-0.335075635,7.598574803,-3.284666595,0.006243642,0.041800585,-2.568315606
8029458,CEACAM16,-0.023910138,7.338942991,-0.335684496,0.742703514,0.856141796,-6.61456931
8029465,BCL3,-0.002376442,10.71835905,-0.007057587,0.994480846,0.997086081,-6.674188929
8029476,CBLC,-0.02707433,6.898622839,-0.306620075,0.764205092,0.869347556,-6.624413109
8029489,BCAM,-0.148349119,6.833914219,-1.456575434,0.170010943,0.349737697,-5.633902165
8029507,NECTIN2,-0.275441822,9.053608335,-1.219714216,0.245197378,0.442465207,-5.927657102
8029521,TOMM40,0.341180065,9.029581033,2.183570855,0.048817052,0.157965148,-4.53404819
8029530,APOE,0.788317363,8.826127802,2.594370932,0.022904467,0.097219894,-3.824690503
8029536,APOC1,2.511804827,9.352900056,3.925171641,0.001887443,0.019865154,-1.388299814
8029541,NA,-0.005097892,7.469194604,-0.084464811,0.934031225,0.965943209,-6.670422831
8029547,NA,0.052771712,6.054624689,0.677279502,0.510630149,0.68978263,-6.434755053
8029551,NA,0.143752207,7.555256599,1.47722753,0.164482856,0.343092505,-5.606509761
8029560,CLPTM1,0.193489567,10.95704766,2.231809686,0.044725216,0.149219993,-4.453172522
8029580,RELB,-0.043157554,9.407125976,-0.112157934,0.912488003,0.954063714,-6.667529711
8029592,CLASRP,-0.057538018,8.400042361,-0.890862715,0.389910565,0.588257911,-6.26531594
8029615,NA,-0.627220713,7.317184605,-6.363428051,3.05E-05,0.001936429,2.722854444
8029617,GEMIN7,0.415539332,8.38312051,5.064842132,0.000248423,0.005943537,0.632496519
8029624,PPP1R37,0.152216229,8.856026948,2.568793276,0.024024142,0.099941513,-3.87003442
8029640,BLOC1S3,0.156580842,9.450134276,2.411648402,0.032161445,0.120458715,-4.145549926
8029642,MARK4,0.033690642,9.199249888,0.496651573,0.628096492,0.779955579,-6.544355393
8029669,NA,-0.199172035,4.586856256,-2.613004369,0.022120946,0.095162938,-3.791577775
8029671,KLC3,-0.040140685,7.316784373,-0.931880598,0.36913467,0.568908522,-6.228088075
8029688,POLR1G,0.243222651,7.794590959,2.187072552,0.048508519,0.157287774,-4.528202826
8029693,FOSB,-0.786402268,8.931285568,-2.262963409,0.042257412,0.143766735,-4.400550661
8029701,PPM1N,0.124418241,7.766909566,0.539387674,0.599142673,0.758147345,-6.521317157
8029710,VASP,-0.406575186,9.339598846,-1.786933615,0.098326648,0.248326041,-5.165785565
8029726,NA,-0.234683816,6.02552057,-2.249727935,0.043289644,0.146137915,-4.422943233
8029728,GIPR,-0.109675407,7.92722821,-1.569477659,0.141616284,0.312547054,-5.4809366
8029744,QPCTL,0.214018623,9.519885466,1.765450854,0.102005282,0.254531615,-5.198027636
8029754,FOXA3,-0.120776239,6.83664404,-1.708978105,0.112267989,0.270530268,-5.281669995
8029759,CCDC61,0.130174614,8.552132944,1.864554026,0.086008195,0.228083376,-5.047429447
8029773,IGFL2,-0.036894294,6.672652053,-0.52112439,0.611433041,0.76762353,-6.531385082
8029779,IGFL1,-0.166157299,7.183605963,-1.404939743,0.184519593,0.36913448,-5.701192557
8029784,HIF3A,0.019824391,7.284512346,0.305859174,0.764770848,0.869780883,-6.624659042
8029814,PPP5C,0.221740719,9.273387746,2.388571271,0.033560632,0.123820193,-4.185519613
8029829,NA,-0.002253183,7.492903574,-0.009440166,0.992617681,0.996268001,-6.674168028
8029831,CALM3,0.172265051,10.81624092,2.010373108,0.06658867,0.193508011,-4.81776247
8029845,NA,-0.184161091,4.026619895,-2.339289917,0.036746601,0.131886795,-4.270409232
8029847,FKRP,-0.046617533,8.247028152,-0.740538996,0.472721902,0.65960781,-6.388946406
8029854,SLC1A5,-0.012377457,7.782184157,-0.167035441,0.870027131,0.93080016,-6.65939593
8029856,ARHGAP35,0.233847961,9.479017126,3.584070731,0.003557477,0.029237147,-2.01540966
8029870,NPAS1,-0.005448378,6.875537142,-0.064121861,0.949892256,0.974918441,-6.672029419
8029884,SAE1,0.171159632,10.38992965,1.665732834,0.120735036,0.283485967,-5.344592095
8029894,CCDC9,-0.132936177,8.372099702,-1.101419727,0.291572237,0.492666233,-6.059145891
8029907,C5AR1,0.122668537,7.165307383,0.933512895,0.368324173,0.568176511,-6.226576447
8029914,C5AR2,0.511008218,6.602964345,5.951899373,5.77E-05,0.002727033,2.087460258
8029918,DHX34,0.319027514,8.142212092,3.291155334,0.006167744,0.041438133,-2.556339521
8029937,NA,-0.144444287,6.542062985,-1.904210789,0.080270094,0.218112725,-4.985881192
8029939,BICRA,0.159850016,8.137440873,2.723144196,0.017997236,0.083079715,-3.594592714
8029950,EHD2,0.223164602,10.12518448,1.075190219,0.302704709,0.503957935,-6.086823349
8029958,NOP53,-0.188491968,11.37116685,-2.056565371,0.061336337,0.183611976,-4.7431804
8029969,SELENOW,-0.115745938,9.786339432,-0.855082347,0.408675071,0.605241909,-6.296586348
8029978,CRX,-0.207637231,5.618472666,-2.720040234,0.018102394,0.083391728,-3.600171646
8029988,ELSPBP1,-0.111768652,5.059769155,-2.220981064,0.045614508,0.151096923,-4.471392447
8029996,ZSWIM9,-0.011358776,8.202649885,-0.161152732,0.874561183,0.93346146,-6.660420299
8030002,ZNF114,0.347724851,7.235028761,2.553442278,0.024721516,0.101799693,-3.89718606
8030007,EMP3,0.221316809,12.19207585,1.090921758,0.295990229,0.496903633,-6.070289253
8030015,SYNGR4,-0.015158957,7.689587198,-0.168670906,0.868767454,0.930139869,-6.659104648
8030022,GRIN2D,-0.175667816,7.817391643,-1.554494925,0.145133167,0.317240567,-5.501680403
8030035,GRWD1,-0.129363204,9.563937268,-1.531848517,0.150591426,0.325174137,-5.532781272
8030044,KCNJ14,-0.253945875,7.037126755,-2.769650543,0.016491716,0.078536135,-3.510830187
8030049,CYTH2,-0.387923327,11.17108931,-2.806000726,0.015401934,0.075105382,-3.445144646
8030064,CYTH2,0.080294152,8.040074157,0.875827524,0.397722868,0.59522531,-6.27859376
8030067,SULT2B1,0.025901132,7.337104656,0.298782651,0.770039204,0.872732066,-6.626917428
8030076,SPACA4,-0.016411587,5.865105941,-0.215057018,0.833208861,0.909111493,-6.649668408
8030078,SPHK2,-0.096919552,8.405457214,-1.19425785,0.25465593,0.452904524,-5.95685403
8030092,SEC1P,-0.14164464,7.574029211,-1.705765669,0.11287841,0.271477831,-5.28637833
8030094,FUT2,0.050066889,5.946665078,0.589615807,0.566005208,0.733146947,-6.491929102
8030105,FGF21,0.048851019,6.333275825,0.745400735,0.469882024,0.657442411,-6.385270684
8030113,RUVBL2,0.524971275,9.440461924,5.921862293,6.06E-05,0.002795106,2.040090898
8030128,PPP1R15A,-0.350900708,11.16094788,-1.810376733,0.094448484,0.241707106,-5.130342505
8030133,NUCB1,0.070333684,11.01696485,0.344542178,0.73619434,0.852242914,-6.611395363
8030148,DHDH,-0.076769622,7.26413498,-1.157276038,0.268901716,0.468638489,-5.998398644
8030158,BAX,-0.041009301,10.70555483,-0.266537314,0.794192954,0.886559426,-6.636547685
8030171,FTL,-0.003973938,12.43529578,-0.044255519,0.965403318,0.983981516,-6.673174033
8030181,NA,-0.188650258,7.316078147,-2.613838869,0.022086474,0.09511295,-3.790093289
8030187,NA,-0.106727829,7.86486818,-1.530143144,0.151009489,0.325653261,-5.535110833
8030197,NA,-0.087299693,5.921324505,-0.780820149,0.44951459,0.639909675,-6.357831622
8030199,SNRNP70,-0.053098903,9.752045111,-0.753823396,0.46498727,0.653690254,-6.378850779
8030212,LIN7B,0.040521772,7.428114218,0.733827219,0.476659851,0.662991063,-6.393984701
8030220,PPFIA3,0.07493444,6.97284618,0.920481924,0.37482927,0.574093945,-6.238580041
8030251,TRPM4,-0.404375925,7.384827337,-4.531720782,0.000628902,0.010275047,-0.294612347
8030277,CD37,-0.322290864,11.84697002,-1.318555477,0.211082052,0.401783517,-5.809799787
8030292,DKKL1,0.103734627,6.028409721,1.143228647,0.274471522,0.474925764,-6.013904777
8030299,KASH5,0.02251698,7.837905096,0.357318136,0.72684328,0.846124557,-6.60667466
8030321,ALDH16A1,0.160786532,9.083090173,1.493584151,0.160213178,0.337584776,-5.584624494
8030339,FLT3LG,-0.190683735,9.55227853,-1.722760855,0.109682085,0.266848194,-5.261407822
8030351,NA,0.024644273,13.50300481,0.374604881,0.714263407,0.8381179,-6.600019451
8030360,NA,0.237741011,10.82330882,2.953185797,0.011671239,0.062679425,-3.1775202
8030362,NA,0.213018018,12.49146798,2.62102659,0.021791723,0.094245877,-3.777301742
8030364,NA,-0.24507611,10.15570945,-1.254169986,0.232838955,0.427908602,-5.887373891
8030366,NA,0.256001334,11.00245056,4.379389506,0.000825555,0.012040524,-0.565876263
8030368,RPS11,0.117626352,13.16159375,1.844428587,0.089060449,0.2329128,-5.078390258
8030374,FCGRT,0.092832829,8.699295656,1.202602863,0.251524273,0.449519817,-5.947336215
8030383,RCN3,0.235556969,7.161972314,2.462125314,0.029293911,0.113567436,-4.05766426
8030391,NA,-0.062542636,8.011139984,-0.827361951,0.423621874,0.618140039,-6.320030053
8030393,PRRG2,-0.012861044,6.37603385,-0.236934603,0.81656504,0.900035291,-6.644432064
8030403,PRR12,0.127722447,9.519598157,1.820744876,0.092777611,0.239155913,-5.114582406
8030416,SCAF1,0.147044354,8.685738095,2.245080426,0.043657741,0.146909733,-4.430793449
8030429,BCL2L12,0.153752016,7.827729375,1.841678079,0.089485124,0.233639312,-5.082606992
8030437,PRMT1,0.267238134,10.57102135,1.91885347,0.078241135,0.214649012,-4.962978215
8030448,CPT1C,-0.104776908,6.532072183,-1.455627499,0.170268397,0.350159151,-5.635152986
8030470,AP2A1,0.096236652,9.997547631,1.015204484,0.329350505,0.530622914,-6.148030568
8030498,MED25,0.322632585,9.590420793,4.504944904,0.000659574,0.010589124,-0.342104888
8030525,PTOV1,0.100711327,9.653549336,1.771197898,0.101009303,0.252880207,-5.189424751
8030539,TBC1D17,-0.089165771,8.986304755,-1.268940591,0.227695332,0.422500051,-5.86983983
8030557,NA,0.467931836,8.945028651,2.568170904,0.02405204,0.099995103,-3.871136145
8030563,SIGLEC16,-0.265163094,6.311715582,-3.173114991,0.007705874,0.047798524,-2.773995719
8030569,ZNF473,0.352732864,8.689359439,2.93049594,0.012181636,0.064433984,-3.21893094
8030578,LOC400710,-0.116334988,6.346716266,-1.150461312,0.271592787,0.47193914,-6.005940064
8030582,MYH14,0.082717158,7.307706064,1.329523451,0.207545456,0.397505956,-5.79629321
8030630,NR1H2,0.089820137,9.569196068,0.677783529,0.510321177,0.689505122,-6.434405001
8030641,POLD1,0.55598931,9.004244236,5.924807434,6.03E-05,0.002794107,2.04474144
8030671,SPIB,-0.104658863,7.001965791,-1.192720378,0.255236214,0.453670005,-5.958601864
8030677,MYBPC2,-0.076299931,6.293428448,-1.330625456,0.207192802,0.397137833,-5.794931516
8030706,EMC10,-0.111621811,9.872004554,-1.465422504,0.167623894,0.346639191,-5.622200686
8030721,CLEC11A,0.328164254,8.921463645,2.049958954,0.062063203,0.185122141,-4.753897786
8030731,GPR32P1,0.398213439,4.813374485,1.516803091,0.154314122,0.329942677,-5.553272683
8030733,GPR32,0.108615941,6.002913673,0.919631463,0.375256583,0.574452597,-6.23935835
8030736,ACP4,-0.221214563,8.202156224,-2.837838843,0.014505996,0.072252231,-3.387468478
8030749,LINC01869,-0.076919719,6.896756676,-1.516662075,0.154349382,0.329996877,-5.553464091
8030753,KLK3,-0.080444896,6.506358171,-1.377548031,0.192625604,0.37987184,-5.736178063
8030768,KLK2,-0.126660491,6.882320047,-1.396095779,0.187105253,0.372343032,-5.712542923
8030782,SIGLEC9,0.061726175,6.713186681,0.624258845,0.543738496,0.715267885,-6.470221429
8030789,SIGLEC7,-0.108583643,6.742825785,-1.660888062,0.121717763,0.284709263,-5.351578499
8030796,SIGLEC17P,-0.440418766,7.33402435,-1.256578616,0.231993918,0.427038614,-5.884525413
8030804,CD33,-0.040538629,10.08173617,-0.118621778,0.907469338,0.95126579,-6.666737344
8030813,SIGLECL1,-0.159778727,5.627744338,-2.493493531,0.027637908,0.109232642,-4.002746002
8030823,IGLON5,0.216862321,6.685574407,1.485741773,0.162248449,0.339901007,-5.595138491
8030826,NA,-0.194842001,5.827693134,-2.462281641,0.029285425,0.113567436,-4.057391131
8030831,ZNF175,0.430944713,9.094591425,3.175608212,0.007669699,0.047698535,-2.769403995
8030838,NA,0.136038644,7.425676261,1.363569922,0.196874215,0.38515398,-5.753837466
8030840,NA,-0.143512248,4.468675488,-1.55717279,0.14449913,0.316580309,-5.497982599
8030842,MIR99B,0.028695026,7.609489337,0.425931606,0.677435624,0.814823056,-6.57845362
8030844,MIRLET7E,0.015628672,5.910327963,0.253474303,0.804043114,0.891601192,-6.640139996
8030846,MIR125A,-0.25918392,5.626062742,-2.481615337,0.028254057,0.110835927,-4.023568313
8030848,SPACA6,-0.049296372,7.611515714,-0.612502069,0.551239968,0.72179941,-6.477719048
8030860,FPR2,-0.070521945,5.24308664,-0.750035331,0.467184717,0.655087092,-6.381746252
8030866,FPR3,1.313996029,6.773642393,8.237698678,2.19E-06,0.000512939,5.306534656
8030871,ZNF613,0.094389651,8.282914239,0.862992869,0.404475159,0.601375725,-6.289770453
8030879,NA,-0.014947446,4.354025775,-0.12836373,0.899913396,0.947015624,-6.665459475
8030881,PPP2R1A,0.002252158,11.48884317,0.040976247,0.967965273,0.985125155,-6.673322635
8030899,ZNF766,0.215348946,8.708701476,2.893799361,0.013054405,0.067411994,-3.285794079
8030908,ZNF480,0.276100006,10.4520004,3.763146449,0.002547572,0.023807612,-1.685488173
8030914,ZNF610,-0.163589428,8.033386887,-1.897468188,0.081220426,0.219960339,-4.996395657
8030925,ZNF880,-0.072406093,8.285037992,-0.902743253,0.383812073,0.582753788,-6.254683775
8030931,ZNF528,-0.388996624,8.523138259,-4.608307679,0.000549091,0.009509848,-0.15923137
8030939,ZNF534,-0.065561174,5.97324358,-0.676891591,0.510868015,0.689824092,-6.435024297
8030944,ZNF578,-0.094893443,3.972620785,-0.376690427,0.712751515,0.837105607,-6.59919576
8030946,ZNF808,0.093070043,9.799138193,1.34490245,0.202668047,0.39230995,-5.777214228
8030950,ZNF701,0.084152862,7.870817942,0.55505091,0.5887032,0.750317721,-6.512419297
8030954,ZNF137P,0.300388447,6.688300894,2.528367795,0.025903103,0.104857906,-3.941431537
8030964,NA,-0.043381856,6.193108701,-0.544829992,0.595504702,0.755660063,-6.518253023
8030969,ZNF818P,-0.149505501,5.518770087,-0.855413155,0.408498853,0.605061668,-6.29630243
8030972,VN1R2,-0.280955847,6.182108275,-3.044563466,0.009822388,0.05600275,-3.010280772
8030974,FAM90A27P,-0.028086151,7.381267128,-0.278201937,0.785428278,0.881608326,-6.633189186
8030978,ZNF845,0.443626085,9.306995353,5.654344143,9.31E-05,0.003456974,1.612267095
8030980,ZNF525,0.207758019,11.75886751,2.125269302,0.054233061,0.169288293,-4.630760931
8030982,NA,-0.00526874,9.994415194,-0.07747852,0.93947535,0.968833955,-6.671024125
8030991,TPM3P9,0.191534484,11.39955252,2.457768569,0.029531359,0.114191807,-4.065273911
8030993,ZNF761,0.24336739,8.139915591,3.57708286,0.003604296,0.029443634,-2.028305066
8030997,ZNF813,0.50478992,7.878143379,4.298600405,0.000954779,0.01317054,-0.710756888
8030999,ZNF331,0.117231735,8.101424605,1.319757476,0.210692095,0.401339513,-5.808323669
8031011,NA,-0.31734616,6.729361965,-2.955269724,0.011625442,0.062514912,-3.173714373
8031013,DPRX,0.124100592,6.811120124,1.211763301,0.248121457,0.445903506,-5.9368283
8031027,NA,-0.093923082,4.004283634,-0.911971539,0.379120541,0.57816143,-6.246340165
8031029,NA,0.120709732,3.42537624,0.879691298,0.395705177,0.593297507,-6.275200596
8031031,MIR516B2,-0.030398086,4.010143412,-0.292017294,0.77508709,0.875520821,-6.62902779
8031035,MIR516B1,-0.046960467,3.810206267,-0.66267699,0.519629141,0.696429379,-6.444791608
8031037,NA,0.118695106,3.230152474,1.336533749,0.205310405,0.395072969,-5.78761658
8031039,NA,0.200370287,3.405411905,2.663547041,0.020125041,0.089287607,-3.701439657
8031045,NA,-0.059211908,3.93637783,-0.849123631,0.411857926,0.607981617,-6.301683742
8031047,MYADM,-0.139051525,11.20538158,-1.279028494,0.224234959,0.418306428,-5.857774141
8031057,PRKCG,-0.099296931,6.687629575,-0.82270566,0.426167445,0.620277895,-6.323900317
8031076,CACNG7,-0.098618043,7.02837357,-1.261839672,0.230156654,0.424995902,-5.878288978
8031084,NA,-0.061117796,8.669718747,-1.110684718,0.287714677,0.488673316,-6.049238727
8031090,CACNG6,-0.159401919,7.613276293,-1.836909581,0.090225716,0.234761714,-5.089909054
8031097,NDUFA3,0.477989891,10.54472302,4.08212772,0.00141483,0.01661714,-1.102086615
8031102,PRPF31,0.297721993,9.534931952,3.323053372,0.005807956,0.039840856,-2.497452685
8031122,CNOT3,0.111848657,9.46023774,1.586811395,0.13763955,0.306646961,-5.456773514
8031145,TSEN34,-0.007435189,8.621093904,-0.082940619,0.935218678,0.966599712,-6.670558434
8031152,RPS9,0.079072608,11.44179554,0.670643337,0.514708391,0.692655276,-6.439341397
8031157,TTYH1,-0.260975067,7.998783336,-2.53719447,0.025481044,0.103759608,-3.925871315
8031176,LENG8,-0.345568622,11.17374959,-1.8876772,0.08261867,0.222551075,-5.011627747
8031196,LAIR2,-0.317919233,7.992712474,-3.436659633,0.004690188,0.034743626,-2.287617196
8031200,KIR3DX1,0.023675353,5.814319604,0.334410206,0.74364166,0.856723976,-6.615019247
8031207,LILRA2,-0.479153566,6.945256189,-1.081078143,0.300178418,0.501295109,-6.080658248
8031213,LILRA1,-1.040338682,7.74844796,-2.601485934,0.022602146,0.096386225,-3.812054491
8031223,LILRB1,-0.220909599,7.336857201,-1.636216411,0.12683187,0.292252633,-5.386956207
8031238,LILRB4,-0.117907053,7.010627565,-1.44296769,0.173738303,0.355123651,-5.651802831
8031253,LILRP2,-0.134557885,7.412224577,-1.703406093,0.113328641,0.272037571,-5.289833201
8031260,NA,-0.12778009,6.543961384,-2.775892903,0.01629931,0.078010369,-3.499563097
8031277,NA,-0.078338876,6.495158346,-1.296482599,0.218347735,0.411031464,-5.836726216
8031293,NA,-0.108092355,6.66611114,-0.572879819,0.576936321,0.741250528,-6.501996721
8031297,NA,-0.013974641,7.063000684,-0.22769317,0.823584822,0.903899924,-6.646705297
8031311,NA,-0.048706427,6.283556933,-0.816268882,0.429702881,0.623271337,-6.329218293
8031328,NA,-0.090367432,6.703369953,-1.539130744,0.148817366,0.322623336,-5.522813932
8031344,NA,-0.046426011,7.502837891,-0.37674151,0.712714499,0.837105607,-6.599175529
8031346,NA,0.031368309,6.64770382,0.301581982,0.767953703,0.871347183,-6.626030282
8031358,NA,-0.080230096,6.915546259,-1.295968528,0.21851933,0.41116852,-5.83734923
8031374,FCAR,0.167185839,6.865838875,0.700052101,0.496780681,0.679063439,-6.418698721
8031387,NCR1,0.107783245,7.043517573,1.096665598,0.293566772,0.494405584,-6.064203146
8031398,NLRP2,0.160201638,7.377638994,0.280781239,0.783494293,0.880310764,-6.632427371
8031414,EPS8L1,0.120966508,6.777810927,1.608998456,0.132690775,0.300476384,-5.425591298
8031439,NA,-0.014443377,5.609764574,-0.096587417,0.924592978,0.960885152,-6.66925651
8031441,BRSK1,-0.211643548,7.3415659,-3.825687648,0.002268468,0.022146559,-1.570595064
8031466,KMT5C,0.151402908,8.544618182,3.350943178,0.005510774,0.038531308,-2.445950376
8031475,TMEM190,-0.114933937,7.132433569,-1.798518339,0.096392679,0.244819758,-5.148304348
8031483,RPL28,-0.037265028,11.28771225,-0.352100545,0.730656749,0.848398583,-6.608622901
8031489,ZNF628,0.055901077,8.062744235,0.917630573,0.376263261,0.575517378,-6.241187018
8031495,NAT14,0.140005791,8.55436633,2.451853017,0.029856737,0.114969696,-4.075599079
8031499,SSC5D,-0.194179887,7.555587709,-2.570588231,0.02394386,0.099750923,-3.866856543
8031511,ZNF524,-0.085768579,8.136543373,-1.38937953,0.18908887,0.374968263,-5.721127884
8031514,ZNF865,0.213767364,8.468202675,2.333821746,0.037117438,0.132630771,-4.279787984
8031516,NA,0.049990738,8.982234863,0.670293969,0.514923621,0.692771902,-6.439581689
8031522,NA,0.140652831,8.423689137,1.260168884,0.230738862,0.425716844,-5.880271696
8031526,CCDC106,-0.038468764,8.477760202,-0.614567692,0.549917852,0.720748463,-6.476411444
8031536,U2AF2,-0.036138399,10.9383254,-0.360489449,0.724529114,0.844765479,-6.605476783
8031550,EPN1,0.123394893,9.158514404,1.218042677,0.245809848,0.443158446,-5.929589085
8031566,NA,-0.260240922,5.947362622,-2.547132865,0.025013811,0.10257203,-3.908331725
8031568,NA,-0.143355492,7.824398378,-2.767268246,0.016565732,0.078686047,-3.515128637
8031570,NA,-0.12158557,5.36708903,-1.691527914,0.115619324,0.275930092,-5.307180371
8031573,NA,-0.091717757,5.155919391,-1.22175342,0.24445182,0.441668688,-5.925297361
8031576,NLRP4,-0.155965734,5.861431493,-1.974170133,0.070992594,0.201400733,-4.875622951
8031586,NLRP8,-0.019136216,5.83449566,-0.238835314,0.815123289,0.899160515,-6.643953411
8031600,NLRP5,-0.05817665,5.488876376,-0.643912478,0.531326974,0.706053967,-6.457389513
8031615,NA,-0.045167825,3.815536722,-0.753396604,0.465234527,0.653818176,-6.37917767
8031617,ZNF444,0.047662002,8.262475747,0.713182459,0.488898525,0.672700052,-6.409218171
8031622,GALP,0.020509398,6.445984325,0.273207454,0.789177416,0.883713065,-6.634644602
8031629,NA,0.204341551,7.419890226,2.494549615,0.02758376,0.109155841,-4.000893166
8031632,NA,-0.086297217,8.742128687,-0.736561181,0.47505334,0.661696343,-6.391937478
8031640,ZNF583,0.419136217,8.065953939,4.509304434,0.000654476,0.010527304,-0.334366754
8031646,NA,0.445591791,10.98461343,4.257995552,0.001027471,0.013761741,-0.78382481
8031650,ZNF471,0.02252301,6.727461872,0.173437401,0.86509833,0.927703031,-6.658239608
8031659,ZFP28,0.010473678,8.932931452,0.124821198,0.902659876,0.948284142,-6.66593579
8031669,ZNF470,-0.009444679,7.925064866,-0.110004653,0.914160739,0.954974659,-6.667783834
8031675,ZNF71,0.156992961,8.385501627,2.445125248,0.030230993,0.115807796,-4.087331821
8031680,NA,0.088236233,3.084459327,1.643839138,0.125232059,0.289734009,-5.376061572
8031682,NA,-0.141075472,5.656857244,-2.223832379,0.045378738,0.150668588,-4.466598501
8031684,NA,0.012143641,3.106117303,0.228830713,0.822719875,0.903410074,-6.64643032
8031686,USP29,-0.06816718,5.241811547,-0.938025757,0.366089852,0.56630401,-6.222385272
8031690,ZNF264,-0.132669652,9.56297262,-2.266969353,0.041949622,0.143158406,-4.393762685
8031700,AURKC,-0.148438224,7.586302179,-2.3811923,0.034020224,0.124784984,-4.198271196
8031712,ZNF805,-0.059445031,8.57579125,-0.554934324,0.588780555,0.75033777,-6.512486422
8031714,ZNF460,-0.246600166,10.52552822,-3.476057385,0.004355671,0.033271573,-2.214840769
8031720,ZNF543,0.045361152,8.859134895,0.558095602,0.586684932,0.748590815,-6.510661565
8031726,ZNF304,0.140296193,8.258253447,1.597469434,0.135242667,0.303407065,-5.441829745
8031732,NA,-0.096758041,7.281254918,-1.056006733,0.311045782,0.512080132,-6.106716222
8031737,ZNF548,0.0372684,9.447351819,0.393537902,0.700585139,0.829683574,-6.592378136
8031744,ZNF17,-0.112472926,7.958864254,-1.141672384,0.275093996,0.475564939,-6.015613262
8031748,ZNF749,-0.177077293,7.95976409,-1.153131854,0.270535754,0.470638924,-6.00298901
8031750,ZNF419,0.295029699,8.143971489,3.699163326,0.002869612,0.025520696,-1.803227139
8031759,ZNF773,-0.128617035,8.440055891,-2.202217786,0.047195126,0.154291222,-4.502874533
8031762,ZNF549,0.090192924,8.548959698,1.074769245,0.302885941,0.504133625,-6.087263075
8031768,ZIK1,-0.036276631,8.633506541,-0.550625091,0.591643407,0.752240324,-6.51495806
8031778,ZNF530,0.101270432,7.364072537,1.122463647,0.282866451,0.483744263,-6.036545672
8031784,NA,0.030445444,9.77232243,0.357346759,0.726822381,0.846124557,-6.606663895
8031792,ZNF211,-0.13902259,8.551654767,-1.096468751,0.293649578,0.494445006,-6.064412157
8031799,ZSCAN4,0.149339899,4.950404873,2.516508807,0.026480841,0.106365986,-3.962311197
8031807,ZNF551,0.061358921,8.683899519,0.98443423,0.343665153,0.544672217,-6.17827655
8031815,ZNF776,-0.066295645,9.043680971,-0.883885002,0.393523076,0.591510376,-6.271502801
8031821,ZNF586,-0.623347376,8.819362267,-6.880109361,1.41E-05,0.001294793,3.484945453
8031825,ZNF587B,-0.294347111,9.66190651,-2.852417815,0.014113119,0.071007028,-3.361015579
8031827,NA,0.051119822,9.301763164,0.788922848,0.444935366,0.636657193,-6.351392337
8031837,NA,-0.057626998,8.299796959,-0.707465305,0.492321195,0.675296347,-6.413366097
8031840,NA,0.03884029,4.851061258,0.499923606,0.625855909,0.778100696,-6.542655905
8031843,LOC100128398,-0.246568663,8.20952677,-1.414616304,0.181724625,0.365544511,-5.688714482
8031847,ZSCAN1,-0.142921219,8.091532576,-2.064522854,0.060471328,0.181911536,-4.730249189
8031857,ZNF135,-0.060974775,9.24336593,-0.463262153,0.651178019,0.796527479,-6.561083475
8031865,NA,-0.176409988,8.694166463,-1.556689747,0.144613324,0.316745832,-5.498649936
8031867,NA,-0.047209898,9.083480534,-0.327199813,0.748958053,0.859785144,-6.617533486
8031871,ZNF274,-0.082564533,9.24252484,-0.522296614,0.610640424,0.767105357,-6.530748829
8031884,ZNF544,-0.13943777,8.566271846,-1.094139838,0.294630599,0.495411789,-6.066882646
8031893,ZNF8,0.147469358,9.455357733,1.524395203,0.152425889,0.327435655,-5.542949632
8031899,ERVK3-1,-0.000301884,10.58174353,-0.002398523,0.998124299,0.99895481,-6.674212357
8031906,NA,0.062735737,6.24000563,0.675787602,0.511545336,0.690402701,-6.435789778
8031908,ZSCAN22,0.275811295,8.107045041,3.727977307,0.002719727,0.024668684,-1.750182314
8031913,TRIM28,0.047625583,11.64639938,0.623981587,0.543914743,0.715358422,-6.470399785
